卷,题号,题肢,题型,模块,判定来源,conf,why,unit_id
BJ-2023-CY-YIMO,3,④,选择题(题肢),PH,首判(c004),中,雷锋精神、核心价值观、社会文明程度属CU；劳动奉献实现人生价值属PH（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-CY-YIMO-Q3
BJ-2023-CY-YIMO,4,②,选择题(题肢),PH,升级复判(escc01),低,城市更新、减量发展、存量增量属区域经济发展；②结合实际有PH角度（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-CY-YIMO-Q4
BJ-2023-CY-YIMO,5,①,选择题(题肢),PH,首判(c004),中,意识选择性、自在事物联系、共性个性均PH；影视引发思考稍涉CU（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-CY-YIMO-Q5
BJ-2023-CY-YIMO,5,②,选择题(题肢),PH,首判(c004),中,意识选择性、自在事物联系、共性个性均PH；影视引发思考稍涉CU（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-CY-YIMO-Q5
BJ-2023-CY-YIMO,5,③,选择题(题肢),PH,首判(c004),中,意识选择性、自在事物联系、共性个性均PH；影视引发思考稍涉CU（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-CY-YIMO-Q5
BJ-2023-CY-YIMO,5,④,选择题(题肢),PH,首判(c004),中,意识选择性、自在事物联系、共性个性均PH；影视引发思考稍涉CU（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-CY-YIMO-Q5
BJ-2023-CY-YIMO,6,②,选择题(题肢),PH,升级复判(escc01),中,感性/理性认识、规律、联系属PH；无经济与社会知识点（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-CY-YIMO-Q6
BJ-2023-CY-YIMO,6,③,选择题(题肢),PH,升级复判(escc01),中,感性/理性认识、规律、联系属PH；无经济与社会知识点（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-CY-YIMO-Q6
BJ-2023-CY-YIMO,6,④,选择题(题肢),PH,升级复判(escc01),中,感性/理性认识、规律、联系属PH；无经济与社会知识点（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-CY-YIMO-Q6
BJ-2023-CY-YIMO,7,①,选择题(题肢),PH,首判(c004),中,世界观方法论、实践基础上理论创新属PH；中国化时代化表述涉B1（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-CY-YIMO-Q7
BJ-2023-CY-YIMO,7,②,选择题(题肢),PH,首判(c004),中,世界观方法论、实践基础上理论创新属PH；中国化时代化表述涉B1（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-CY-YIMO-Q7
BJ-2023-CY-YIMO,7,③,选择题(题肢),PH,首判(c004),中,世界观方法论、实践基础上理论创新属PH；中国化时代化表述涉B1（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-CY-YIMO-Q7
BJ-2023-CY-YIMO,7,④,选择题(题肢),PH,首判(c004),中,世界观方法论、实践基础上理论创新属PH；中国化时代化表述涉B1（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-CY-YIMO-Q7
BJ-2023-CY-YIMO,8,A,选择题(题肢),PH,首判(c004),中,科学思维客观性、创新能力属思维；如实反映、违背规律涉PH（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-CY-YIMO-Q8
BJ-2023-CY-YIMO,8,C,选择题(题肢),PH,首判(c004),中,科学思维客观性、创新能力属思维；如实反映、违背规律涉PH（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-CY-YIMO-Q8
BJ-2023-DC-ERMO,1,②,选择题(题肢),PH,升级复判(escc01),中,中国式现代化、科学社会主义、道路多样性属B1；卡1列道路多样性排除B2（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-ERMO-Q1
BJ-2023-DC-ERMO,1,④,选择题(题肢),PH,升级复判(escc01),中,中国式现代化、科学社会主义、道路多样性属B1；卡1列道路多样性排除B2（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-ERMO-Q1
BJ-2023-DC-ERMO,14,①,选择题(题肢),PH,首判(c005),中,意识能动作用、整体与部分属哲学；辩证思维属思维；归纳推理属推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-ERMO-Q14
BJ-2023-DC-ERMO,14,②,选择题(题肢),PH,首判(c005),中,意识能动作用、整体与部分属哲学；辩证思维属思维；归纳推理属推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-ERMO-Q14
BJ-2023-DC-ERMO,2,①,选择题(题肢),PH,升级复判(escc01),中,传统文化基因、文明观属CU；物质生产基础属PH；无经济知识点（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-ERMO-Q2
BJ-2023-DC-ERMO,2,②,选择题(题肢),PH,升级复判(escc01),中,传统文化基因、文明观属CU；物质生产基础属PH；无经济知识点（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-ERMO-Q2
BJ-2023-DC-YIMO,1,②,选择题(题肢),PH,升级复判(escc01),低,主要矛盾、总体趋势属PH；战略思维可涉思维书；①党的领导（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-YIMO-Q1
BJ-2023-DC-YIMO,1,③,选择题(题肢),PH,升级复判(escc01),低,主要矛盾、总体趋势属PH；战略思维可涉思维书；①党的领导（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-YIMO-Q1
BJ-2023-DC-YIMO,1,④,选择题(题肢),PH,升级复判(escc01),低,主要矛盾、总体趋势属PH；战略思维可涉思维书；①党的领导（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-YIMO-Q1
BJ-2023-DC-YIMO,13,①,选择题(题肢),PH,首判(c006),中,利弊转化、辩证否定属哲学；超前思维涉思维；④立法规范属B3（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-YIMO-Q13
BJ-2023-DC-YIMO,13,②,选择题(题肢),PH,首判(c006),中,利弊转化、辩证否定属哲学；超前思维涉思维；④立法规范属B3（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-YIMO-Q13
BJ-2023-DC-YIMO,13,③,选择题(题肢),PH,首判(c006),中,利弊转化、辩证否定属哲学；超前思维涉思维；④立法规范属B3（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-YIMO-Q13
BJ-2023-DC-YIMO,2,①,选择题(题肢),PH,升级复判(escc01),中,主客观统一、意识作用、建立联系属PH；京津冀仅背景（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-YIMO-Q2
BJ-2023-DC-YIMO,2,②,选择题(题肢),PH,升级复判(escc01),中,主客观统一、意识作用、建立联系属PH；京津冀仅背景（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-YIMO-Q2
BJ-2023-DC-YIMO,2,④,选择题(题肢),PH,升级复判(escc01),中,主客观统一、意识作用、建立联系属PH；京津冀仅背景（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-YIMO-Q2
BJ-2023-DC-YIMO,3,③,选择题(题肢),PH,升级复判(escc01),中,正逆思维属思维书；同一性斗争性、合规律合目的属PH；绿色低碳仅背景（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-YIMO-Q3
BJ-2023-DC-YIMO,3,④,选择题(题肢),PH,升级复判(escc01),中,正逆思维属思维书；同一性斗争性、合规律合目的属PH；绿色低碳仅背景（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-YIMO-Q3
BJ-2023-FT-ERMO,1,①,选择题(题肢),PH,升级复判(escc01),中,历史规律与人的主动性属唯物史观；②④制度保障、科学社会主义属B1（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-ERMO-Q1
BJ-2023-FT-ERMO,1,③,选择题(题肢),PH,升级复判(escc01),中,历史规律与人的主动性属唯物史观；②④制度保障、科学社会主义属B1（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-ERMO-Q1
BJ-2023-FT-ERMO,10,③,选择题(题肢),PH,首判(c007),中,民族区域自治权、民族团结属政治；生产关系属哲学；文化发展涉文化（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-ERMO-Q10
BJ-2023-FT-ERMO,3,①,选择题(题肢),PH,首判(c006),高,意识主客观统一、人生价值属哲学；传统/革命文化、民族精神属文化（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-ERMO-Q3
BJ-2023-FT-ERMO,3,③,选择题(题肢),PH,首判(c006),高,意识主客观统一、人生价值属哲学；传统/革命文化、民族精神属文化（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-ERMO-Q3
BJ-2023-FT-ERMO,6,①,选择题(题肢),PH,首判(c006),中,系统思维、量变属哲学思维；正确肢含需求牵引供给、市场作用经济角度（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-ERMO-Q6
BJ-2023-FT-ERMO,6,②,选择题(题肢),PH,首判(c006),中,系统思维、量变属哲学思维；正确肢含需求牵引供给、市场作用经济角度（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-ERMO-Q6
BJ-2023-FT-ERMO,6,③,选择题(题肢),PH,首判(c006),中,系统思维、量变属哲学思维；正确肢含需求牵引供给、市场作用经济角度（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-ERMO-Q6
BJ-2023-FT-ERMO,9,②,选择题(题肢),PH,首判(c007),中,乡村产业振兴、比较优势属经济；②联系观点、因地制宜涉哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-ERMO-Q9
BJ-2023-FT-ERMO,9,③,选择题(题肢),PH,首判(c007),中,乡村产业振兴、比较优势属经济；②联系观点、因地制宜涉哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-ERMO-Q9
BJ-2023-FT-ERMO,9,④,选择题(题肢),PH,首判(c007),中,乡村产业振兴、比较优势属经济；②联系观点、因地制宜涉哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-ERMO-Q9
BJ-2023-FT-YIMO,5,①,选择题(题肢),PH,首判(c007),中,文艺作品源于实践、弘扬主旋律、时代精神属文化；实践观涉哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-YIMO-Q5
BJ-2023-FT-YIMO,5,③,选择题(题肢),PH,首判(c007),中,文艺作品源于实践、弘扬主旋律、时代精神属文化；实践观涉哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-YIMO-Q5
BJ-2023-FT-YIMO,6,②,选择题(题肢),PH,升级复判(escc01),中,中华文化基因属CU；②认识源泉、④认识发展属PH（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-YIMO-Q6
BJ-2023-FT-YIMO,6,④,选择题(题肢),PH,升级复判(escc01),中,中华文化基因属CU；②认识源泉、④认识发展属PH（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-YIMO-Q6
BJ-2023-FT-YIMO,7,①,选择题(题肢),PH,首判(c007),中,联系客观性、实践延伸认识器官属哲学；④充分条件属推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-YIMO-Q7
BJ-2023-FT-YIMO,7,②,选择题(题肢),PH,首判(c007),中,联系客观性、实践延伸认识器官属哲学；④充分条件属推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-YIMO-Q7
BJ-2023-FT-YIMO,7,③,选择题(题肢),PH,首判(c007),中,联系客观性、实践延伸认识器官属哲学；④充分条件属推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-YIMO-Q7
BJ-2023-FT-YIMO,8,A,选择题(题肢),PH,金标(gold_final),中,裁定：正确项D人才评价制度助科技攻关属B2为主；C突破条件、抓重点是哲学条件与重点论，归PH（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-YIMO-Q8
BJ-2023-FT-YIMO,8,B,选择题(题肢),PH,金标(gold_final),中,裁定：正确项D人才评价制度助科技攻关属B2为主；C突破条件、抓重点是哲学条件与重点论，归PH（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-YIMO-Q8
BJ-2023-FT-YIMO,8,C,选择题(题肢),PH,金标(gold_final),中,裁定：正确项D人才评价制度助科技攻关属B2为主；C突破条件、抓重点是哲学条件与重点论，归PH（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-YIMO-Q8
BJ-2023-HD-ERMO,1,①,选择题(题肢),PH,首判(c007),中,党的奋斗历程、坚持中国特色社会主义属必修一；社会规律、经验涉哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-ERMO-Q1
BJ-2023-HD-ERMO,1,④,选择题(题肢),PH,首判(c007),中,党的奋斗历程、坚持中国特色社会主义属必修一；社会规律、经验涉哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-ERMO-Q1
BJ-2023-HD-ERMO,11,②,选择题(题肢),PH,首判(c008),中,调查研究：群众观点/实践与认识属哲学；质询权、党的宗旨属必修三（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-ERMO-Q11
BJ-2023-HD-ERMO,11,③,选择题(题肢),PH,首判(c008),中,调查研究：群众观点/实践与认识属哲学；质询权、党的宗旨属必修三（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-ERMO-Q11
BJ-2023-HD-ERMO,2,A,选择题(题肢),PH,首判(c007),中,正确项挖掘民族文化资源属文化；辩证否定、新事物、意识属哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-ERMO-Q2
BJ-2023-HD-ERMO,2,B,选择题(题肢),PH,首判(c007),中,正确项挖掘民族文化资源属文化；辩证否定、新事物、意识属哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-ERMO-Q2
BJ-2023-HD-ERMO,2,D,选择题(题肢),PH,首判(c007),中,正确项挖掘民族文化资源属文化；辩证否定、新事物、意识属哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-ERMO-Q2
BJ-2023-HD-ERMO,3,A,选择题(题肢),PH,首判(c007),中,从实际出发、矛盾主要方面、整体部分、系统观念（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-ERMO-Q3
BJ-2023-HD-ERMO,3,B,选择题(题肢),PH,首判(c007),中,从实际出发、矛盾主要方面、整体部分、系统观念（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-ERMO-Q3
BJ-2023-HD-ERMO,3,C,选择题(题肢),PH,首判(c007),中,从实际出发、矛盾主要方面、整体部分、系统观念（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-ERMO-Q3
BJ-2023-HD-ERMO,3,D,选择题(题肢),PH,首判(c007),中,从实际出发、矛盾主要方面、整体部分、系统观念（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-ERMO-Q3
BJ-2023-HD-ERMO,6,①,选择题(题肢),PH,首判(c007),中,民营经济地位、政府支持民企属经济；主观能动性属哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-ERMO-Q6
BJ-2023-HD-ERMO,6,②,选择题(题肢),PH,首判(c007),中,民营经济地位、政府支持民企属经济；主观能动性属哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-ERMO-Q6
BJ-2023-HD-ERMO,7,①,选择题(题肢),PH,升级复判(escc01),中,共建共治共享、执法主体属B3；同一性斗争性属PH；无经济点（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-ERMO-Q7
BJ-2023-HD-ERMO,7,②,选择题(题肢),PH,升级复判(escc01),中,共建共治共享、执法主体属B3；同一性斗争性属PH；无经济点（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-ERMO-Q7
BJ-2023-HD-YIMO,5,A,选择题(题肢),PH,升级复判(escc01),低,必然性、前进曲折、意识与现实属PH；D工具性价值性归属拿不准（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-YIMO-Q5
BJ-2023-HD-YIMO,5,B,选择题(题肢),PH,升级复判(escc01),低,必然性、前进曲折、意识与现实属PH；D工具性价值性归属拿不准（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-YIMO-Q5
BJ-2023-HD-YIMO,5,C,选择题(题肢),PH,升级复判(escc01),低,必然性、前进曲折、意识与现实属PH；D工具性价值性归属拿不准（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-YIMO-Q5
BJ-2023-HD-YIMO,5,D,选择题(题肢),PH,升级复判(escc01),低,必然性、前进曲折、意识与现实属PH；D工具性价值性归属拿不准（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-YIMO-Q5
BJ-2023-HD-YIMO,6,①,选择题(题肢),PH,首判(c009),中,认识完整性、无限性属认识论；②科学思维透过现象把握本质可用思维书（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-YIMO-Q6
BJ-2023-HD-YIMO,6,②,选择题(题肢),PH,首判(c009),中,认识完整性、无限性属认识论；②科学思维透过现象把握本质可用思维书（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-YIMO-Q6
BJ-2023-HD-YIMO,6,③,选择题(题肢),PH,首判(c009),中,认识完整性、无限性属认识论；②科学思维透过现象把握本质可用思维书（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-YIMO-Q6
BJ-2023-HD-YIMO,6,④,选择题(题肢),PH,首判(c009),中,认识完整性、无限性属认识论；②科学思维透过现象把握本质可用思维书（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-YIMO-Q6
BJ-2023-XC-ERMO,1,④,选择题(题肢),PH,首判(c009),中,转移支付属财政、再分配、区域协调；④点名辩证思维方法，兼矛盾观（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-ERMO-Q1
BJ-2023-XC-ERMO,13,①,选择题(题肢),PH,首判(c010),中,逆向思维、创新思维特征、灵感跨越性；①相反相成兼哲学矛盾；缺答案键（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-ERMO-Q13
BJ-2023-XC-ERMO,4,①,选择题(题肢),PH,首判(c009),中,实践社会历史性、两点论、社会基本矛盾属哲学；④民主立法属B3（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-ERMO-Q4
BJ-2023-XC-ERMO,4,②,选择题(题肢),PH,首判(c009),中,实践社会历史性、两点论、社会基本矛盾属哲学；④民主立法属B3（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-ERMO-Q4
BJ-2023-XC-ERMO,4,③,选择题(题肢),PH,首判(c009),中,实践社会历史性、两点论、社会基本矛盾属哲学；④民主立法属B3（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-ERMO-Q4
BJ-2023-XC-ERMO,4,④,选择题(题肢),PH,首判(c009),中,实践社会历史性、两点论、社会基本矛盾属哲学；④民主立法属B3（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-ERMO-Q4
BJ-2023-XC-ERMO,5,①,选择题(题肢),PH,升级复判(escc02),中,意识反映、联系观点、矛盾相对性均为哲学；经济仅作背景词（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-ERMO-Q5
BJ-2023-XC-ERMO,5,②,选择题(题肢),PH,升级复判(escc02),中,意识反映、联系观点、矛盾相对性均为哲学；经济仅作背景词（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-ERMO-Q5
BJ-2023-XC-ERMO,5,③,选择题(题肢),PH,升级复判(escc02),中,意识反映、联系观点、矛盾相对性均为哲学；经济仅作背景词（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-ERMO-Q5
BJ-2023-XC-ERMO,5,④,选择题(题肢),PH,升级复判(escc02),中,意识反映、联系观点、矛盾相对性均为哲学；经济仅作背景词（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-ERMO-Q5
BJ-2023-XC-YIMO,13,B,选择题(题肢),PH,首判(c011),中,发散/逆向/联想思维属思维；B价值评价选择属哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-YIMO-Q13
BJ-2023-XC-YIMO,2,A,选择题(题肢),PH,首判(c010),高,意识本质、量变质变、辩证否定、意识能动性，纯哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-YIMO-Q2
BJ-2023-XC-YIMO,2,B,选择题(题肢),PH,首判(c010),高,意识本质、量变质变、辩证否定、意识能动性，纯哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-YIMO-Q2
BJ-2023-XC-YIMO,2,C,选择题(题肢),PH,首判(c010),高,意识本质、量变质变、辩证否定、意识能动性，纯哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-YIMO-Q2
BJ-2023-XC-YIMO,2,D,选择题(题肢),PH,首判(c010),高,意识本质、量变质变、辩证否定、意识能动性，纯哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-YIMO-Q2
BJ-2023-XC-YIMO,3,①,选择题(题肢),PH,首判(c010),高,社会意识相对独立、人的价值、劳动与幸福、价值实现，哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-YIMO-Q3
BJ-2023-XC-YIMO,3,②,选择题(题肢),PH,首判(c010),高,社会意识相对独立、人的价值、劳动与幸福、价值实现，哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-YIMO-Q3
BJ-2023-XC-YIMO,3,③,选择题(题肢),PH,首判(c010),高,社会意识相对独立、人的价值、劳动与幸福、价值实现，哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-YIMO-Q3
BJ-2023-XC-YIMO,3,④,选择题(题肢),PH,首判(c010),高,社会意识相对独立、人的价值、劳动与幸福、价值实现，哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-YIMO-Q3
BJ-2024-CY-YIMO,2,A,选择题(题肢),PH,首判(c013),中,答案C新质生产力属经济；A消除界限、D发展顶峰为哲学类错肢（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-CY-YIMO-Q2
BJ-2024-CY-YIMO,2,D,选择题(题肢),PH,首判(c013),中,答案C新质生产力属经济；A消除界限、D发展顶峰为哲学类错肢（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-CY-YIMO-Q2
BJ-2024-CY-YIMO,8,③,选择题(题肢),PH,首判(c014),中,①法治社会④政府以人民为中心属B3；③推广借鉴涉普遍性特殊性（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-CY-YIMO-Q8
BJ-2024-DC-ERMO,11,C,选择题(题肢),PH,首判(c015),中,A属种关系为推理；定性分析、一分为二、辩证分析属思维，C兼涉哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-DC-ERMO-Q11
BJ-2024-DC-YIMO,2,①,选择题(题肢),PH,首判(c015),中,文旅融合、公共文化服务，属文化；①地区特征可用矛盾特殊性（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-DC-YIMO-Q2
BJ-2024-HD-ERMO,3,①,选择题(题肢),PH,金标(gold_final),中,文化交流与创新、民族性；①认识来源属哲学认识论（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-HD-ERMO-Q3
