类别,卷,届别标签,题号_小问,题型,主或跨,证据状态,判定来源,conf,why,unit_id,备注
漏收,BJ-2023-XC-ERMO,2023西城二模,16(2),主观题,跨,完整题-有E1,首判(s011),中,细则不限模块：公共服务民生、政府社区多主体、文化建设,BJ-2023-XC-ERMO-Q16#2,
漏收,BJ-2023-XC-YIMO,2023西城一模,14,选择题,跨,完整题-选择题照收,首判(c011),中,名誉权、管辖、举证责任属法律与生活；③公民监督权涉必修三,BJ-2023-XC-YIMO-Q14,
漏收,BJ-2023-XC-YIMO,2023西城一模,20,主观题,跨,完整题-有E1,升级复判(escs01),中,数字外交原因；细则为信息化多极化、国家利益、话语权；对内以人民为中心,BJ-2023-XC-YIMO-Q20,
漏收,BJ-2024-CY-ERMO,2024朝阳二模,13,选择题,跨,完整题-选择题照收,首判(c012),中,单一制、特别行政区高度自治属X1国家结构形式；B肢国家安全观可涉B3,BJ-2024-CY-ERMO-Q13,
漏收,BJ-2024-CY-ERMO,2024朝阳二模,17,主观题,跨,完整题-有E1,升级复判(escs02),低,劳动关系认定属X2；案例意义或涉平台经济、公正司法，细则未见,BJ-2024-CY-ERMO-Q17,
漏收,BJ-2024-CY-YIMO,2024朝阳一模,19,主观题,跨,完整题-有E1,首判(s016),中,设问点名法律与生活；细则给市场经济法治经济、市场秩序营商环境分，法治德治相结合可替换得分,BJ-2024-CY-YIMO-Q19,
漏收,BJ-2024-DC-YIMO,2024东城一模,1,选择题,跨,完整题-选择题照收,金标(gold_final),中,裁定：④党领导人民奋斗创造幸福生活属初心使命B3，未涉边界卡B1清单(发展史/理论地位等)，不标B1,BJ-2024-DC-YIMO-Q1,
漏收,BJ-2024-FT-YIMO,2024丰台一模,1,选择题,跨,完整题-选择题照收,首判(c017),中,长征精神革命文化、红色血脉(CU)；③党的初心使命属B3；②现代化新征程属B1,BJ-2024-FT-YIMO-Q1,
漏收,BJ-2024-HD-QIZHONG,2025海淀期中,12,选择题,主,完整题-选择题照收,升级复判(escc03),低,总体国家安全观；①国家利益涉X1，④新发展格局涉B2，国家安全归属存疑,BJ-2025-HD-QIZHONG-Q12,
漏收,BJ-2024-HD-QIZHONG,2025海淀期中,21(2),主观题,跨,完整题-有E1,升级复判(escs02),中,设问点名《当代国际政治与经济》；细则“服务人民民主专政国家性质”1分涉B3,BJ-2024-HD-QIZHONG-Q21#2,
漏收,BJ-2024-HD-QIZHONG,2025海淀期中,21(2),主观题,跨,完整题-有E1,升级复判(escs04),中,(2)设问截断；细则外交背景宗旨目标准则，含国家性质,BJ-2025-HD-QIZHONG-Q21#2,
漏收,BJ-2024-HD-YIMO,2024海淀一模,1,选择题,跨,完整题-选择题照收,首判(c020),中,长征精神/精神谱系属CU；①以人民为中心有B2/B3角度；③④新时代表述归B1,BJ-2024-HD-YIMO-Q1,
漏收,BJ-2024-HD-YIMO,2024海淀一模,12,选择题,跨,完整题-选择题照收,首判(c020),中,企业经营、供求与市场主体属B2；③政府为人民服务有B3角度,BJ-2024-HD-YIMO-Q12,
漏收,BJ-2024-SJS-YIMO,2024石景山一模,1,选择题,主,完整题-选择题照收,首判(c020),中,依法执政、党对军队绝对领导、思想政治工作属B3党的领导与建设,BJ-2024-SJS-YIMO-Q1,
漏收,BJ-2024-SJS-YIMO,2024石景山一模,13,选择题,跨,完整题-选择题照收,金标(gold_final),低,裁定：④道德教化、守信氛围有文化/道德建设角度但为错肢，CU用处存疑，按拿不准标跨并暂缓,BJ-2024-SJS-YIMO-Q13,
漏收,BJ-2024-SJS-YIMO,2024石景山一模,7,选择题,跨,完整题-选择题照收,首判(c021),中,概念外延关系属推理；各肢须用财产权/国体政体/主要矛盾/领土知识,BJ-2024-SJS-YIMO-Q7,
漏收,BJ-2024-SY-ERMO,2024顺义二模,11,选择题,跨,完整题-选择题照收,首判(c022),高,名誉权侵权、上诉、举证责任属X2；①批评监督权涉B3公民政治权利,BJ-2024-SY-ERMO-Q11,
漏收,BJ-2024-SY-ERMO,2024顺义二模,15,选择题,跨,完整题-选择题照收,首判(c022),中,单一制央地关系属X1国家结构形式；①国务院领导地方行政机关涉B3,BJ-2024-SY-ERMO-Q15,
漏收,BJ-2024-SY-ERMO,2024顺义二模,3,选择题,跨,完整题-选择题照收,首判(c021),中,文化与经济交融；矛盾分析法属哲学；逆向思维属思维；①仅泛论经济,BJ-2024-SY-ERMO-Q3,
漏收,BJ-2024-XC-YIMO,2024西城一模,2,选择题,跨,完整题-选择题照收,首判(c023),中,实事求是、实践目的属哲学；①③产业带动致富、要素投入用经济,BJ-2024-XC-YIMO-Q2,
漏收,BJ-2025-BJ-GAOKAO,2025北京高考,1,选择题,跨,完整题-选择题照收,首判(c023),中,传承革命文化、文化价值属文化；②社会主义制度创立属必修一；④党的初心使命,BJ-2025-BJ-GAOKAO-Q1,
漏收,BJ-2025-FS-YIMO,2025房山一模,1,选择题,跨,完整题-选择题照收,升级复判(escc03),中,答B科技创新动力支撑属B2；C新时代、第二个百年目标属B1；A国家安全根本,BJ-2025-FS-YIMO-Q1,
漏收,BJ-2025-FS-YIMO,2025房山一模,2,选择题,跨,完整题-选择题照收,首判(c030),高,正确肢D统筹兼顾、C整体部分属哲学；A良法之治、B全过程人民民主属必修三,BJ-2025-FS-YIMO-Q2,
漏收,BJ-2025-SJS-YIMO,2025石景山一模,3,选择题,跨,完整题-选择题照收,升级复判(escc04),低,题面只有“法宝”材料，设问与选项缺失，无法核哲学角度,BJ-2025-SJS-YIMO-Q3,
漏收,BJ-2025-SY-YIMO,2025顺义一模,14,选择题,跨,完整题-选择题照收,升级复判(escc04),低,国家安全以政治安全为根本、国际安全为依托；公民国家安全意识可涉必修三,BJ-2025-SY-YIMO-Q14,
漏收,BJ-2025-XC-ERMO,2025西城二模,16(3),主观题,跨,完整题-有E1,升级复判(escs05),低,请运用所学；细则注创新思维、矛盾、经济利益，协商程序,BJ-2025-XC-ERMO-Q16#3,
漏收,BJ-2025-XC-QIMO,2025西城期末,1,选择题,跨,完整题-选择题照收,首判(c038),中,群众观点、社会进步标准属哲学；共同记忆涉文化；缺答案键,BJ-2025-XC-QIMO-Q1,
漏收,BJ-2025-XC-QIMO,2025西城期末,16(1),主观题,跨,完整题-有E1,金标(gold_final),低,裁定：题面缺，设问点名册不可知；E1(1)文化传承与文化产业、(2)资源配置与政务公开，三册均跨,BJ-2025-XC-QIMO-Q16#1,整题粒度→小问精确：B3书稿3处（'2025西城期末第16(2)题'/'第16题第（2）问'）已收第(2)问，仅第(1)问未收，原按整题记漏收已改为仅记(1)
漏收,BJ-2025-XC-YIMO,2025西城一模,13,选择题,跨,完整题-选择题照收,首判(c039),中,全国统一大市场、劳动力市场属B2；A异地执法司法涉B3；题面缺D,BJ-2025-XC-YIMO-Q13,
漏收,BJ-2026-BJ-GAOKAO,2026北京高考,19,主观题,跨,收-具名例外,首判(s041),中,综合法治知识；细则消费者权益、商标反不正当竞争维护市场秩序、法治德治、传统文化,BJ-2026-BJ-GAOKAO-Q19,
漏收,BJ-2026-CP-ERMO,2026昌平二模,13,选择题,跨,完整题-选择题照收,升级复判(escc04),中,①公共服务均等化非平均化；②政府职能不因试点拓宽；④治理现代化,BJ-2026-CP-ERMO-Q13,
漏收,BJ-2026-CP-ERMO,2026昌平二模,2,选择题,跨,完整题-选择题照收,升级复判(escc04),中,①规律③人为联系④尊重规律为前提属哲学；②政府履行生态惠民职能,BJ-2026-CP-ERMO-Q2,
漏收,BJ-2026-CP-QIMO,2026昌平期末,21,主观题,跨,完整题-有E1,金标(gold_final),低,细则只要求两本教材三角度；答案战略步骤道路自信属必修一，制度优势属政治,BJ-2026-CP-QIMO-Q21,
漏收,BJ-2026-CP-QIMO,2026昌平期末,3,选择题,跨,完整题-选择题照收,升级复判(escc04),中,①最高价值标准②主要矛盾③联系客观性属哲学；④政府治理文化,BJ-2026-CP-QIMO-Q3,
漏收,BJ-2026-CY-QIZHONG,2026朝阳期中,9,选择题,主,完整题-选择题照收,升级复判(escc04),中,铸牢中华民族共同体意识属必修三；②文化基因用文化；④物质基础错位,BJ-2026-CY-QIZHONG-Q9,
漏收,BJ-2026-CY-YIMO,2026朝阳一模,18,主观题,跨,完整题-有E1,金标(gold_final),中,裁定：E1关键词有维护市场秩序(B2)与法治环境/法治社会三选一(B3)，均为得分角度,BJ-2026-CY-YIMO-Q18,
漏收,BJ-2026-DC-ERMO,2026东城二模,2,选择题,跨,完整题-选择题照收,升级复判(escc04),中,②辩证否定④社会意识属哲学；③中华文明特性；无思维知识,BJ-2026-DC-ERMO-Q2,
漏收,BJ-2026-DC-QIMO,2026东城期末,1,选择题,跨,完整题-选择题照收,首判(c046),中,中华民族现代文明、凝聚力量属文化；③党和国家政治品格涉必修三；无答案键,BJ-2026-DC-QIMO-Q1,
漏收,BJ-2026-DC-YIMO,2026东城一模,9,选择题,主,完整题-选择题照收,首判(c048),中,①根本动力属哲学社会基本矛盾；②③依法治国/学校依法履职；④现代化建设属必修一,BJ-2026-DC-YIMO-Q9,
漏收,BJ-2026-FS-ERMO,2026房山二模,1,选择题,跨,完整题-选择题照收,升级复判(escc04),中,历史时期与成就属必修一；④把握社会主义建设规律属科学执政,BJ-2026-FS-ERMO-Q1,
漏收,BJ-2026-FS-YIMO,2026房山一模,10,选择题,跨,完整题-选择题照收,首判(c049),中,肖像权保护、著作权、侵权责任与举证属法律与生活；①守法意识可涉B3,BJ-2026-FS-YIMO-Q10,
漏收,BJ-2026-FS-YIMO,2026房山一模,13,选择题,跨,完整题-选择题照收,首判(c049),中,国有经济、实体经济与科技创新属经济；C党组织作用属B3,BJ-2026-FS-YIMO-Q13,
漏收,BJ-2026-FT-ERMO,2026丰台二模,12,选择题,跨,完整题-选择题照收,首判(c049),中,市场主体活力、要素市场化配置属经济；③宏观调控与政府治理跨B3,BJ-2026-FT-ERMO-Q12,
漏收,BJ-2026-FT-QIMO,2026丰台期末,1,选择题,跨,完整题-选择题照收,首判(c050),中,④文化凝聚力量；③社会意识与社会存在；①党的领导；②主题表述属B1,BJ-2026-FT-QIMO-Q1,
漏收,BJ-2026-FT-QIMO,2026丰台期末,11,选择题,跨,完整题-选择题照收,升级复判(escc05),中,四案例为民事/劳动/安保义务法律；③公正司法④法治德治属必修三；无经济考点,BJ-2026-FT-QIMO-Q11,
漏收,BJ-2026-FT-QIMO,2026丰台期末,9,选择题,主,完整题-选择题照收,升级复判(escc05),低,题面取自Q8切片串行OCR：人民政协职能属必修三；③弘扬科学精神涉文化,BJ-2026-FT-QIMO-Q9,
漏收,BJ-2026-HD-QIMO,2026海淀期末,15,选择题,跨,完整题-选择题照收,首判(c052),中,检核表法、创造性、综合思维属思维；③公共服务供给对接人民需求涉政府职能,BJ-2026-HD-QIMO-Q15,
漏收,BJ-2026-HD-QIMO,2026海淀期末,2,选择题,跨,完整题-选择题照收,首判(c052),中,①②④全面观点/价值选择/主要矛盾属哲学；③党员为人民服务宗旨属B3,BJ-2026-HD-QIMO-Q2,
漏收,BJ-2026-HD-QIMO,2026海淀期末,8,选择题,跨,完整题-选择题照收,首判(c052),中,婚姻登记、个人信息处理原则属X2；①②行政便民依法行政涉B3；CU角色不明,BJ-2026-HD-QIMO-Q8,
漏收,BJ-2026-HD-YIMO,2026海淀一模,1,选择题,跨,完整题-选择题照收,首判(c053),中,③④长征精神属革命文化；②初心使命B3；①社会主义发展史归B1,BJ-2026-HD-YIMO-Q1,
漏收,BJ-2026-HD-YIMO,2026海淀一模,15,选择题,跨,完整题-选择题照收,首判(c053),高,国家利益、联合国、全球治理属X1；④法律体系涉B3,BJ-2026-HD-YIMO-Q15,
漏收,BJ-2026-MTG-YIMO,2026门头沟一模,1,选择题,跨,完整题-选择题照收,升级复判(escc05),中,建国历史意义属必修一；③赶考精神作为精神财富涉文化；①统一战线涉必修三,BJ-2026-MTG-YIMO-Q1,
漏收,BJ-2026-MTG-YIMO,2026门头沟一模,2,选择题,跨,完整题-选择题照收,升级复判(escc05),中,抗战历史意义与民族复兴属必修一；④党是主心骨说明党的领导地位可入必修三,BJ-2026-MTG-YIMO-Q2,
漏收,BJ-2026-MTG-YIMO,2026门头沟一模,3,选择题,跨,完整题-选择题照收,首判(c053),中,思想道德素养、公共文化服务属文化；A社会保障B2；C政府职能涉B3,BJ-2026-MTG-YIMO-Q3,
漏收,BJ-2026-SJS-ERMO,2026石景山二模,17(3),主观题,跨,完整题-有E1,升级复判(escs06),高,设问从哲学角度作答；E1有结合必修3综合表达5—6分的角度,BJ-2026-SJS-ERMO-Q17#3,
漏收,BJ-2026-SJS-QIMO,2026石景山期末,1,选择题,跨,收-具名例外,首判(c054),中,③抗战精神/民族精神属文化；②党的全面领导属必修三；①历史阶段属B1,BJ-2026-SJS-QIMO-Q1,
漏收,BJ-2026-SJS-QIMO,2026石景山期末,16,主观题,主,收-具名例外,首判(s055),中,设问点名政治与法治；E3参考为民生回应、法治中国、立法问题导向,BJ-2026-SJS-QIMO-Q16,
漏收,BJ-2026-SJS-QIMO,2026石景山期末,4,选择题,跨,收-具名例外,首判(c054),中,统一大市场属经济；①行政裁量权属法治政府；④外贸,BJ-2026-SJS-QIMO-Q4,
漏收,BJ-2026-SJS-QIMO,2026石景山期末,6,选择题,跨,收-具名例外,首判(c055),中,答①④：①高质量发展B2，④辩证/系统观念PH；②历史方位主要矛盾B1,BJ-2026-SJS-QIMO-Q6,
漏收,BJ-2026-SJS-QIMO,2026石景山期末,7,选择题,主,收-具名例外,首判(c055),高,全面从严治党、作风建设、党的纯洁性，均为必修三党建,BJ-2026-SJS-QIMO-Q7,
漏收,BJ-2026-SJS-YIMO,2026石景山一模,11,选择题,跨,完整题-选择题照收,升级复判(escc05),中,低空经济产业政策、市场调节局限属经济；③完善空域管理法规涉立法与政府,BJ-2026-SJS-YIMO-Q11,
漏收,BJ-2026-SY-ERMO,2026顺义二模,7,选择题,跨,完整题-选择题照收,首判(c056),中,①准确运用概念；②③④社区治理与法治保障,BJ-2026-SY-ERMO-Q7,
漏收,BJ-2026-SY-YIMO,2026顺义一模,1,选择题,主,完整题-选择题照收,升级复判(escc05),中,B项党的领导根本保证属必修三；A、D唯物史观错肢属哲学；C属必修一；无文化,BJ-2026-SY-YIMO-Q1,
漏收,BJ-2026-SY-YIMO,2026顺义一模,13,选择题,跨,完整题-选择题照收,升级复判(escc05),低,题面截断无题肢；现存材料为低保、民生兜底保障，属社会保障；其余无法判定,BJ-2026-SY-YIMO-Q13,
漏收,BJ-2026-TZ-YIMO,2026通州一模,1,选择题,跨,完整题-选择题照收,升级复判(escc05),中,四个自信、民族觉醒属必修一；初心使命涉必修三；①④人生价值等属哲学；无文化,BJ-2026-TZ-YIMO-Q1,
漏收,BJ-2026-XC-ERMO,2026西城二模,1,选择题,跨,完整题-选择题照收,首判(c057),中,①唯物史观属PH；③共同富裕、④科技兴农属B2；②制度优势涉B1/B3,BJ-2026-XC-ERMO-Q1,
漏收,BJ-2026-XC-QIMO,2026西城期末,11,选择题,主,完整题-选择题照收,首判(c059),中,规范柔性执法、社会治理协同、政务公开属政府依法行政,BJ-2026-XC-QIMO-Q11,
漏收,BJ-2026-XC-QIMO,2026西城期末,2,选择题,跨,完整题-选择题照收,首判(c058),中,开放格局、比较优势属必修二/选必一；①党的决策涉必修三；③改革开放地位属必修一,BJ-2026-XC-QIMO-Q2,
漏收,BJ-2026-YQ-YIMO,2026延庆一模,1,选择题,跨,完整题-选择题照收,升级复判(escc05),中,抗战历史意义属必修一；③中流砥柱说明党的领导核心地位，可入必修三,BJ-2026-YQ-YIMO-Q1,
漏收,BJ-2026-YQ-YIMO,2026延庆一模,19(1),主观题,跨,完整题-有E1,首判(s060),高,设问点名经济与社会；细则①党的领导总揽全局协调各方属必修三角度,BJ-2026-YQ-YIMO-Q19#1,
漏收,BJ-2023-HD-QIZHONG,2024海淀期中,18(1),主观题,跨,完整题-有E1（题库回溯确认，2026-09-24 归属表返修）,升级复判(escs01),低,经济题组表格填空，参考答案“强化法治保障”；证据待裁决,BJ-2023-HD-QIZHONG-Q18#1,待核证据转正：bank.py get 已定位正式评分材料/rubric_status已匹配
漏收,BJ-2024-FT-YIMO,2024丰台一模,17,主观题,跨,完整题-有E1（题库回溯确认，2026-09-24 归属表返修）,首判(s019),中,点名法律与生活，侵权好意同乘；现实意义含保障公正司法(B3)、核心价值观(CU),BJ-2024-FT-YIMO-Q17,待核证据转正：bank.py get 已定位正式评分材料/rubric_status已匹配
漏收,BJ-2024-HD-ERMO,2024海淀二模,19,主观题,跨,完整题-有E1（题库回溯确认，2026-09-24 归属表返修）,升级复判(escs02),低,BJ-2024-HD-ERMO-Q19,BJ-2024-HD-ERMO-Q19#2,整题合并：原题只有一问（6分），(1)(2)是材料里的诉讼请求非小问，题号由19(2)改为整题19（2026-09-24二次返修）
漏收,BJ-2024-HD-YIMO,2024海淀一模,20,主观题,跨,完整题-有E1（题库回溯确认，2026-09-24 归属表返修）,升级复判(escs03),低,未点名册；红色资源革命文化属文化，党史教育涉党建/党史，细则无角度,BJ-2024-HD-YIMO-Q20,待核证据转正：bank.py get 已定位正式评分材料/rubric_status已匹配
不收-无E1,BJ-2024-SJS-YIMO,2024石景山一模,18(2),主观题,跨,不收-无E1（题库回溯确认，2026-09-24 归属表返修）,升级复判(escs03),低,法治知识：不可抗力、违约、调解司法确认属X2；B3角度无细则佐证,BJ-2024-SJS-YIMO-Q18#2,待核证据转负：bank.py 未见正式评分材料/明确无E1
待核证据,BJ-2025-CY-QIMO,2025朝阳期末,22,主观题,跨,待裁决-证据未核实,金标(gold_final),低,裁定：设问未点名；材料含共产党执政规律、党的理论创新，B3科学执政角度可用但无细则，标跨降低,BJ-2025-CY-QIMO-Q22,待核证据仍待核：bank.py 显示存在候选/存在冲突，未确认匹配
漏收,BJ-2025-HD-ERMO,2025海淀二模,18,主观题,跨,完整题-有E1（题库回溯确认，2026-09-24 归属表返修）,首判(s036),中,回避、证据、商标权、诚信原则属X2；⑧可填市场秩序、⑨公正司法/传统美德,BJ-2025-HD-ERMO-Q18,待核证据转正：bank.py get 已定位正式评分材料/rubric_status已匹配
漏收,BJ-2025-HD-ERMO,2025海淀二模,22,主观题,跨,完整题-有E1（题库回溯确认，2026-09-24 归属表返修）,首判(s036),中,综合短文；细则列中国梦/现代化、全球化、企业经营、文化传播、法律、个人价值、党的领导,BJ-2025-HD-ERMO-Q22,待核证据转正：bank.py get 已定位正式评分材料/rubric_status已匹配
待核证据,BJ-2025-HD-YIMO,2025海淀一模,22,主观题,跨,待裁决-证据未核实,升级复判(escs04),低,题面仅答题角度残片：党的领导、新发展理念、依法治国、辩证法、辩证思维,BJ-2025-HD-YIMO-Q22,待核证据仍待核：bank.py 显示存在候选/存在冲突，未确认匹配
待核证据,BJ-2025-MTG-YIMO,2025门头沟一模,21(2),主观题,跨,待裁决-证据未核实,升级复判(escs04),低,(2)综合运用所学谈高质量发展，经济为主；无细则,BJ-2025-MTG-YIMO-Q21#2,待核证据仍待核：bank.py 显示存在候选/存在冲突，未确认匹配
待核证据,BJ-2025-SJS-YIMO,2025石景山一模,17,主观题,主,待裁决-证据未核实,升级复判(escs04),中,两设问分别点名政治与法治、当代国际政治与经济；无细则,BJ-2025-SJS-YIMO-Q17,待核证据仍待核：bank.py 显示存在候选/存在冲突，未确认匹配
漏收,BJ-2025-SY-YIMO,2025顺义一模,19,主观题,跨,完整题-有E1（题库回溯确认，2026-09-24 归属表返修）,首判(s038),中,(1)点名法律与生活；(2)细则含社会治理公平正义及维护公平市场竞争秩序角度,BJ-2025-SY-YIMO-Q19,待核证据转正：bank.py get 已定位正式评分材料/rubric_status已匹配
漏收,BJ-2025-SY-YIMO,2025顺义一模,21,主观题,主,完整题-有E1（题库回溯确认，2026-09-24 归属表返修）,首判(s039),中,综合题；角度提示含从严治党/党员先锋/法德结合/治理现代化(B3)、优秀传统文化(CU)、价值观/整体部分(PH)；细则证据待裁决降一级,BJ-2025-SY-YIMO-Q21,待核证据转正：bank.py get 已定位正式评分材料/rubric_status已匹配
不收-无E1,BJ-2026-HD-QIZHONG,2026海淀期中,22(2),主观题,跨,不收-无E1（题库回溯确认，2026-09-24 归属表返修）,升级复判(escs06),低,综合运用所学谈民族复兴，细则缺失；可用发展观、百年变局、中国道路、党的领导,BJ-2026-HD-QIZHONG-Q22#2,待核证据转负：bank.py 未见正式评分材料/明确无E1
漏收,BJ-2026-SJS-ERMO,2026石景山二模,20,主观题,跨,完整题-有E1（题库回溯确认，2026-09-24 归属表返修）,首判(s055),中,综合题；细则制度优势、两个毫不动摇、文化强国、系统观；B3/MI角度为推断,BJ-2026-SJS-ERMO-Q20,待核证据转正：bank.py get 已定位正式评分材料/rubric_status已匹配
待核证据,BJ-2026-XC-YIMO,2026西城一模,17,主观题,跨,待裁决-证据未核实,首判(s059),中,设问运用法律知识析民法典物权编；OCR答案绿色原则/用益物权/相邻关系(X2)，良法善治(B3),BJ-2026-XC-YIMO-Q17,待核证据仍待核：bank.py 显示存在候选/存在冲突，未确认匹配
待核证据,BJ-2026-XC-YIMO,2026西城一模,19(1),主观题,主,待裁决-证据未核实,升级复判(escs07),中,民主程序补全(民主监督)，属政治与法治；细则未确认,BJ-2026-XC-YIMO-Q19#1,待核证据仍待核：bank.py 显示存在候选/存在冲突，未确认匹配
漏收,BJ-2026-SJS-QIMO,2026石景山期末,20,主观题,跨,收-具名例外,升级复判(escs06),中,综合题（10分，只有一问）；E3参考党的领导、政府职能、新发展理念、按规律办事、创新思维；原按20(1)(2)误列2行,BJ-2026-SJS-QIMO-Q20,假小问合并：原题只有一问，此前误按20(1)/20(2)列2行，现合并为整题（2026-09-24二次返修）
