卷,题号,题肢,题型,模块,判定来源,conf,why,unit_id
BJ-2023-CY-YIMO,3,③,选择题(题肢),CU,首判(c004),中,雷锋精神、核心价值观、社会文明程度属CU；劳动奉献实现人生价值属PH（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-CY-YIMO-Q3
BJ-2023-CY-YIMO,4,④,选择题(题肢),CU,升级复判(escc01),低,城市更新、减量发展、存量增量属区域经济发展；②结合实际有PH角度（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-CY-YIMO-Q4
BJ-2023-CY-YIMO,5,②,选择题(题肢),CU,首判(c004),中,意识选择性、自在事物联系、共性个性均PH；影视引发思考稍涉CU（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-CY-YIMO-Q5
BJ-2023-DC-ERMO,2,①,选择题(题肢),CU,升级复判(escc01),中,传统文化基因、文明观属CU；物质生产基础属PH；无经济知识点（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-ERMO-Q2
BJ-2023-DC-ERMO,2,③,选择题(题肢),CU,升级复判(escc01),中,传统文化基因、文明观属CU；物质生产基础属PH；无经济知识点（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-ERMO-Q2
BJ-2023-DC-ERMO,2,④,选择题(题肢),CU,升级复判(escc01),中,传统文化基因、文明观属CU；物质生产基础属PH；无经济知识点（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-ERMO-Q2
BJ-2023-DC-ERMO,4,①,选择题(题肢),CU,升级复判(escc01),低,文物活化、革命遗迹红色血脉属CU；②共建共治共享社会治理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-ERMO-Q4
BJ-2023-DC-ERMO,4,③,选择题(题肢),CU,升级复判(escc01),低,文物活化、革命遗迹红色血脉属CU；②共建共治共享社会治理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-ERMO-Q4
BJ-2023-DC-ERMO,4,④,选择题(题肢),CU,升级复判(escc01),低,文物活化、革命遗迹红色血脉属CU；②共建共治共享社会治理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-ERMO-Q4
BJ-2023-DC-ERMO,5,②,选择题(题肢),CU,首判(c005),中,②民族文化展现属文化，③发散与聚合思维属思维；答案C（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-ERMO-Q5
BJ-2023-DC-YIMO,4,①,选择题(题肢),CU,升级复判(escc01),高,文化权益、文化产业社会效益首位、文化活力均属CU；卡1列文化权益排除B2（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-YIMO-Q4
BJ-2023-DC-YIMO,4,②,选择题(题肢),CU,升级复判(escc01),高,文化权益、文化产业社会效益首位、文化活力均属CU；卡1列文化权益排除B2（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-YIMO-Q4
BJ-2023-DC-YIMO,4,③,选择题(题肢),CU,升级复判(escc01),高,文化权益、文化产业社会效益首位、文化活力均属CU；卡1列文化权益排除B2（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-YIMO-Q4
BJ-2023-DC-YIMO,4,④,选择题(题肢),CU,升级复判(escc01),高,文化权益、文化产业社会效益首位、文化活力均属CU；卡1列文化权益排除B2（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-YIMO-Q4
BJ-2023-FT-ERMO,10,②,选择题(题肢),CU,首判(c007),中,民族区域自治权、民族团结属政治；生产关系属哲学；文化发展涉文化（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-ERMO-Q10
BJ-2023-FT-ERMO,10,④,选择题(题肢),CU,首判(c007),中,民族区域自治权、民族团结属政治；生产关系属哲学；文化发展涉文化（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-ERMO-Q10
BJ-2023-FT-ERMO,14,④,选择题(题肢),CU,首判(c007),中,政党性质作用、人类命运共同体属选必一；文明交流互鉴涉文化（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-ERMO-Q14
BJ-2023-FT-ERMO,3,②,选择题(题肢),CU,首判(c006),高,意识主客观统一、人生价值属哲学；传统/革命文化、民族精神属文化（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-ERMO-Q3
BJ-2023-FT-ERMO,3,④,选择题(题肢),CU,首判(c006),高,意识主客观统一、人生价值属哲学；传统/革命文化、民族精神属文化（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-ERMO-Q3
BJ-2023-FT-ERMO,4,①,选择题(题肢),CU,首判(c006),中,文化遗产传承、文明交流互鉴属文化；民心相通兼涉国际交往（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-ERMO-Q4
BJ-2023-FT-ERMO,4,②,选择题(题肢),CU,首判(c006),中,文化遗产传承、文明交流互鉴属文化；民心相通兼涉国际交往（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-ERMO-Q4
BJ-2023-FT-ERMO,4,③,选择题(题肢),CU,首判(c006),中,文化遗产传承、文明交流互鉴属文化；民心相通兼涉国际交往（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-ERMO-Q4
BJ-2023-FT-ERMO,4,④,选择题(题肢),CU,首判(c006),中,文化遗产传承、文明交流互鉴属文化；民心相通兼涉国际交往（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-ERMO-Q4
BJ-2023-FT-YIMO,1,④,选择题(题肢),CU,首判(c007),中,党史、历史自信、社会变革属必修一；④革命文化涉文化（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-YIMO-Q1
BJ-2023-FT-YIMO,5,①,选择题(题肢),CU,首判(c007),中,文艺作品源于实践、弘扬主旋律、时代精神属文化；实践观涉哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-YIMO-Q5
BJ-2023-FT-YIMO,5,②,选择题(题肢),CU,首判(c007),中,文艺作品源于实践、弘扬主旋律、时代精神属文化；实践观涉哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-YIMO-Q5
BJ-2023-FT-YIMO,5,③,选择题(题肢),CU,首判(c007),中,文艺作品源于实践、弘扬主旋律、时代精神属文化；实践观涉哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-YIMO-Q5
BJ-2023-FT-YIMO,5,④,选择题(题肢),CU,首判(c007),中,文艺作品源于实践、弘扬主旋律、时代精神属文化；实践观涉哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-YIMO-Q5
BJ-2023-FT-YIMO,6,①,选择题(题肢),CU,升级复判(escc01),中,中华文化基因属CU；②认识源泉、④认识发展属PH（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-YIMO-Q6
BJ-2023-FT-YIMO,6,③,选择题(题肢),CU,升级复判(escc01),中,中华文化基因属CU；②认识源泉、④认识发展属PH（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-YIMO-Q6
BJ-2023-HD-ERMO,2,C,选择题(题肢),CU,首判(c007),中,正确项挖掘民族文化资源属文化；辩证否定、新事物、意识属哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-ERMO-Q2
BJ-2023-HD-QIZHONG,13,B,选择题(题肢),CU,升级复判(escc01),中,联合国机构、国际合作属X1；文化遗产涉CU；C民族关系属B3（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-QIZHONG-Q13
BJ-2023-HD-QIZHONG,13,D,选择题(题肢),CU,升级复判(escc01),中,联合国机构、国际合作属X1；文化遗产涉CU；C民族关系属B3（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-QIZHONG-Q13
BJ-2023-HD-QIZHONG,3,①,选择题(题肢),CU,首判(c008),中,两个结合、古为今用、意识形态指导地位属文化；文化自信/历史自信涉必修一（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-QIZHONG-Q3
BJ-2023-HD-QIZHONG,3,②,选择题(题肢),CU,首判(c008),中,两个结合、古为今用、意识形态指导地位属文化；文化自信/历史自信涉必修一（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-QIZHONG-Q3
BJ-2023-HD-QIZHONG,3,③,选择题(题肢),CU,首判(c008),中,两个结合、古为今用、意识形态指导地位属文化；文化自信/历史自信涉必修一（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-QIZHONG-Q3
BJ-2023-HD-QIZHONG,3,④,选择题(题肢),CU,首判(c008),中,两个结合、古为今用、意识形态指导地位属文化；文化自信/历史自信涉必修一（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-QIZHONG-Q3
BJ-2023-HD-YIMO,1,③,选择题(题肢),CU,首判(c009),中,中国特色社会主义特色属必修一；③全面继承传统文化需文化书批判继承判断（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-YIMO-Q1
BJ-2023-HD-YIMO,13,③,选择题(题肢),CU,首判(c009),中,姓名权、民事责任属选必二；④检察机关法律监督非监察权属B3；③核心价值观（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-YIMO-Q13
BJ-2023-HD-YIMO,7,B,选择题(题肢),CU,升级复判(escc02),中,小餐馆诚信经营、市场竞争、改善民生属B2；B肢时代精神属文化（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-YIMO-Q7
BJ-2023-XC-ERMO,3,A,选择题(题肢),CU,首判(c009),高,文明展主旨：文物与文明、民族文化、传统文化、文明交流互鉴（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-ERMO-Q3
BJ-2023-XC-ERMO,3,B,选择题(题肢),CU,首判(c009),高,文明展主旨：文物与文明、民族文化、传统文化、文明交流互鉴（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-ERMO-Q3
BJ-2023-XC-ERMO,3,C,选择题(题肢),CU,首判(c009),高,文明展主旨：文物与文明、民族文化、传统文化、文明交流互鉴（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-ERMO-Q3
BJ-2023-XC-ERMO,3,D,选择题(题肢),CU,首判(c009),高,文明展主旨：文物与文明、民族文化、传统文化、文明交流互鉴（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-ERMO-Q3
BJ-2023-XC-YIMO,4,①,选择题(题肢),CU,首判(c010),中,文化载体、传统文化、公共文化服务属CU；④协同创新推动数字产业有B2角度（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-YIMO-Q4
BJ-2023-XC-YIMO,4,②,选择题(题肢),CU,首判(c010),中,文化载体、传统文化、公共文化服务属CU；④协同创新推动数字产业有B2角度（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-YIMO-Q4
BJ-2023-XC-YIMO,4,③,选择题(题肢),CU,首判(c010),中,文化载体、传统文化、公共文化服务属CU；④协同创新推动数字产业有B2角度（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-YIMO-Q4
BJ-2023-XC-YIMO,4,④,选择题(题肢),CU,首判(c010),中,文化载体、传统文化、公共文化服务属CU；④协同创新推动数字产业有B2角度（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-YIMO-Q4
BJ-2026-CP-ERMO,1,③,选择题(题肢),CU,首判(c041),中,①党的领导根本保证属B3；②④新时代/中国梦表述属B1；③文化（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q1
BJ-2026-CP-ERMO,14,②,选择题(题肢),CU,首判(c042),中,①科技创新产业链升级属经济；②中华文化走出去属文化；国际竞争涉国际经济（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q14
BJ-2026-CP-ERMO,4,③,选择题(题肢),CU,首判(c041),中,②辩证否定属哲学；③中华文明生命力、④文化发展决定因素属文化（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q4
BJ-2026-CP-ERMO,4,④,选择题(题肢),CU,首判(c041),中,②辩证否定属哲学；③中华文明生命力、④文化发展决定因素属文化（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q4
BJ-2026-CP-QIMO,1,②,选择题(题肢),CU,首判(c042),中,正确肢②④革命文化、理想信念属文化；①社会主义制度确立属必修一（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q1
BJ-2026-CP-QIMO,1,④,选择题(题肢),CU,首判(c042),中,正确肢②④革命文化、理想信念属文化；①社会主义制度确立属必修一（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q1
BJ-2026-CP-QIMO,3,④,选择题(题肢),CU,升级复判(escc04),中,①最高价值标准②主要矛盾③联系客观性属哲学；④政府治理文化（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q3
BJ-2026-CP-QIMO,4,③,选择题(题肢),CU,首判(c042),中,①价值与需要、②新旧事物属哲学；③④传统文化、文化与经济交融（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q4
BJ-2026-CP-QIMO,4,④,选择题(题肢),CU,首判(c042),中,①价值与需要、②新旧事物属哲学；③④传统文化、文化与经济交融（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q4
BJ-2026-CY-QIMO,4,D,选择题(题肢),CU,首判(c043),中,A-C考意识与物质、联系客观性；D中华文化审美理念需文化知识（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CY-QIMO-Q4
BJ-2026-DC-YIMO,3,①,选择题(题肢),CU,升级复判(escc04),低,①讲好中国故事④突破条件限制；教育对外开放是否算选必一存疑（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-DC-YIMO-Q3
BJ-2026-DC-YIMO,3,②,选择题(题肢),CU,升级复判(escc04),低,①讲好中国故事④突破条件限制；教育对外开放是否算选必一存疑（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-DC-YIMO-Q3
BJ-2026-FT-ERMO,4,②,选择题(题肢),CU,升级复判(escc04),中,价值关系、整体与部分、矛盾普遍性特殊性；②古人智慧或涉文化（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-FT-ERMO-Q4
BJ-2026-SY-YIMO,2,B,选择题(题肢),CU,首判(c056),中,共性个性、意识能动性；外延关系；B肢文化创新（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-SY-YIMO-Q2
