卷,题号,题肢,题型,模块,判定来源,conf,why,unit_id
BJ-2023-FT-YIMO,12,④,选择题(题肢),RE,首判(c007),高,必要条件假言判断的等值推论（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-YIMO-Q12
BJ-2023-FT-YIMO,7,④,选择题(题肢),RE,首判(c007),中,联系客观性、实践延伸认识器官属哲学；④充分条件属推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-YIMO-Q7
BJ-2023-HD-ERMO,5,①,选择题(题肢),RE,首判(c007),高,排中律、矛盾律与真假推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-ERMO-Q5
BJ-2023-HD-ERMO,5,②,选择题(题肢),RE,首判(c007),高,排中律、矛盾律与真假推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-ERMO-Q5
BJ-2023-HD-ERMO,5,③,选择题(题肢),RE,首判(c007),高,排中律、矛盾律与真假推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-ERMO-Q5
BJ-2023-HD-ERMO,5,④,选择题(题肢),RE,首判(c007),高,排中律、矛盾律与真假推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-ERMO-Q5
BJ-2023-HD-YIMO,8,A,选择题(题肢),RE,首判(c009),高,设问点名演绎推理，考负判断等值、必要条件、三段论（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-YIMO-Q8
BJ-2023-HD-YIMO,8,B,选择题(题肢),RE,首判(c009),高,设问点名演绎推理，考负判断等值、必要条件、三段论（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-YIMO-Q8
BJ-2023-HD-YIMO,8,C,选择题(题肢),RE,首判(c009),高,设问点名演绎推理，考负判断等值、必要条件、三段论（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-YIMO-Q8
BJ-2023-HD-YIMO,8,D,选择题(题肢),RE,首判(c009),高,设问点名演绎推理，考负判断等值、必要条件、三段论（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-YIMO-Q8
BJ-2023-HD-YIMO,9,A,选择题(题肢),RE,首判(c009),高,必要条件假言、类比推理、归纳推理及其或然性（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-YIMO-Q9
BJ-2023-HD-YIMO,9,B,选择题(题肢),RE,首判(c009),高,必要条件假言、类比推理、归纳推理及其或然性（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-YIMO-Q9
BJ-2023-HD-YIMO,9,C,选择题(题肢),RE,首判(c009),高,必要条件假言、类比推理、归纳推理及其或然性（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-YIMO-Q9
BJ-2023-HD-YIMO,9,D,选择题(题肢),RE,首判(c009),高,必要条件假言、类比推理、归纳推理及其或然性（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-YIMO-Q9
BJ-2023-XC-ERMO,12,①,选择题(题肢),RE,首判(c010),高,矛盾律、定义规则、三段论否定前提、假言推理，纯推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-ERMO-Q12
BJ-2023-XC-ERMO,12,②,选择题(题肢),RE,首判(c010),高,矛盾律、定义规则、三段论否定前提、假言推理，纯推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-ERMO-Q12
BJ-2023-XC-ERMO,12,③,选择题(题肢),RE,首判(c010),高,矛盾律、定义规则、三段论否定前提、假言推理，纯推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-ERMO-Q12
BJ-2023-XC-ERMO,12,④,选择题(题肢),RE,首判(c010),高,矛盾律、定义规则、三段论否定前提、假言推理，纯推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-ERMO-Q12
BJ-2023-XC-YIMO,12,A,选择题(题肢),RE,首判(c011),高,概念外延关系＋性质判断真假推断，纯推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-YIMO-Q12
BJ-2023-XC-YIMO,12,B,选择题(题肢),RE,首判(c011),高,概念外延关系＋性质判断真假推断，纯推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-YIMO-Q12
BJ-2023-XC-YIMO,12,C,选择题(题肢),RE,首判(c011),高,概念外延关系＋性质判断真假推断，纯推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-YIMO-Q12
BJ-2023-XC-YIMO,12,D,选择题(题肢),RE,首判(c011),高,概念外延关系＋性质判断真假推断，纯推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-YIMO-Q12
BJ-2024-DC-ERMO,11,A,选择题(题肢),RE,首判(c015),中,A属种关系为推理；定性分析、一分为二、辩证分析属思维，C兼涉哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-DC-ERMO-Q11
BJ-2024-DC-ERMO,9,A,选择题(题肢),RE,首判(c015),高,必要条件与性质判断推理，必然成立结论，属推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-DC-ERMO-Q9
BJ-2024-DC-ERMO,9,B,选择题(题肢),RE,首判(c015),高,必要条件与性质判断推理，必然成立结论，属推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-DC-ERMO-Q9
BJ-2024-DC-ERMO,9,C,选择题(题肢),RE,首判(c015),高,必要条件与性质判断推理，必然成立结论，属推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-DC-ERMO-Q9
BJ-2024-DC-ERMO,9,D,选择题(题肢),RE,首判(c015),高,必要条件与性质判断推理，必然成立结论，属推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-DC-ERMO-Q9
BJ-2024-XC-YIMO,13,C,选择题(题肢),RE,首判(c023),高,联想思维属创新思维；C判断串联、D或然推理属推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-XC-YIMO-Q13
BJ-2024-XC-YIMO,13,D,选择题(题肢),RE,首判(c023),高,联想思维属创新思维；C判断串联、D或然推理属推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-XC-YIMO-Q13
BJ-2025-BJ-GAOKAO,7,A,选择题(题肢),RE,首判(c024),高,正确肢超前思维、C联想思维属思维；A判断语言形式、B语词概念属推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-BJ-GAOKAO-Q7
BJ-2025-BJ-GAOKAO,7,B,选择题(题肢),RE,首判(c024),高,正确肢超前思维、C联想思维属思维；A判断语言形式、B语词概念属推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-BJ-GAOKAO-Q7
BJ-2025-CY-ERMO,15,①,选择题(题肢),RE,首判(c026),中,国际组织分类、大国担当、国际影响力属X1；①除非否则属推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-CY-ERMO-Q15
BJ-2025-XC-YIMO,7,D,选择题(题肢),RE,首判(c039),中,形象思维、动态辩证思维属思维；A群众路线属PH；D一般到个别涉推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-XC-YIMO-Q7
BJ-2026-CP-ERMO,5,A,选择题(题肢),RE,首判(c041),高,概念外延关系（交叉、属种、矛盾、反对）属推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q5
BJ-2026-CP-ERMO,5,B,选择题(题肢),RE,首判(c041),高,概念外延关系（交叉、属种、矛盾、反对）属推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q5
BJ-2026-CP-ERMO,5,C,选择题(题肢),RE,首判(c041),高,概念外延关系（交叉、属种、矛盾、反对）属推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q5
BJ-2026-CP-ERMO,5,D,选择题(题肢),RE,首判(c041),高,概念外延关系（交叉、属种、矛盾、反对）属推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q5
BJ-2026-CP-ERMO,6,①,选择题(题肢),RE,首判(c041),高,性质判断换位、排中律、选言联言判断负判断，均推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q6
BJ-2026-CP-ERMO,6,②,选择题(题肢),RE,首判(c041),高,性质判断换位、排中律、选言联言判断负判断，均推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q6
BJ-2026-CP-ERMO,6,③,选择题(题肢),RE,首判(c041),高,性质判断换位、排中律、选言联言判断负判断，均推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q6
BJ-2026-CP-ERMO,6,④,选择题(题肢),RE,首判(c041),高,性质判断换位、排中律、选言联言判断负判断，均推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q6
BJ-2026-CP-ERMO,7,A,选择题(题肢),RE,首判(c041),高,A-C简单判断、完全归纳、演绎类比属推理；正确D超前思维属思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q7
BJ-2026-CP-ERMO,7,B,选择题(题肢),RE,首判(c041),高,A-C简单判断、完全归纳、演绎类比属推理；正确D超前思维属思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q7
BJ-2026-CP-ERMO,7,C,选择题(题肢),RE,首判(c041),高,A-C简单判断、完全归纳、演绎类比属推理；正确D超前思维属思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q7
BJ-2026-CP-QIMO,5,①,选择题(题肢),RE,首判(c042),高,设问考概念外延关系，属推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q5
BJ-2026-CP-QIMO,5,②,选择题(题肢),RE,首判(c042),高,设问考概念外延关系，属推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q5
BJ-2026-CP-QIMO,5,③,选择题(题肢),RE,首判(c042),高,设问考概念外延关系，属推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q5
BJ-2026-CP-QIMO,5,④,选择题(题肢),RE,首判(c042),高,设问考概念外延关系，属推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q5
BJ-2026-CP-QIMO,6,A,选择题(题肢),RE,首判(c042),高,设问考三段论规则，属推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q6
BJ-2026-CP-QIMO,6,B,选择题(题肢),RE,首判(c042),高,设问考三段论规则，属推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q6
BJ-2026-CP-QIMO,6,C,选择题(题肢),RE,首判(c042),高,设问考三段论规则，属推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q6
BJ-2026-CP-QIMO,6,D,选择题(题肢),RE,首判(c042),高,设问考三段论规则，属推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q6
BJ-2026-CP-QIMO,7,A,选择题(题肢),RE,首判(c042),中,概念外延、类比推理、定义、判断属推理；D思维具体抽象涉思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q7
BJ-2026-CP-QIMO,7,B,选择题(题肢),RE,首判(c042),中,概念外延、类比推理、定义、判断属推理；D思维具体抽象涉思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q7
BJ-2026-CP-QIMO,7,C,选择题(题肢),RE,首判(c042),中,概念外延、类比推理、定义、判断属推理；D思维具体抽象涉思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q7
BJ-2026-CP-QIMO,7,D,选择题(题肢),RE,首判(c042),中,概念外延、类比推理、定义、判断属推理；D思维具体抽象涉思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q7
BJ-2026-CY-QIZHONG,11,A,选择题(题肢),RE,首判(c044),高,三段论补大前提，演绎推理规则（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CY-QIZHONG-Q11
BJ-2026-CY-QIZHONG,11,B,选择题(题肢),RE,首判(c044),高,三段论补大前提，演绎推理规则（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CY-QIZHONG-Q11
BJ-2026-CY-QIZHONG,11,C,选择题(题肢),RE,首判(c044),高,三段论补大前提，演绎推理规则（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CY-QIZHONG-Q11
BJ-2026-CY-QIZHONG,11,D,选择题(题肢),RE,首判(c044),高,三段论补大前提，演绎推理规则（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CY-QIZHONG-Q11
BJ-2026-CY-YIMO,7,B,选择题(题肢),RE,首判(c045),中,形象/逻辑思维、超前思维、科学思维与推理可靠性；哲学认识论角度不明显（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CY-YIMO-Q7
BJ-2026-CY-YIMO,7,C,选择题(题肢),RE,首判(c045),中,形象/逻辑思维、超前思维、科学思维与推理可靠性；哲学认识论角度不明显（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CY-YIMO-Q7
BJ-2026-SY-ERMO,4,A,选择题(题肢),RE,首判(c056),中,设问考概念外延关系，判断须用按劳/按要素分配知识（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-SY-ERMO-Q4
BJ-2026-SY-ERMO,4,B,选择题(题肢),RE,首判(c056),中,设问考概念外延关系，判断须用按劳/按要素分配知识（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-SY-ERMO-Q4
BJ-2026-SY-ERMO,4,C,选择题(题肢),RE,首判(c056),中,设问考概念外延关系，判断须用按劳/按要素分配知识（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-SY-ERMO-Q4
BJ-2026-SY-ERMO,4,D,选择题(题肢),RE,首判(c056),中,设问考概念外延关系，判断须用按劳/按要素分配知识（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-SY-ERMO-Q4
BJ-2026-SY-ERMO,7,①,选择题(题肢),RE,首判(c056),中,①准确运用概念；②③④社区治理与法治保障（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-SY-ERMO-Q7
BJ-2026-XC-ERMO,6,④,选择题(题肢),RE,首判(c058),中,联想、创新思维特征、想象属思维；④类比属推理；扬弃涉辩证否定（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-XC-ERMO-Q6
