卷,题号,题肢,题型,模块,判定来源,conf,why,unit_id
BJ-2023-HD-ERMO,4,②,选择题(题肢),MI,首判(c007),高,超前、发散、联想、辩证思维辨析（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-ERMO-Q4
BJ-2023-HD-ERMO,4,③,选择题(题肢),MI,首判(c007),高,超前、发散、联想、辩证思维辨析（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-ERMO-Q4
BJ-2023-HD-ERMO,4,④,选择题(题肢),MI,首判(c007),高,超前、发散、联想、辩证思维辨析（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-ERMO-Q4
BJ-2023-HD-YIMO,4,①,选择题(题肢),MI,首判(c009),高,③产业政策决定作用④供给侧改革属B2；①②逆向、联想思维属思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-YIMO-Q4
BJ-2023-HD-YIMO,4,②,选择题(题肢),MI,首判(c009),高,③产业政策决定作用④供给侧改革属B2；①②逆向、联想思维属思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-YIMO-Q4
BJ-2023-HD-YIMO,5,D,选择题(题肢),MI,升级复判(escc01),低,必然性、前进曲折、意识与现实属PH；D工具性价值性归属拿不准（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-YIMO-Q5
BJ-2023-HD-YIMO,6,②,选择题(题肢),MI,首判(c009),中,认识完整性、无限性属认识论；②科学思维透过现象把握本质可用思维书（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-YIMO-Q6
BJ-2023-XC-ERMO,1,④,选择题(题肢),MI,首判(c009),中,转移支付属财政、再分配、区域协调；④点名辩证思维方法，兼矛盾观（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-ERMO-Q1
BJ-2023-XC-ERMO,13,①,选择题(题肢),MI,首判(c010),中,逆向思维、创新思维特征、灵感跨越性；①相反相成兼哲学矛盾；缺答案键（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-ERMO-Q13
BJ-2023-XC-ERMO,13,②,选择题(题肢),MI,首判(c010),中,逆向思维、创新思维特征、灵感跨越性；①相反相成兼哲学矛盾；缺答案键（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-ERMO-Q13
BJ-2023-XC-ERMO,13,③,选择题(题肢),MI,首判(c010),中,逆向思维、创新思维特征、灵感跨越性；①相反相成兼哲学矛盾；缺答案键（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-ERMO-Q13
BJ-2023-XC-ERMO,13,④,选择题(题肢),MI,首判(c010),中,逆向思维、创新思维特征、灵感跨越性；①相反相成兼哲学矛盾；缺答案键（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-ERMO-Q13
BJ-2023-XC-YIMO,13,A,选择题(题肢),MI,首判(c011),中,发散/逆向/联想思维属思维；B价值评价选择属哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-YIMO-Q13
BJ-2023-XC-YIMO,13,C,选择题(题肢),MI,首判(c011),中,发散/逆向/联想思维属思维；B价值评价选择属哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-YIMO-Q13
BJ-2023-XC-YIMO,13,D,选择题(题肢),MI,首判(c011),中,发散/逆向/联想思维属思维；B价值评价选择属哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-YIMO-Q13
BJ-2024-CY-QIZHONG,9,D,选择题(题肢),MI,首判(c013),高,共变法、求异法、演绎推理属推理；D假如式想象、思维抽象到具体属思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-CY-QIZHONG-Q9
BJ-2024-DC-ERMO,10,A,选择题(题肢),MI,首判(c015),中,思维抽象、简略化、理想化，属思维；题面材料缺失（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-DC-ERMO-Q10
BJ-2024-DC-ERMO,10,B,选择题(题肢),MI,首判(c015),中,思维抽象、简略化、理想化，属思维；题面材料缺失（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-DC-ERMO-Q10
BJ-2024-DC-ERMO,10,C,选择题(题肢),MI,首判(c015),中,思维抽象、简略化、理想化，属思维；题面材料缺失（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-DC-ERMO-Q10
BJ-2024-DC-ERMO,10,D,选择题(题肢),MI,首判(c015),中,思维抽象、简略化、理想化，属思维；题面材料缺失（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-DC-ERMO-Q10
BJ-2024-DC-ERMO,11,B,选择题(题肢),MI,首判(c015),中,A属种关系为推理；定性分析、一分为二、辩证分析属思维，C兼涉哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-DC-ERMO-Q11
BJ-2024-DC-ERMO,11,C,选择题(题肢),MI,首判(c015),中,A属种关系为推理；定性分析、一分为二、辩证分析属思维，C兼涉哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-DC-ERMO-Q11
BJ-2024-DC-ERMO,11,D,选择题(题肢),MI,首判(c015),中,A属种关系为推理；定性分析、一分为二、辩证分析属思维，C兼涉哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-DC-ERMO-Q11
BJ-2024-DC-ERMO,6,C,选择题(题肢),MI,升级复判(escc02),中,正确项创新思维属MI；A/B司法救助、法律援助属B3/X2；D企业治理属B2（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-DC-ERMO-Q6
BJ-2024-DC-YIMO,3,③,选择题(题肢),MI,升级复判(escc02),低,①意识目的性属PH；②③④文化创作与传统文化属CU；③形象化涉思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-DC-YIMO-Q3
BJ-2024-FT-ERMO,13,A,选择题(题肢),MI,首判(c017),中,合成谬误考整体部分、系统优化(PH)；逆向思维、适度原则涉选必三思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-FT-ERMO-Q13
BJ-2024-FT-ERMO,13,C,选择题(题肢),MI,首判(c017),中,合成谬误考整体部分、系统优化(PH)；逆向思维、适度原则涉选必三思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-FT-ERMO-Q13
BJ-2024-FT-ERMO,13,D,选择题(题肢),MI,首判(c017),中,合成谬误考整体部分、系统优化(PH)；逆向思维、适度原则涉选必三思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-FT-ERMO-Q13
BJ-2024-FT-ERMO,7,④,选择题(题肢),MI,首判(c016),高,行政法规性质、法治保障、立法主体属B3；④分析与综合属思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-FT-ERMO-Q7
BJ-2024-FT-YIMO,10,A,选择题(题肢),MI,首判(c017),高,抽象与形象思维互补、科学思维、创新思维，选必三思维；书稿未收（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-FT-YIMO-Q10
BJ-2024-FT-YIMO,10,B,选择题(题肢),MI,首判(c017),高,抽象与形象思维互补、科学思维、创新思维，选必三思维；书稿未收（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-FT-YIMO-Q10
BJ-2024-FT-YIMO,10,C,选择题(题肢),MI,首判(c017),高,抽象与形象思维互补、科学思维、创新思维，选必三思维；书稿未收（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-FT-YIMO-Q10
BJ-2024-FT-YIMO,10,D,选择题(题肢),MI,首判(c017),高,抽象与形象思维互补、科学思维、创新思维，选必三思维；书稿未收（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-FT-YIMO-Q10
BJ-2024-HD-YIMO,2,B,选择题(题肢),MI,首判(c020),高,能动性/联系/实践属PH；B思维抽象到具体属MI辩证思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-HD-YIMO-Q2
BJ-2024-HD-YIMO,6,④,选择题(题肢),MI,首判(c020),高,选言/假言/完全归纳属RE；④逆向思维属MI创新思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-HD-YIMO-Q6
BJ-2024-XC-YIMO,12,A,选择题(题肢),MI,金标(gold_final),中,裁定：辩证否定属PH；选必三辩证思维有不作简单肯定否定，D肢直接对应，标MI跨（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-XC-YIMO-Q12
BJ-2024-XC-YIMO,12,B,选择题(题肢),MI,金标(gold_final),中,裁定：辩证否定属PH；选必三辩证思维有不作简单肯定否定，D肢直接对应，标MI跨（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-XC-YIMO-Q12
BJ-2024-XC-YIMO,12,C,选择题(题肢),MI,金标(gold_final),中,裁定：辩证否定属PH；选必三辩证思维有不作简单肯定否定，D肢直接对应，标MI跨（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-XC-YIMO-Q12
BJ-2024-XC-YIMO,12,D,选择题(题肢),MI,金标(gold_final),中,裁定：辩证否定属PH；选必三辩证思维有不作简单肯定否定，D肢直接对应，标MI跨（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-XC-YIMO-Q12
BJ-2025-BJ-GAOKAO,4,B,选择题(题肢),MI,首判(c024),中,感性理性认识、主观能动性、实践工具延伸器官属哲学认识论；B感觉表象或涉思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-BJ-GAOKAO-Q4
BJ-2025-BJ-GAOKAO,6,A,选择题(题肢),MI,首判(c024),中,正确肢感性具体到思维抽象、A反向思考属思维；C类比推理；D辩证否定（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-BJ-GAOKAO-Q6
BJ-2025-BJ-GAOKAO,6,B,选择题(题肢),MI,首判(c024),中,正确肢感性具体到思维抽象、A反向思考属思维；C类比推理；D辩证否定（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-BJ-GAOKAO-Q6
BJ-2025-DC-YIMO,13,A,选择题(题肢),MI,首判(c030),高,正确肢D考必要条件，C考判断类型；A、B思维定式与超前思维属思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-DC-YIMO-Q13
BJ-2025-DC-YIMO,13,B,选择题(题肢),MI,首判(c030),高,正确肢D考必要条件，C考判断类型；A、B思维定式与超前思维属思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-DC-YIMO-Q13
BJ-2025-DC-YIMO,15,C,选择题(题肢),MI,首判(c030),高,正确肢D归纳推理，A探求因果方法、B类比属推理；C思维具体抽象属思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-DC-YIMO-Q15
BJ-2025-FS-YIMO,7,A,选择题(题肢),MI,金标(gold_final),中,AB思维抽象、反向法属思维；C先进文化民族精神属文化；D矛盾同一性属哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-FS-YIMO-Q7
BJ-2025-FS-YIMO,7,B,选择题(题肢),MI,金标(gold_final),中,AB思维抽象、反向法属思维；C先进文化民族精神属文化；D矛盾同一性属哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-FS-YIMO-Q7
BJ-2025-FT-QIMO,10,③,选择题(题肢),MI,首判(c032),高,归纳、演绎、类比推理属推理；③思维抽象到思维具体属辩证思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-FT-QIMO-Q10
BJ-2025-FT-YIMO,4,①,选择题(题肢),MI,首判(c033),中,规律、自在/人为联系属PH；①信息交合法属思维创新方法（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-FT-YIMO-Q4
BJ-2025-HD-ERMO,11,②,选择题(题肢),MI,首判(c034),中,①不完全归纳错肢；②创新思维；③④哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-HD-ERMO-Q11
BJ-2025-HD-YIMO,2,②,选择题(题肢),MI,首判(c035),高,①④联系/规律与能动性属哲学；②思维抽象属思维；③传统文化核心理念属文化（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-HD-YIMO-Q2
BJ-2025-HD-YIMO,5,④,选择题(题肢),MI,首判(c035),高,①定义外延②必要条件③选言属推理；④矛盾运动观点属哲学/辩证思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-HD-YIMO-Q5
BJ-2025-YQ-YIMO,4,④,选择题(题肢),MI,首判(c039),中,自在事物联系、规律、矛盾属PH；绿色发展属B2；综合思维属MI（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-YQ-YIMO-Q4
BJ-2025-YQ-YIMO,6,②,选择题(题肢),MI,首判(c040),中,①类比推理；②③迁移想象/形象思维；④继承中创新，哲学辩证否定与文化创新均可（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-YQ-YIMO-Q6
BJ-2025-YQ-YIMO,6,③,选择题(题肢),MI,首判(c040),中,①类比推理；②③迁移想象/形象思维；④继承中创新，哲学辩证否定与文化创新均可（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-YQ-YIMO-Q6
BJ-2026-CP-ERMO,7,D,选择题(题肢),MI,首判(c041),高,A-C简单判断、完全归纳、演绎类比属推理；正确D超前思维属思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q7
BJ-2026-CP-QIMO,2,②,选择题(题肢),MI,首判(c042),中,辩证统一、联系、矛盾属哲学；②综合思维方法属思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q2
BJ-2026-CP-QIMO,7,D,选择题(题肢),MI,首判(c042),中,概念外延、类比推理、定义、判断属推理；D思维具体抽象涉思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q7
BJ-2026-CY-QIZHONG,14,③,选择题(题肢),MI,金标(gold_final),中,裁定：两判定员③均标MI(科学思维揭示本质)，rel应为各肢并集，补MI跨（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CY-QIZHONG-Q14
BJ-2026-DC-YIMO,6,B,选择题(题肢),MI,首判(c047),高,答D换质位、C特称判断对当属推理；A辩证否定属哲学；B抽象思维属思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-DC-YIMO-Q6
BJ-2026-FS-ERMO,3,①,选择题(题肢),MI,首判(c048),高,正确项②④中华文明创新性与多元一体属文化；①检核表法属思维；③意识属哲学（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-FS-ERMO-Q3
BJ-2026-FS-ERMO,7,B,选择题(题肢),MI,首判(c049),高,排中律、假言推理、类比推理属推理；B分析与综合属思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-FS-ERMO-Q7
BJ-2026-FS-YIMO,5,A,选择题(题肢),MI,首判(c049),中,B/D推理有效性、C联言选言判断属推理；A思维特征属思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-FS-YIMO-Q5
BJ-2026-FS-YIMO,6,D,选择题(题肢),MI,首判(c049),中,D超前思维属思维；A认识无限性B实践形式属哲学；C演绎推理属推理（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-FS-YIMO-Q6
BJ-2026-FS-YIMO,7,①,选择题(题肢),MI,金标(gold_final),低,划分、概念关系、矛盾律属推理；①思维能动性；B3疑因串入他题OCR（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-FS-YIMO-Q7
BJ-2026-FT-ERMO,5,③,选择题(题肢),MI,首判(c049),中,意识本质、感性理性认识属哲学；②文化象征涉文化；③感知表象或涉思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-FT-ERMO-Q5
BJ-2026-FT-ERMO,6,A,选择题(题肢),MI,首判(c049),中,主客观转化、意识源于客观属哲学；本质联系与思维能动性涉思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-FT-ERMO-Q6
BJ-2026-FT-ERMO,6,D,选择题(题肢),MI,首判(c049),中,主客观转化、意识源于客观属哲学；本质联系与思维能动性涉思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-FT-ERMO-Q6
BJ-2026-FT-YIMO,4,②,选择题(题肢),MI,首判(c050),中,②综合思维④联想思维属MI；①实践积淀智慧；③全新重构（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-FT-YIMO-Q4
BJ-2026-FT-YIMO,4,④,选择题(题肢),MI,首判(c050),中,②综合思维④联想思维属MI；①实践积淀智慧；③全新重构（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-FT-YIMO-Q4
BJ-2026-FT-YIMO,7,①,选择题(题肢),MI,首判(c050),中,①发散聚合④超前思维属MI；②假言推理③完全归纳属RE（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-FT-YIMO-Q7
BJ-2026-FT-YIMO,7,④,选择题(题肢),MI,首判(c050),中,①发散聚合④超前思维属MI；②假言推理③完全归纳属RE（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-FT-YIMO-Q7
BJ-2026-HD-ERMO,3,A,选择题(题肢),MI,首判(c051),高,C意识能动创造、D真理认识属哲学；B类比推理、A思维具体属选必三（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-HD-ERMO-Q3
BJ-2026-HD-ERMO,7,④,选择题(题肢),MI,首判(c051),高,①②③不完全归纳推理属推理；④分析与综合属辩证思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-HD-ERMO-Q7
BJ-2026-HD-QIMO,14,A,选择题(题肢),MI,首判(c052),中,答案B归纳结论或然性属推理；A定性分析C思维抽象具体D适度属思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-HD-QIMO-Q14
BJ-2026-HD-QIMO,14,C,选择题(题肢),MI,首判(c052),中,答案B归纳结论或然性属推理；A定性分析C思维抽象具体D适度属思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-HD-QIMO-Q14
BJ-2026-HD-QIMO,14,D,选择题(题肢),MI,首判(c052),中,答案B归纳结论或然性属推理；A定性分析C思维抽象具体D适度属思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-HD-QIMO-Q14
BJ-2026-HD-QIMO,15,①,选择题(题肢),MI,首判(c052),中,检核表法、创造性、综合思维属思维；③公共服务供给对接人民需求涉政府职能（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-HD-QIMO-Q15
BJ-2026-HD-QIMO,15,②,选择题(题肢),MI,首判(c052),中,检核表法、创造性、综合思维属思维；③公共服务供给对接人民需求涉政府职能（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-HD-QIMO-Q15
BJ-2026-HD-QIMO,15,④,选择题(题肢),MI,首判(c052),中,检核表法、创造性、综合思维属思维；③公共服务供给对接人民需求涉政府职能（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-HD-QIMO-Q15
BJ-2026-HD-YIMO,3,①,选择题(题肢),MI,首判(c053),中,①②思维间接性、感性认识属思维；③④和平发展、国家利益落脚点属X1（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-HD-YIMO-Q3
BJ-2026-HD-YIMO,3,②,选择题(题肢),MI,首判(c053),中,①②思维间接性、感性认识属思维；③④和平发展、国家利益落脚点属X1（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-HD-YIMO-Q3
BJ-2026-MTG-YIMO,5,③,选择题(题肢),MI,首判(c053),高,①②系统优化、扬弃属哲学；③逆向思维④联想属创新思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-MTG-YIMO-Q5
BJ-2026-MTG-YIMO,5,④,选择题(题肢),MI,首判(c053),高,①②系统优化、扬弃属哲学；③逆向思维④联想属创新思维（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-MTG-YIMO-Q5
BJ-2026-SJS-ERMO,6,A,选择题(题肢),MI,金标(gold_final),高,形象思维与抽象思维的特征辨析（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-SJS-ERMO-Q6
BJ-2026-SJS-ERMO,6,B,选择题(题肢),MI,金标(gold_final),高,形象思维与抽象思维的特征辨析（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-SJS-ERMO-Q6
BJ-2026-SJS-ERMO,6,C,选择题(题肢),MI,金标(gold_final),高,形象思维与抽象思维的特征辨析（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-SJS-ERMO-Q6
BJ-2026-SJS-ERMO,6,D,选择题(题肢),MI,金标(gold_final),高,形象思维与抽象思维的特征辨析（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-SJS-ERMO-Q6
BJ-2026-SJS-QIMO,15,A,选择题(题肢),MI,首判(c055),高,形象思维与抽象思维区分，思维基本形态（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-SJS-QIMO-Q15
