类别,卷,届别标签,题号_小问,题型,主或跨,证据状态,判定来源,conf,why,unit_id,备注
漏收,BJ-2023-DC-YIMO,2023东城一模,2,选择题,跨,完整题-选择题照收,升级复判(escc01),中,主客观统一、意识作用、建立联系属PH；京津冀仅背景,BJ-2023-DC-YIMO-Q2,
漏收,BJ-2023-DC-YIMO,2023东城一模,3,选择题,跨,完整题-选择题照收,升级复判(escc01),中,正逆思维属思维书；同一性斗争性、合规律合目的属PH；绿色低碳仅背景,BJ-2023-DC-YIMO-Q3,
漏收,BJ-2023-FT-ERMO,2023丰台二模,6,选择题,跨,完整题-选择题照收,首判(c006),中,系统思维、量变属哲学思维；正确肢含需求牵引供给、市场作用经济角度,BJ-2023-FT-ERMO-Q6,
漏收,BJ-2023-HD-ERMO,2023海淀二模,21(1),主观题,主,完整题-有E1,首判(s009),高,设问点名逻辑与思维科学思维；细则科学/辩证/创新思维三角度,BJ-2023-HD-ERMO-Q21#1,
漏收,BJ-2023-HD-ERMO,2023海淀二模,3,选择题,跨,完整题-选择题照收,首判(c007),中,从实际出发、矛盾主要方面、整体部分、系统观念,BJ-2023-HD-ERMO-Q3,
漏收,BJ-2023-HD-ERMO,2023海淀二模,4,选择题,主,完整题-选择题照收,首判(c007),高,超前、发散、联想、辩证思维辨析,BJ-2023-HD-ERMO-Q4,
漏收,BJ-2023-HD-YIMO,2023海淀一模,4,选择题,跨,完整题-选择题照收,首判(c009),高,③产业政策决定作用④供给侧改革属B2；①②逆向、联想思维属思维,BJ-2023-HD-YIMO-Q4,
漏收,BJ-2023-HD-YIMO,2023海淀一模,5,选择题,跨,完整题-选择题照收,升级复判(escc01),低,必然性、前进曲折、意识与现实属PH；D工具性价值性归属拿不准,BJ-2023-HD-YIMO-Q5,
漏收,BJ-2023-HD-YIMO,2023海淀一模,6,选择题,跨,完整题-选择题照收,首判(c009),中,认识完整性、无限性属认识论；②科学思维透过现象把握本质可用思维书,BJ-2023-HD-YIMO-Q6,
漏收,BJ-2023-XC-ERMO,2023西城二模,1,选择题,跨,完整题-选择题照收,首判(c009),中,转移支付属财政、再分配、区域协调；④点名辩证思维方法，兼矛盾观,BJ-2023-XC-ERMO-Q1,
漏收,BJ-2023-XC-ERMO,2023西城二模,13,选择题,主,完整题-选择题照收,首判(c010),中,逆向思维、创新思维特征、灵感跨越性；①相反相成兼哲学矛盾；缺答案键,BJ-2023-XC-ERMO-Q13,
漏收,BJ-2023-XC-ERMO,2023西城二模,21(1),主观题,主,完整题-有E1,首判(s011),中,设问点名超前思维；细则③矛盾分析、立足实践、把握规律属哲学,BJ-2023-XC-ERMO-Q21#1,
漏收,BJ-2023-XC-YIMO,2023西城一模,13,选择题,主,完整题-选择题照收,首判(c011),中,发散/逆向/联想思维属思维；B价值评价选择属哲学,BJ-2023-XC-YIMO-Q13,
漏收,BJ-2024-CY-ERMO,2024朝阳二模,19(3),主观题,跨,完整题-有E1,升级复判(escs02),低,传统文化赋予现代化底蕴属CU；或用发展观、现代化特征；推理无角度,BJ-2024-CY-ERMO-Q19#3,
漏收,BJ-2024-CY-QIZHONG,2025朝阳期中,9,选择题,跨,完整题-选择题照收,首判(c013),高,共变法、求异法、演绎推理属推理；D假如式想象、思维抽象到具体属思维,BJ-2024-CY-QIZHONG-Q9,
漏收,BJ-2024-DC-ERMO,2024东城二模,10,选择题,主,完整题-选择题照收,首判(c015),中,思维抽象、简略化、理想化，属思维；题面材料缺失,BJ-2024-DC-ERMO-Q10,
漏收,BJ-2024-DC-ERMO,2024东城二模,11,选择题,主,完整题-选择题照收,首判(c015),中,A属种关系为推理；定性分析、一分为二、辩证分析属思维，C兼涉哲学,BJ-2024-DC-ERMO-Q11,
漏收,BJ-2024-DC-ERMO,2024东城二模,6,选择题,主,完整题-选择题照收,升级复判(escc02),中,正确项创新思维属MI；A/B司法救助、法律援助属B3/X2；D企业治理属B2,BJ-2024-DC-ERMO-Q6,
漏收,BJ-2024-DC-YIMO,2024东城一模,3,选择题,跨,完整题-选择题照收,升级复判(escc02),低,①意识目的性属PH；②③④文化创作与传统文化属CU；③形象化涉思维,BJ-2024-DC-YIMO-Q3,
漏收,BJ-2024-FT-ERMO,2024丰台二模,13,选择题,跨,完整题-选择题照收,首判(c017),中,合成谬误考整体部分、系统优化(PH)；逆向思维、适度原则涉选必三思维,BJ-2024-FT-ERMO-Q13,
漏收,BJ-2024-FT-ERMO,2024丰台二模,7,选择题,跨,完整题-选择题照收,首判(c016),高,行政法规性质、法治保障、立法主体属B3；④分析与综合属思维,BJ-2024-FT-ERMO-Q7,
漏收,BJ-2024-FT-YIMO,2024丰台一模,10,选择题,主,完整题-选择题照收,首判(c017),高,抽象与形象思维互补、科学思维、创新思维，选必三思维；书稿未收,BJ-2024-FT-YIMO-Q10,
漏收,BJ-2024-HD-YIMO,2024海淀一模,2,选择题,跨,完整题-选择题照收,首判(c020),高,能动性/联系/实践属PH；B思维抽象到具体属MI辩证思维,BJ-2024-HD-YIMO-Q2,
漏收,BJ-2024-HD-YIMO,2024海淀一模,6,选择题,跨,完整题-选择题照收,首判(c020),高,选言/假言/完全归纳属RE；④逆向思维属MI创新思维,BJ-2024-HD-YIMO-Q6,
漏收,BJ-2024-SY-ERMO,2024顺义二模,16(2),主观题,主,收-具名例外,升级复判(escs03),中,设问限定逻辑与思维超前思维；答案围绕超前预见，无文化角度,BJ-2024-SY-ERMO-Q16#2,
漏收,BJ-2024-XC-ERMO,2024西城二模,18(4),主观题,跨,完整题-有E1,金标(gold_final),中,裁定：E1角度含国家职能(选必一国家职能)与习近平新时代思想(B1)，故补X1、B1跨,BJ-2024-XC-ERMO-Q18#4,
漏收,BJ-2024-XC-YIMO,2024西城一模,12,选择题,跨,完整题-选择题照收,金标(gold_final),中,裁定：辩证否定属PH；选必三辩证思维有不作简单肯定否定，D肢直接对应，标MI跨,BJ-2024-XC-YIMO-Q12,
漏收,BJ-2025-BJ-GAOKAO,2025北京高考,4,选择题,跨,完整题-选择题照收,首判(c024),中,感性理性认识、主观能动性、实践工具延伸器官属哲学认识论；B感觉表象或涉思维,BJ-2025-BJ-GAOKAO-Q4,
漏收,BJ-2025-BJ-GAOKAO,2025北京高考,6,选择题,主,完整题-选择题照收,首判(c024),中,正确肢感性具体到思维抽象、A反向思考属思维；C类比推理；D辩证否定,BJ-2025-BJ-GAOKAO-Q6,
漏收,BJ-2025-DC-ERMO,2025东城二模,21,主观题,跨,完整题-有E1,首判(s031),高,细则人大制度、全过程民主、科学民主立法；明确要求跨哲学；列创新思维替代,BJ-2025-DC-ERMO-Q21,
漏收,BJ-2025-DC-YIMO,2025东城一模,13,选择题,跨,完整题-选择题照收,首判(c030),高,正确肢D考必要条件，C考判断类型；A、B思维定式与超前思维属思维,BJ-2025-DC-YIMO-Q13,
漏收,BJ-2025-DC-YIMO,2025东城一模,15,选择题,跨,完整题-选择题照收,首判(c030),高,正确肢D归纳推理，A探求因果方法、B类比属推理；C思维具体抽象属思维,BJ-2025-DC-YIMO-Q15,
漏收,BJ-2025-FS-YIMO,2025房山一模,7,选择题,主,完整题-选择题照收,金标(gold_final),中,AB思维抽象、反向法属思维；C先进文化民族精神属文化；D矛盾同一性属哲学,BJ-2025-FS-YIMO-Q7,
漏收,BJ-2025-FT-QIMO,2025丰台期末,10,选择题,跨,完整题-选择题照收,首判(c032),高,归纳、演绎、类比推理属推理；③思维抽象到思维具体属辩证思维,BJ-2025-FT-QIMO-Q10,
漏收,BJ-2025-FT-YIMO,2025丰台一模,4,选择题,跨,完整题-选择题照收,首判(c033),中,规律、自在/人为联系属PH；①信息交合法属思维创新方法,BJ-2025-FT-YIMO-Q4,
漏收,BJ-2025-HD-ERMO,2025海淀二模,11,选择题,跨,完整题-选择题照收,首判(c034),中,①不完全归纳错肢；②创新思维；③④哲学,BJ-2025-HD-ERMO-Q11,
漏收,BJ-2025-HD-YIMO,2025海淀一模,2,选择题,跨,完整题-选择题照收,首判(c035),高,①④联系/规律与能动性属哲学；②思维抽象属思维；③传统文化核心理念属文化,BJ-2025-HD-YIMO-Q2,
漏收,BJ-2025-HD-YIMO,2025海淀一模,5,选择题,跨,完整题-选择题照收,首判(c035),高,①定义外延②必要条件③选言属推理；④矛盾运动观点属哲学/辩证思维,BJ-2025-HD-YIMO-Q5,
漏收,BJ-2025-SJS-YIMO,2025石景山一模,7,选择题,跨,完整题-选择题照收,金标(gold_final),低,裁定：题肢缺；传统产业顺应消费趋向创新，经济、哲学、创新思维均可能，拿不准一并标跨,BJ-2025-SJS-YIMO-Q7,
漏收,BJ-2025-XC-ERMO,2025西城二模,16(3),主观题,跨,完整题-有E1,升级复判(escs05),低,请运用所学；细则注创新思维、矛盾、经济利益，协商程序,BJ-2025-XC-ERMO-Q16#3,
漏收,BJ-2025-XC-YIMO,2025西城一模,22,主观题,跨,完整题-有E1,首判(s040),中,细则发展量变质变（PH）、传统文化民族精神（CU）、党的领导（B3）；超前战略思维可替,BJ-2025-XC-YIMO-Q22,
漏收,BJ-2025-YQ-YIMO,2025延庆一模,4,选择题,跨,完整题-选择题照收,首判(c039),中,自在事物联系、规律、矛盾属PH；绿色发展属B2；综合思维属MI,BJ-2025-YQ-YIMO-Q4,
漏收,BJ-2025-YQ-YIMO,2025延庆一模,6,选择题,主,完整题-选择题照收,首判(c040),中,①类比推理；②③迁移想象/形象思维；④继承中创新，哲学辩证否定与文化创新均可,BJ-2025-YQ-YIMO-Q6,
漏收,BJ-2026-BJ-GAOKAO,2026北京高考,16,主观题,跨,收-具名例外,首判(s041),中,设问点名哲学与文化；细则文化4分+实践认识4分，替换含创新思维综合思维,BJ-2026-BJ-GAOKAO-Q16,
漏收,BJ-2026-BJ-GAOKAO,2026北京高考,21,主观题,跨,收-具名例外,升级复判(escs05),低,细则实践与认识、创新思维、马克思主义中国化；党的先进性仅材料,BJ-2026-BJ-GAOKAO-Q21,
漏收,BJ-2026-CP-ERMO,2026昌平二模,19,主观题,主,完整题-有E1,首判(s042),高,设问点名逻辑与思维智慧；细则科学思维、辩证思维、创新思维/超前思维,BJ-2026-CP-ERMO-Q19,
漏收,BJ-2026-CP-ERMO,2026昌平二模,22,主观题,跨,完整题-有E1,首判(s042),中,综合题；必答党的领导(B3)；创新开放以人民为中心(B2)；系统观念从实际出发(PH)；超前思维(MI),BJ-2026-CP-ERMO-Q22,
漏收,BJ-2026-CP-ERMO,2026昌平二模,7,选择题,主,完整题-选择题照收,首判(c041),高,A-C简单判断、完全归纳、演绎类比属推理；正确D超前思维属思维,BJ-2026-CP-ERMO-Q7,
漏收,BJ-2026-CP-QIMO,2026昌平期末,2,选择题,跨,完整题-选择题照收,首判(c042),中,辩证统一、联系、矛盾属哲学；②综合思维方法属思维,BJ-2026-CP-QIMO-Q2,
漏收,BJ-2026-CP-QIMO,2026昌平期末,7,选择题,跨,完整题-选择题照收,首判(c042),中,概念外延、类比推理、定义、判断属推理；D思维具体抽象涉思维,BJ-2026-CP-QIMO-Q7,
漏收,BJ-2026-CY-QIZHONG,2026朝阳期中,14,选择题,跨,完整题-选择题照收,金标(gold_final),中,裁定：两判定员③均标MI(科学思维揭示本质)，rel应为各肢并集，补MI跨,BJ-2026-CY-QIZHONG-Q14,
漏收,BJ-2026-DC-YIMO,2026东城一模,19(1),主观题,跨,完整题-有E1,升级复判(escs05),低,研究方法题；细则替代知识实践是认识基础、分析与综合,BJ-2026-DC-YIMO-Q19#1,
漏收,BJ-2026-DC-YIMO,2026东城一模,6,选择题,跨,完整题-选择题照收,首判(c047),高,答D换质位、C特称判断对当属推理；A辩证否定属哲学；B抽象思维属思维,BJ-2026-DC-YIMO-Q6,
漏收,BJ-2026-FS-ERMO,2026房山二模,3,选择题,跨,完整题-选择题照收,首判(c048),高,正确项②④中华文明创新性与多元一体属文化；①检核表法属思维；③意识属哲学,BJ-2026-FS-ERMO-Q3,
漏收,BJ-2026-FS-ERMO,2026房山二模,7,选择题,跨,完整题-选择题照收,首判(c049),高,排中律、假言推理、类比推理属推理；B分析与综合属思维,BJ-2026-FS-ERMO-Q7,
漏收,BJ-2026-FS-YIMO,2026房山一模,5,选择题,跨,完整题-选择题照收,首判(c049),中,B/D推理有效性、C联言选言判断属推理；A思维特征属思维,BJ-2026-FS-YIMO-Q5,
漏收,BJ-2026-FS-YIMO,2026房山一模,6,选择题,主,完整题-选择题照收,首判(c049),中,D超前思维属思维；A认识无限性B实践形式属哲学；C演绎推理属推理,BJ-2026-FS-YIMO-Q6,
漏收,BJ-2026-FS-YIMO,2026房山一模,7,选择题,跨,完整题-选择题照收,金标(gold_final),低,划分、概念关系、矛盾律属推理；①思维能动性；B3疑因串入他题OCR,BJ-2026-FS-YIMO-Q7,
漏收,BJ-2026-FT-ERMO,2026丰台二模,22,主观题,跨,完整题-有E1,首判(s051),中,细则党的领导、唯物辩证法、中国式现代化；拓展含新质生产力、超前思维、国际竞争,BJ-2026-FT-ERMO-Q22,
漏收,BJ-2026-FT-ERMO,2026丰台二模,5,选择题,跨,完整题-选择题照收,首判(c049),中,意识本质、感性理性认识属哲学；②文化象征涉文化；③感知表象或涉思维,BJ-2026-FT-ERMO-Q5,
漏收,BJ-2026-FT-ERMO,2026丰台二模,6,选择题,跨,完整题-选择题照收,首判(c049),中,主客观转化、意识源于客观属哲学；本质联系与思维能动性涉思维,BJ-2026-FT-ERMO-Q6,
漏收,BJ-2026-FT-YIMO,2026丰台一模,4,选择题,主,完整题-选择题照收,首判(c050),中,②综合思维④联想思维属MI；①实践积淀智慧；③全新重构,BJ-2026-FT-YIMO-Q4,
漏收,BJ-2026-FT-YIMO,2026丰台一模,7,选择题,主,完整题-选择题照收,首判(c050),中,①发散聚合④超前思维属MI；②假言推理③完全归纳属RE,BJ-2026-FT-YIMO-Q7,
漏收,BJ-2026-HD-ERMO,2026海淀二模,3,选择题,跨,完整题-选择题照收,首判(c051),高,C意识能动创造、D真理认识属哲学；B类比推理、A思维具体属选必三,BJ-2026-HD-ERMO-Q3,
漏收,BJ-2026-HD-ERMO,2026海淀二模,7,选择题,跨,完整题-选择题照收,首判(c051),高,①②③不完全归纳推理属推理；④分析与综合属辩证思维,BJ-2026-HD-ERMO-Q7,
漏收,BJ-2026-HD-QIMO,2026海淀期末,14,选择题,跨,完整题-选择题照收,首判(c052),中,答案B归纳结论或然性属推理；A定性分析C思维抽象具体D适度属思维,BJ-2026-HD-QIMO-Q14,
漏收,BJ-2026-HD-QIMO,2026海淀期末,15,选择题,主,完整题-选择题照收,首判(c052),中,检核表法、创造性、综合思维属思维；③公共服务供给对接人民需求涉政府职能,BJ-2026-HD-QIMO-Q15,
漏收,BJ-2026-HD-YIMO,2026海淀一模,3,选择题,主,完整题-选择题照收,首判(c053),中,①②思维间接性、感性认识属思维；③④和平发展、国家利益落脚点属X1,BJ-2026-HD-YIMO-Q3,
漏收,BJ-2026-MTG-YIMO,2026门头沟一模,18(2),主观题,主,完整题-有E1,升级复判(escs06),高,设问点名《逻辑与思维》科学思维；E1为辩证思维和创新思维,BJ-2026-MTG-YIMO-Q18#2,
漏收,BJ-2026-MTG-YIMO,2026门头沟一模,21,主观题,跨,完整题-有E1,首判(s055),高,E1细则三段：中特/哲学或思维、经济与社会、当代国际政治与经济各4分,BJ-2026-MTG-YIMO-Q21,
漏收,BJ-2026-MTG-YIMO,2026门头沟一模,5,选择题,主,完整题-选择题照收,首判(c053),高,①②系统优化、扬弃属哲学；③逆向思维④联想属创新思维,BJ-2026-MTG-YIMO-Q5,
漏收,BJ-2026-SJS-ERMO,2026石景山二模,6,选择题,主,完整题-选择题照收,金标(gold_final),高,形象思维与抽象思维的特征辨析,BJ-2026-SJS-ERMO-Q6,
漏收,BJ-2026-SJS-QIMO,2026石景山期末,15,选择题,主,收-具名例外,首判(c055),高,形象思维与抽象思维区分，思维基本形态,BJ-2026-SJS-QIMO-Q15,
漏收,BJ-2026-SJS-YIMO,2026石景山一模,7,选择题,跨,完整题-选择题照收,首判(c055),中,ABC假言判断、求同法、不完全归纳属推理；D辩证思维属思维,BJ-2026-SJS-YIMO-Q7,
漏收,BJ-2026-SY-ERMO,2026顺义二模,5,选择题,跨,完整题-选择题照收,首判(c056),中,选言判断、充分条件推理为主；定性定量分析属思维,BJ-2026-SY-ERMO-Q5,
漏收,BJ-2026-TZ-QIMO,2026通州期末,11,选择题,主,完整题-选择题照收,首判(c057),中,B分析综合、C感性具体到思维具体属MI；A认识论属PH；D类比推理属RE,BJ-2026-TZ-QIMO-Q11,
漏收,BJ-2026-TZ-YIMO,2026通州一模,12,选择题,主,完整题-选择题照收,金标(gold_final),高,超前思维、辩证思维、联想思维、创新思维特征,BJ-2026-TZ-YIMO-Q12,
漏收,BJ-2026-TZ-YIMO,2026通州一模,17(1),主观题,跨,完整题-有E1,升级复判(escs07),低,第1问设问与细则缺失，仅见第2问为逻辑与思维，无法判定,BJ-2026-TZ-YIMO-Q17#1,
漏收,BJ-2026-XC-QIMO,2026西城期末,21,主观题,跨,完整题-有E1,首判(s059),高,细则角度1党的领导、角度2全过程人民民主(B3)；角度3实践认识发展观(PH)、辩证思维动态性(MI),BJ-2026-XC-QIMO-Q21,
漏收,BJ-2026-XC-QIMO,2026西城期末,8,选择题,跨,完整题-选择题照收,首判(c058),中,类比推理、充分必要条件、周延、联言判断属推理；①创新思维涉思维,BJ-2026-XC-QIMO-Q8,
漏收,BJ-2026-YQ-YIMO,2026延庆一模,18(2),主观题,主,完整题-有E1,升级复判(escs07),高,设问点名逻辑与思维；细则辩证思维、适度原则、创新思维、辩证否定,BJ-2026-YQ-YIMO-Q18#2,
漏收,BJ-2023-HD-YIMO,2023海淀一模,20(1),主观题,主,完整题-有E1（题库回溯确认，2026-09-24 归属表返修）,首判(s011),中,设问点名辩证思维；答案分析与综合，另有矛盾分析法角度；细则正文未转写,BJ-2023-HD-YIMO-Q20#1,待核证据转正：bank.py get 已定位正式评分材料/rubric_status已匹配
待核证据,BJ-2025-FT-YIMO,2025丰台一模,17(2),主观题,跨,待裁决-证据未核实,升级复判(escs04),低,Q17无第2问；切片混入Q18(1)科学思维，单元身份不明,BJ-2025-FT-YIMO-Q17#2,待核证据仍待核：bank.py 显示存在候选/存在冲突，未确认匹配
待核证据,BJ-2025-FT-YIMO,2025丰台一模,17(3),主观题,跨,待裁决-证据未核实,升级复判(escs04),低,Q17无第3问；Q18后续小问缺失，单元身份不明,BJ-2025-FT-YIMO-Q17#3,待核证据仍待核：bank.py 显示存在候选/存在冲突，未确认匹配
待核证据,BJ-2025-HD-YIMO,2025海淀一模,20,主观题,跨,待裁决-证据未核实,首判(s037),中,甲企业诚信经营创新属B2；乙政协职能明示必修三；候选细则许创新思维、反不正当竞争,BJ-2025-HD-YIMO-Q20,待核证据仍待核：bank.py 显示存在候选/存在冲突，未确认匹配
待核证据,BJ-2025-HD-YIMO,2025海淀一模,22,主观题,跨,待裁决-证据未核实,升级复判(escs04),低,题面仅答题角度残片：党的领导、新发展理念、依法治国、辩证法、辩证思维,BJ-2025-HD-YIMO-Q22,待核证据仍待核：bank.py 显示存在候选/存在冲突，未确认匹配
待核证据,BJ-2025-MTG-YIMO,2025门头沟一模,21(2),主观题,跨,待裁决-证据未核实,升级复判(escs04),低,(2)综合运用所学谈高质量发展，经济为主；无细则,BJ-2025-MTG-YIMO-Q21#2,待核证据仍待核：bank.py 显示存在候选/存在冲突，未确认匹配
漏收,BJ-2026-CP-QIMO,2026昌平期末,19(2),主观题,主,完整题-有E1（题库回溯确认，2026-09-24 归属表返修）,首判(s042),中,第2问点名逻辑与思维提高创新思维能力；联想、发散聚合、逆向思维；证据待裁决降级,BJ-2026-CP-QIMO-Q19#2,待核证据转正：bank.py get 已定位正式评分材料/rubric_status已匹配
漏收,BJ-2026-HD-QIMO,2026海淀期末,21,主观题,跨,完整题-有E1（题库回溯确认，2026-09-24 归属表返修）,首判(s053),中,细则：对立统一属PH，党的领导人民当家作主法治属B3，有效市场有为政府属B2，辩证思维替代,BJ-2026-HD-QIMO-Q21,待核证据转正：bank.py get 已定位正式评分材料/rubric_status已匹配
漏收,BJ-2026-SJS-ERMO,2026石景山二模,20,主观题,跨,完整题-有E1（题库回溯确认，2026-09-24 归属表返修）,首判(s055),中,综合题；细则制度优势、两个毫不动摇、文化强国、系统观；B3/MI角度为推断,BJ-2026-SJS-ERMO-Q20,待核证据转正：bank.py get 已定位正式评分材料/rubric_status已匹配
待核证据,BJ-2026-SJS-YIMO,2026石景山一模,21,主观题,跨,待裁决-证据未核实,首判(s056),中,综合题；同卷细则列党的领导人大科学立法、新发展理念、系统优化、辩证分合,BJ-2026-SJS-YIMO-Q21,待核证据仍待核：bank.py 显示存在候选/存在冲突，未确认匹配
待核证据,BJ-2026-SY-ERMO,2026顺义二模,21,主观题,跨,待裁决-证据未核实,升级复判(escs07),中,同卷评标第21题段：文化、党的领导、哲学与科学思维、国家性质；B2存疑,BJ-2026-SY-ERMO-Q21,待核证据仍待核：bank.py 显示存在候选/存在冲突，未确认匹配
漏收,BJ-2024-BJ-GAOKAO,2024北京高考,21,主观题,跨,完整题-有E1,首判(s013),中,细则主体为矛盾/群众观点/系统观念；含坚持党的领导、创新辩证思维、改革关键一招 | 细则：重点论/人民立场为哲学；坚持党的领导为B3；辩证/超前/战略思维为MI,BJ-2024-BJ-GAOKAO-Q21,OCR误切合并：questions.csv 仅 ocr_candidate 变体带 subq_hint，native/visual_checked 均无小问标注；书稿题面原文核对该题实为单问，原 2 条小问级候选（BJ-2024-BJ-GAOKAO-Q21#1、BJ-2024-BJ-GAOKAO-Q21#2）合并为整题
漏收,BJ-2026-FS-ERMO,2026房山二模,21,主观题,跨,完整题-有E1,首判(s050),中,综合题；细则含新发展理念、党的全面领导、长征精神谱系、矛盾联系发展、人类命运共同体、科学思维 | 原题只有一问，按整题判；细则多模块角度同#1，至少2个模块,BJ-2026-FS-ERMO-Q21,OCR误切合并：questions.csv 仅 ocr_candidate 变体带 subq_hint，native/visual_checked 均无小问标注；书稿题面原文核对该题实为单问，原 2 条小问级候选（BJ-2026-FS-ERMO-Q21#1、BJ-2026-FS-ERMO-Q21#2）合并为整题
漏收,BJ-2026-SJS-QIMO,2026石景山期末,20,主观题,跨,收-具名例外,升级复判(escs06),中,综合题（10分，只有一问）；E3参考党的领导、政府职能、新发展理念、按规律办事、创新思维；原按20(1)(2)误列2行,BJ-2026-SJS-QIMO-Q20,假小问合并：原题只有一问，此前误按20(1)/20(2)列2行，现合并为整题（2026-09-24二次返修）
