卷,题号,题肢,题型,模块,判定来源,conf,why,unit_id
BJ-2023-CY-YIMO,13,D,选择题(题肢),X2,首判(c005),高,笔名参照姓名权保护、著作权、民法原则，属法律与生活（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-CY-YIMO-Q13
BJ-2023-CY-YIMO,14,①,选择题(题肢),X2,首判(c005),中,设问“推理合理”考假言推理条件关系；合同效力为法律背景知识（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-CY-YIMO-Q14
BJ-2023-CY-YIMO,14,②,选择题(题肢),X2,首判(c005),中,设问“推理合理”考假言推理条件关系；合同效力为法律背景知识（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-CY-YIMO-Q14
BJ-2023-CY-YIMO,14,③,选择题(题肢),X2,首判(c005),中,设问“推理合理”考假言推理条件关系；合同效力为法律背景知识（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-CY-YIMO-Q14
BJ-2023-CY-YIMO,14,④,选择题(题肢),X2,首判(c005),中,设问“推理合理”考假言推理条件关系；合同效力为法律背景知识（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-CY-YIMO-Q14
BJ-2023-DC-ERMO,11,A,选择题(题肢),X2,升级复判(escc01),中,身体权、个人信息侵权属X2；C养老服务保障体系属B2社会保障（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-ERMO-Q11
BJ-2023-DC-ERMO,11,B,选择题(题肢),X2,升级复判(escc01),中,身体权、个人信息侵权属X2；C养老服务保障体系属B2社会保障（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-ERMO-Q11
BJ-2023-DC-ERMO,11,D,选择题(题肢),X2,升级复判(escc01),中,身体权、个人信息侵权属X2；C养老服务保障体系属B2社会保障（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-ERMO-Q11
BJ-2023-DC-ERMO,12,A,选择题(题肢),X2,首判(c005),中,知识产权维权属法律；融资风险、保护产权激发创新属经济角度（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-ERMO-Q12
BJ-2023-DC-ERMO,12,C,选择题(题肢),X2,首判(c005),中,知识产权维权属法律；融资风险、保护产权激发创新属经济角度（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-ERMO-Q12
BJ-2023-DC-ERMO,12,D,选择题(题肢),X2,首判(c005),中,知识产权维权属法律；融资风险、保护产权激发创新属经济角度（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-ERMO-Q12
BJ-2023-DC-ERMO,13,③,选择题(题肢),X2,首判(c005),中,联合国地位、大国责任属国际政治；良法善治属法治；民事行为能力属法律（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-ERMO-Q13
BJ-2023-DC-ERMO,13,④,选择题(题肢),X2,首判(c005),中,联合国地位、大国责任属国际政治；良法善治属法治；民事行为能力属法律（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-ERMO-Q13
BJ-2023-DC-YIMO,10,A,选择题(题肢),X2,首判(c006),高,名誉权受侵害请求赔礼道歉、侵权责任判断，属法律与生活（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-YIMO-Q10
BJ-2023-DC-YIMO,10,B,选择题(题肢),X2,首判(c006),高,名誉权受侵害请求赔礼道歉、侵权责任判断，属法律与生活（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-YIMO-Q10
BJ-2023-DC-YIMO,10,C,选择题(题肢),X2,首判(c006),高,名誉权受侵害请求赔礼道歉、侵权责任判断，属法律与生活（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-YIMO-Q10
BJ-2023-DC-YIMO,10,D,选择题(题肢),X2,首判(c006),高,名誉权受侵害请求赔礼道歉、侵权责任判断，属法律与生活（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-YIMO-Q10
BJ-2023-DC-YIMO,11,①,选择题(题肢),X2,升级复判(escc01),中,司法职能、诉讼服务属公正司法；人民调解、非诉讼机制属X2；无经济点（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-YIMO-Q11
BJ-2023-DC-YIMO,11,③,选择题(题肢),X2,升级复判(escc01),中,司法职能、诉讼服务属公正司法；人民调解、非诉讼机制属X2；无经济点（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-YIMO-Q11
BJ-2023-DC-YIMO,8,②,选择题(题肢),X2,首判(c006),中,法律促进道德、执法主体属B3；正确肢③第三次分配共同富裕属B2（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-DC-YIMO-Q8
BJ-2023-FT-ERMO,12,①,选择题(题肢),X2,首判(c007),高,居住权、公序良俗、审判监督程序，均为民法与诉讼知识（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-ERMO-Q12
BJ-2023-FT-ERMO,12,②,选择题(题肢),X2,首判(c007),高,居住权、公序良俗、审判监督程序，均为民法与诉讼知识（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-ERMO-Q12
BJ-2023-FT-ERMO,12,③,选择题(题肢),X2,首判(c007),高,居住权、公序良俗、审判监督程序，均为民法与诉讼知识（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-ERMO-Q12
BJ-2023-FT-ERMO,12,④,选择题(题肢),X2,首判(c007),高,居住权、公序良俗、审判监督程序，均为民法与诉讼知识（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-ERMO-Q12
BJ-2023-FT-ERMO,13,A,选择题(题肢),X2,升级复判(escc01),高,劳动争议仲裁前置、离婚不可仲裁、行政诉讼均属X2；卡1明列排除B2（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-ERMO-Q13
BJ-2023-FT-ERMO,13,B,选择题(题肢),X2,升级复判(escc01),高,劳动争议仲裁前置、离婚不可仲裁、行政诉讼均属X2；卡1明列排除B2（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-ERMO-Q13
BJ-2023-FT-ERMO,13,C,选择题(题肢),X2,升级复判(escc01),高,劳动争议仲裁前置、离婚不可仲裁、行政诉讼均属X2；卡1明列排除B2（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-ERMO-Q13
BJ-2023-FT-ERMO,13,D,选择题(题肢),X2,升级复判(escc01),高,劳动争议仲裁前置、离婚不可仲裁、行政诉讼均属X2；卡1明列排除B2（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-ERMO-Q13
BJ-2023-FT-YIMO,13,①,选择题(题肢),X2,升级复判(escc01),中,格式条款、违约与侵权、不可抗力属X2；交易秩序仅判决作用（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-YIMO-Q13
BJ-2023-FT-YIMO,13,②,选择题(题肢),X2,升级复判(escc01),中,格式条款、违约与侵权、不可抗力属X2；交易秩序仅判决作用（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-YIMO-Q13
BJ-2023-FT-YIMO,13,③,选择题(题肢),X2,升级复判(escc01),中,格式条款、违约与侵权、不可抗力属X2；交易秩序仅判决作用（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-YIMO-Q13
BJ-2023-FT-YIMO,13,④,选择题(题肢),X2,升级复判(escc01),中,格式条款、违约与侵权、不可抗力属X2；交易秩序仅判决作用（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-YIMO-Q13
BJ-2023-FT-YIMO,14,①,选择题(题肢),X2,首判(c007),高,著作权、专利权、商标权保护规则（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-YIMO-Q14
BJ-2023-FT-YIMO,14,②,选择题(题肢),X2,首判(c007),高,著作权、专利权、商标权保护规则（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-YIMO-Q14
BJ-2023-FT-YIMO,14,③,选择题(题肢),X2,首判(c007),高,著作权、专利权、商标权保护规则（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-YIMO-Q14
BJ-2023-FT-YIMO,14,④,选择题(题肢),X2,首判(c007),高,著作权、专利权、商标权保护规则（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-FT-YIMO-Q14
BJ-2023-HD-ERMO,14,A,选择题(题肢),X2,首判(c008),中,要约与合同成立、仲裁协议属选必二；正确项政府监管市场秩序属必修二（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-ERMO-Q14
BJ-2023-HD-ERMO,14,B,选择题(题肢),X2,首判(c008),中,要约与合同成立、仲裁协议属选必二；正确项政府监管市场秩序属必修二（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-ERMO-Q14
BJ-2023-HD-ERMO,14,C,选择题(题肢),X2,首判(c008),中,要约与合同成立、仲裁协议属选必二；正确项政府监管市场秩序属必修二（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-ERMO-Q14
BJ-2023-HD-ERMO,15,②,选择题(题肢),X2,升级复判(escc01),高,检察机关职能、司法公正属B3；支持起诉非代替起诉属X2（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-ERMO-Q15
BJ-2023-HD-QIZHONG,11,甲,选择题(题肢),X2,首判(c008),中,黄牛票治理：市场秩序与监管为主；经营者告知义务、消费者权益涉选必二（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-QIZHONG-Q11
BJ-2023-HD-QIZHONG,11,丙,选择题(题肢),X2,首判(c008),中,黄牛票治理：市场秩序与监管为主；经营者告知义务、消费者权益涉选必二（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-QIZHONG-Q11
BJ-2023-HD-YIMO,12,②,选择题(题肢),X2,升级复判(escc01),中,司法保护、督促依法履职属B3；公益诉讼程序属X2；生态仅背景（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-YIMO-Q12
BJ-2023-HD-YIMO,13,①,选择题(题肢),X2,首判(c009),中,姓名权、民事责任属选必二；④检察机关法律监督非监察权属B3；③核心价值观（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-YIMO-Q13
BJ-2023-HD-YIMO,13,②,选择题(题肢),X2,首判(c009),中,姓名权、民事责任属选必二；④检察机关法律监督非监察权属B3；③核心价值观（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-HD-YIMO-Q13
BJ-2023-XC-ERMO,10,①,选择题(题肢),X2,升级复判(escc02),中,诉前禁止令、侵权、诉讼调解属X2；③公正司法属B3；无经济角度（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-ERMO-Q10
BJ-2023-XC-ERMO,10,②,选择题(题肢),X2,升级复判(escc02),中,诉前禁止令、侵权、诉讼调解属X2；③公正司法属B3；无经济角度（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-ERMO-Q10
BJ-2023-XC-ERMO,10,④,选择题(题肢),X2,升级复判(escc02),中,诉前禁止令、侵权、诉讼调解属X2；③公正司法属B3；无经济角度（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-ERMO-Q10
BJ-2023-XC-ERMO,11,①,选择题(题肢),X2,首判(c010),中,著作权侵权/人身权/保护期属X2；③保护产权激励创新有B2角度（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-ERMO-Q11
BJ-2023-XC-ERMO,11,②,选择题(题肢),X2,首判(c010),中,著作权侵权/人身权/保护期属X2；③保护产权激励创新有B2角度（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-ERMO-Q11
BJ-2023-XC-ERMO,11,③,选择题(题肢),X2,首判(c010),中,著作权侵权/人身权/保护期属X2；③保护产权激励创新有B2角度（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-ERMO-Q11
BJ-2023-XC-ERMO,11,④,选择题(题肢),X2,首判(c010),中,著作权侵权/人身权/保护期属X2；③保护产权激励创新有B2角度（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-ERMO-Q11
BJ-2023-XC-YIMO,14,①,选择题(题肢),X2,首判(c011),中,名誉权、管辖、举证责任属法律与生活；③公民监督权涉必修三（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-YIMO-Q14
BJ-2023-XC-YIMO,14,②,选择题(题肢),X2,首判(c011),中,名誉权、管辖、举证责任属法律与生活；③公民监督权涉必修三（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-YIMO-Q14
BJ-2023-XC-YIMO,14,③,选择题(题肢),X2,首判(c011),中,名誉权、管辖、举证责任属法律与生活；③公民监督权涉必修三（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-YIMO-Q14
BJ-2023-XC-YIMO,14,④,选择题(题肢),X2,首判(c011),中,名誉权、管辖、举证责任属法律与生活；③公民监督权涉必修三（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-YIMO-Q14
BJ-2023-XC-YIMO,15,A,选择题(题肢),X2,首判(c011),高,合同效力、违约责任、立案登记，均为法律与生活（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-YIMO-Q15
BJ-2023-XC-YIMO,15,B,选择题(题肢),X2,首判(c011),高,合同效力、违约责任、立案登记，均为法律与生活（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-YIMO-Q15
BJ-2023-XC-YIMO,15,C,选择题(题肢),X2,首判(c011),高,合同效力、违约责任、立案登记，均为法律与生活（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-YIMO-Q15
BJ-2023-XC-YIMO,15,D,选择题(题肢),X2,首判(c011),高,合同效力、违约责任、立案登记，均为法律与生活（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2023-XC-YIMO-Q15
BJ-2024-CY-ERMO,10,B,选择题(题肢),X2,首判(c012),中,政府服务效能、职能转变、居民决策权属B3；B肢相邻不动产权利涉X2（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-CY-ERMO-Q10
BJ-2024-DC-ERMO,6,A,选择题(题肢),X2,升级复判(escc02),中,正确项创新思维属MI；A/B司法救助、法律援助属B3/X2；D企业治理属B2（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-DC-ERMO-Q6
BJ-2024-DC-ERMO,6,B,选择题(题肢),X2,升级复判(escc02),中,正确项创新思维属MI；A/B司法救助、法律援助属B3/X2；D企业治理属B2（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-DC-ERMO-Q6
BJ-2024-FT-YIMO,12,④,选择题(题肢),X2,首判(c017),中,民营经济、要素市场化、国民经济控制力属必修二；④知识产权惩罚性赔偿涉选必二（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-FT-YIMO-Q12
BJ-2024-HD-ERMO,7,③,选择题(题肢),X2,首判(c018),中,人大立法权、行政复议非司法、法治政府属B3；多元纠纷解决可用X2（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-HD-ERMO-Q7
BJ-2024-HD-QIZHONG,10,③,选择题(题肢),X2,升级复判(escc02),中,多元共治、科学立法属B3；③④诉讼与侵权责任属X2；无经济角度（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-HD-QIZHONG-Q10
BJ-2024-HD-QIZHONG,10,④,选择题(题肢),X2,升级复判(escc02),中,多元共治、科学立法属B3；③④诉讼与侵权责任属X2；无经济角度（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-HD-QIZHONG-Q10
BJ-2024-HD-QIZHONG,10,③,选择题(题肢),X2,升级复判(escc03),中,多方参与治理、立法关注特殊群体属B3；③④诉讼对象与责任需X2；无经济考点（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-HD-QIZHONG-Q10
BJ-2024-HD-QIZHONG,10,④,选择题(题肢),X2,升级复判(escc03),中,多方参与治理、立法关注特殊群体属B3；③④诉讼对象与责任需X2；无经济考点（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-HD-QIZHONG-Q10
BJ-2024-SJS-YIMO,7,①,选择题(题肢),X2,首判(c021),中,概念外延关系属推理；各肢须用财产权/国体政体/主要矛盾/领土知识（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-SJS-YIMO-Q7
BJ-2024-SY-ERMO,6,A,选择题(题肢),X2,首判(c021),中,划分、条件关系、复合判断、排中律属推理；A须知法定继承子女范围（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-SY-ERMO-Q6
BJ-2024-SY-ERMO,8,C,选择题(题肢),X2,首判(c022),中,答案B法治政府与检察监督属B3；C公诉、D诉讼调解需诉讼程序知识（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-SY-ERMO-Q8
BJ-2024-SY-ERMO,8,D,选择题(题肢),X2,首判(c022),中,答案B法治政府与检察监督属B3；C公诉、D诉讼调解需诉讼程序知识（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-SY-ERMO-Q8
BJ-2025-CY-ERMO,13,D,选择题(题肢),X2,金标(gold_final),中,社会信用体系、市场调节、信贷融资；D信用信息使用涉信息保护（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-CY-ERMO-Q13
BJ-2025-DC-YIMO,9,A,选择题(题肢),X2,首判(c029),高,行政执法监督、法治政府、保护相对人权益；A行政诉讼涉选必二（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-DC-YIMO-Q9
BJ-2025-HD-YIMO,11,①,选择题(题肢),X2,首判(c035),中,合伙企业、有限公司、营利法人属选必二创业；①企业所得税涉必修二税收（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-HD-YIMO-Q11
BJ-2025-HD-YIMO,11,②,选择题(题肢),X2,首判(c035),中,合伙企业、有限公司、营利法人属选必二创业；①企业所得税涉必修二税收（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-HD-YIMO-Q11
BJ-2025-HD-YIMO,11,③,选择题(题肢),X2,首判(c035),中,合伙企业、有限公司、营利法人属选必二创业；①企业所得税涉必修二税收（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-HD-YIMO-Q11
BJ-2025-HD-YIMO,11,④,选择题(题肢),X2,首判(c035),中,合伙企业、有限公司、营利法人属选必二创业；①企业所得税涉必修二税收（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-HD-YIMO-Q11
BJ-2025-SJS-YIMO,10,②,选择题(题肢),X2,首判(c036),中,农村土地制度与收入属经济；①上层建筑辨析属哲学；②土地权利涉法律（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-SJS-YIMO-Q10
BJ-2025-XC-YIMO,9,A,选择题(题肢),X2,首判(c039),中,严格执法、公正司法、保障行政相对人权益属B3；民事纠纷、行政复议涉X2（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-XC-YIMO-Q9
BJ-2025-XC-YIMO,9,B,选择题(题肢),X2,首判(c039),中,严格执法、公正司法、保障行政相对人权益属B3；民事纠纷、行政复议涉X2（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-XC-YIMO-Q9
BJ-2026-CP-ERMO,10,A,选择题(题肢),X2,首判(c041),高,土地流转合同要约、不可抗力、违约责任、合同效力（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q10
BJ-2026-CP-ERMO,10,B,选择题(题肢),X2,首判(c041),高,土地流转合同要约、不可抗力、违约责任、合同效力（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q10
BJ-2026-CP-ERMO,10,C,选择题(题肢),X2,首判(c041),高,土地流转合同要约、不可抗力、违约责任、合同效力（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q10
BJ-2026-CP-ERMO,10,D,选择题(题肢),X2,首判(c041),高,土地流转合同要约、不可抗力、违约责任、合同效力（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q10
BJ-2026-CP-ERMO,11,A,选择题(题肢),X2,首判(c041),高,劳动仲裁调解、人民调解、行政调解、调解后诉权（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q11
BJ-2026-CP-ERMO,11,B,选择题(题肢),X2,首判(c041),高,劳动仲裁调解、人民调解、行政调解、调解后诉权（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q11
BJ-2026-CP-ERMO,11,C,选择题(题肢),X2,首判(c041),高,劳动仲裁调解、人民调解、行政调解、调解后诉权（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q11
BJ-2026-CP-ERMO,11,D,选择题(题肢),X2,首判(c041),高,劳动仲裁调解、人民调解、行政调解、调解后诉权（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q11
BJ-2026-CP-QIMO,10,A,选择题(题肢),X2,首判(c042),高,遗嘱形式效力、必留份、遗赠扶养协议属法律与生活（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q10
BJ-2026-CP-QIMO,10,B,选择题(题肢),X2,首判(c042),高,遗嘱形式效力、必留份、遗赠扶养协议属法律与生活（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q10
BJ-2026-CP-QIMO,10,C,选择题(题肢),X2,首判(c042),高,遗嘱形式效力、必留份、遗赠扶养协议属法律与生活（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q10
BJ-2026-CP-QIMO,10,D,选择题(题肢),X2,首判(c042),高,遗嘱形式效力、必留份、遗赠扶养协议属法律与生活（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q10
