类别,卷,届别标签,题号_小问,题型,主或跨,证据状态,判定来源,conf,why,unit_id,备注
漏收,BJ-2025-XC-QIMO,2025西城期末,16,主观题,跨,完整题-有E1,金标(gold_final),低,裁定：题面缺，设问点名册不可知；E1(1)文化传承与文化产业、(2)资源配置与政务公开，三册均跨,BJ-2025-XC-QIMO-Q16,
漏收,BJ-2026-BJ-GAOKAO,2026北京高考,16,主观题,主,收-具名例外,首判(s041),中,设问点名哲学与文化；细则文化4分+实践认识4分，替换含创新思维综合思维,BJ-2026-BJ-GAOKAO-Q16,
漏收,BJ-2026-BJ-GAOKAO,2026北京高考,19,主观题,跨,收-具名例外,首判(s041),中,综合法治知识；细则消费者权益、商标反不正当竞争维护市场秩序、法治德治、传统文化,BJ-2026-BJ-GAOKAO-Q19,
漏收,BJ-2026-BJ-GAOKAO,2026北京高考,21,主观题,跨,收-具名例外,升级复判(escs05),低,细则实践与认识、创新思维、马克思主义中国化；党的先进性仅材料,BJ-2026-BJ-GAOKAO-Q21,
漏收,BJ-2026-CP-ERMO,2026昌平二模,1,选择题,跨,完整题-选择题照收,首判(c041),中,①党的领导根本保证属B3；②④新时代/中国梦表述属B1；③文化,BJ-2026-CP-ERMO-Q1,
漏收,BJ-2026-CP-ERMO,2026昌平二模,14,选择题,跨,完整题-选择题照收,首判(c042),中,①科技创新产业链升级属经济；②中华文化走出去属文化；国际竞争涉国际经济,BJ-2026-CP-ERMO-Q14,
漏收,BJ-2026-CP-ERMO,2026昌平二模,16,主观题,主,完整题-有E1,首判(s041),高,设问点名哲学与文化；细则联系矛盾辩证否定群众观点+守正创新、经济政治决定文化,BJ-2026-CP-ERMO-Q16,
漏收,BJ-2026-CP-ERMO,2026昌平二模,4,选择题,主,完整题-选择题照收,首判(c041),中,②辩证否定属哲学；③中华文明生命力、④文化发展决定因素属文化,BJ-2026-CP-ERMO-Q4,
漏收,BJ-2026-CP-QIMO,2026昌平期末,1,选择题,主,完整题-选择题照收,首判(c042),中,正确肢②④革命文化、理想信念属文化；①社会主义制度确立属必修一,BJ-2026-CP-QIMO-Q1,
漏收,BJ-2026-CP-QIMO,2026昌平期末,16,主观题,主,完整题-有E1,首判(s042),高,设问点名哲学与文化；细则必答传承优秀传统文化，哲学角度最多两点,BJ-2026-CP-QIMO-Q16,
漏收,BJ-2026-CP-QIMO,2026昌平期末,3,选择题,跨,完整题-选择题照收,升级复判(escc04),中,①最高价值标准②主要矛盾③联系客观性属哲学；④政府治理文化,BJ-2026-CP-QIMO-Q3,
漏收,BJ-2026-CP-QIMO,2026昌平期末,4,选择题,主,完整题-选择题照收,首判(c042),中,①价值与需要、②新旧事物属哲学；③④传统文化、文化与经济交融,BJ-2026-CP-QIMO-Q4,
漏收,BJ-2026-CY-QIMO,2026朝阳期末,4,选择题,跨,完整题-选择题照收,首判(c043),中,A-C考意识与物质、联系客观性；D中华文化审美理念需文化知识,BJ-2026-CY-QIMO-Q4,
漏收,BJ-2026-DC-YIMO,2026东城一模,3,选择题,跨,完整题-选择题照收,升级复判(escc04),低,①讲好中国故事④突破条件限制；教育对外开放是否算选必一存疑,BJ-2026-DC-YIMO-Q3,
漏收,BJ-2026-FS-ERMO,2026房山二模,17,主观题,跨,完整题-有E1,首判(s049),中,运用法治知识；细则涉外立法、公正司法属B3；调解仲裁诉讼多元解纷属X2；以和为贵,BJ-2026-FS-ERMO-Q17,
漏收,BJ-2026-FT-ERMO,2026丰台二模,4,选择题,跨,完整题-选择题照收,升级复判(escc04),中,价值关系、整体与部分、矛盾普遍性特殊性；②古人智慧或涉文化,BJ-2026-FT-ERMO-Q4,
漏收,BJ-2026-SY-YIMO,2026顺义一模,2,选择题,跨,完整题-选择题照收,首判(c056),中,共性个性、意识能动性；外延关系；B肢文化创新,BJ-2026-SY-YIMO-Q2,
漏收,BJ-2023-HD-YIMO,2023海淀一模,20(2),主观题,主,完整题-有E1（题库回溯确认，2026-09-24 归属表返修）,首判(s011),中,设问点名文化；传承革命文化、文化自信等；细则正文未转写,BJ-2023-HD-YIMO-Q20#2,待核证据转正：bank.py get 已定位正式评分材料/rubric_status已匹配
漏收,BJ-2024-FT-YIMO,2024丰台一模,17,主观题,跨,完整题-有E1（题库回溯确认，2026-09-24 归属表返修）,首判(s019),中,点名法律与生活，侵权好意同乘；现实意义含保障公正司法(B3)、核心价值观(CU),BJ-2024-FT-YIMO-Q17,待核证据转正：bank.py get 已定位正式评分材料/rubric_status已匹配
漏收,BJ-2024-HD-ERMO,2024海淀二模,21,主观题,跨,完整题-有E1（题库回溯确认，2026-09-24 归属表返修）,升级复判(escs02),低,综合运用：新质生产力等B2、社会治理B3、创新文化CU；细则未见,BJ-2024-HD-ERMO-Q21,待核证据转正：bank.py get 已定位正式评分材料/rubric_status已匹配
漏收,BJ-2024-HD-YIMO,2024海淀一模,20,主观题,跨,完整题-有E1（题库回溯确认，2026-09-24 归属表返修）,升级复判(escs03),低,未点名册；红色资源革命文化属文化，党史教育涉党建/党史，细则无角度,BJ-2024-HD-YIMO-Q20,待核证据转正：bank.py get 已定位正式评分材料/rubric_status已匹配
漏收,BJ-2025-HD-ERMO,2025海淀二模,18,主观题,跨,完整题-有E1（题库回溯确认，2026-09-24 归属表返修）,首判(s036),中,回避、证据、商标权、诚信原则属X2；⑧可填市场秩序、⑨公正司法/传统美德,BJ-2025-HD-ERMO-Q18,待核证据转正：bank.py get 已定位正式评分材料/rubric_status已匹配
漏收,BJ-2025-SY-YIMO,2025顺义一模,20,主观题,跨,完整题-有E1（题库回溯确认，2026-09-24 归属表返修）,首判(s038),中,点名当代国际政治与经济；细则含发展开放型经济、传播中华文化文明互鉴角度,BJ-2025-SY-YIMO-Q20,待核证据转正：bank.py get 已定位正式评分材料/rubric_status已匹配
待核证据,BJ-2026-SY-ERMO,2026顺义二模,21,主观题,跨,待裁决-证据未核实,升级复判(escs07),中,同卷评标第21题段：文化、党的领导、哲学与科学思维、国家性质；B2存疑,BJ-2026-SY-ERMO-Q21,待核证据仍待核：bank.py 显示存在候选/存在冲突，未确认匹配
待核证据,BJ-2026-TZ-YIMO,2026通州一模,21,主观题,跨,待裁决-证据未核实,升级复判(escs07),低,综合运用：实干(实践观)、党员干部政绩观与河长制、民生；无细则,BJ-2026-TZ-YIMO-Q21,待核证据仍待核：bank.py 显示存在候选/存在冲突，未确认匹配
漏收,BJ-2025-FS-YIMO,2025房山一模,20,主观题,跨,完整题-有E1,升级复判(escs04),低,Q20无小问；细则主观能动性发展观价值观＋民族精神＋复兴,BJ-2025-FS-YIMO-Q20,OCR误切合并：questions.csv 仅 ocr_candidate 变体带 subq_hint，native/visual_checked 均无小问标注；书稿题面原文核对该题实为单问，原 2 条小问级候选（BJ-2025-FS-YIMO-Q20#2、BJ-2025-FS-YIMO-Q20#3）合并为整题
漏收,BJ-2025-FT-QIMO,2025丰台期末,19,主观题,跨,完整题-有E1,首判(s035),中,设问点名《法律与生活》，劳动合同解除；细则另有敬业核心价值观1分,BJ-2025-FT-QIMO-Q19,OCR误切合并：questions.csv 仅 ocr_candidate 变体带 subq_hint，native/visual_checked 均无小问标注；书稿题面原文核对该题实为单问，原 1 条小问级候选（BJ-2025-FT-QIMO-Q19#1）合并为整题
漏收,BJ-2024-HD-ERMO,2024海淀二模,19,主观题,跨,完整题-有E1（题库回溯确认，2026-09-24 归属表返修）,首判(s021),中,该题只有一问（6分），(1)(2)是材料里的诉讼请求而非小问；点名法律与生活，细则遗赠扶养协议、公序良俗诚信、传统美德/核心价值观2分角度,BJ-2024-HD-ERMO-Q19,假小问合并：原按19(1)/19(2)误列2行，现合并为整题（2026-09-24二次返修）
