类别,卷,届别标签,题号_小问,题型,主或跨,证据状态,判定来源,conf,why,unit_id,备注
漏收,BJ-2023-CY-YIMO,2023朝阳一模,8,选择题,跨,完整题-选择题照收,首判(c004),中,科学思维客观性、创新能力属思维；如实反映、违背规律涉PH,BJ-2023-CY-YIMO-Q8,
漏收,BJ-2023-DC-ERMO,2023东城二模,1,选择题,跨,完整题-选择题照收,升级复判(escc01),中,中国式现代化、科学社会主义、道路多样性属B1；卡1列道路多样性排除B2,BJ-2023-DC-ERMO-Q1,
漏收,BJ-2023-DC-ERMO,2023东城二模,14,选择题,主,完整题-选择题照收,首判(c005),中,意识能动作用、整体与部分属哲学；辩证思维属思维；归纳推理属推理,BJ-2023-DC-ERMO-Q14,
漏收,BJ-2023-DC-ERMO,2023东城二模,16,主观题,跨,完整题-有E1,首判(s005),中,E1角度核心价值观、先进文化、精神文明属CU；设问含哲学,BJ-2023-DC-ERMO-Q16,
漏收,BJ-2023-DC-ERMO,2023东城二模,2,选择题,跨,完整题-选择题照收,升级复判(escc01),中,传统文化基因、文明观属CU；物质生产基础属PH；无经济知识点,BJ-2023-DC-ERMO-Q2,
漏收,BJ-2023-DC-ERMO,2023东城二模,21,主观题,主,完整题-有E1,首判(s006),中,综合运用所学；细则角度党的先进性(B3)、实事求是、群众路线、实践(PH),BJ-2023-DC-ERMO-Q21,
漏收,BJ-2023-DC-YIMO,2023东城一模,1,选择题,主,完整题-选择题照收,升级复判(escc01),低,主要矛盾、总体趋势属PH；战略思维可涉思维书；①党的领导,BJ-2023-DC-YIMO-Q1,
漏收,BJ-2023-DC-YIMO,2023东城一模,13,选择题,主,完整题-选择题照收,首判(c006),中,利弊转化、辩证否定属哲学；超前思维涉思维；④立法规范属B3,BJ-2023-DC-YIMO-Q13,
漏收,BJ-2023-DC-YIMO,2023东城一模,16,主观题,主,完整题-有E1,首判(s006),中,点名《哲学与文化》；细则角度审美意识、价值观(PH)、优秀传统文化(CU),BJ-2023-DC-YIMO-Q16,
漏收,BJ-2023-DC-YIMO,2023东城一模,2,选择题,主,完整题-选择题照收,升级复判(escc01),中,主客观统一、意识作用、建立联系属PH；京津冀仅背景,BJ-2023-DC-YIMO-Q2,
漏收,BJ-2023-DC-YIMO,2023东城一模,21,主观题,跨,完整题-有E1,首判(s007),高,细则角度：中国共产党的领导(B3)、主观能动性与实践观(PH),BJ-2023-DC-YIMO-Q21,
漏收,BJ-2023-DC-YIMO,2023东城一模,3,选择题,主,完整题-选择题照收,升级复判(escc01),中,正逆思维属思维书；同一性斗争性、合规律合目的属PH；绿色低碳仅背景,BJ-2023-DC-YIMO-Q3,
漏收,BJ-2023-FT-ERMO,2023丰台二模,1,选择题,主,完整题-选择题照收,升级复判(escc01),中,历史规律与人的主动性属唯物史观；②④制度保障、科学社会主义属B1,BJ-2023-FT-ERMO-Q1,
漏收,BJ-2023-FT-ERMO,2023丰台二模,10,选择题,跨,完整题-选择题照收,首判(c007),中,民族区域自治权、民族团结属政治；生产关系属哲学；文化发展涉文化,BJ-2023-FT-ERMO-Q10,
漏收,BJ-2023-FT-ERMO,2023丰台二模,3,选择题,主,完整题-选择题照收,首判(c006),高,意识主客观统一、人生价值属哲学；传统/革命文化、民族精神属文化,BJ-2023-FT-ERMO-Q3,
漏收,BJ-2023-FT-ERMO,2023丰台二模,6,选择题,主,完整题-选择题照收,首判(c006),中,系统思维、量变属哲学思维；正确肢含需求牵引供给、市场作用经济角度,BJ-2023-FT-ERMO-Q6,
漏收,BJ-2023-FT-ERMO,2023丰台二模,9,选择题,跨,完整题-选择题照收,首判(c007),中,乡村产业振兴、比较优势属经济；②联系观点、因地制宜涉哲学,BJ-2023-FT-ERMO-Q9,
漏收,BJ-2023-FT-YIMO,2023丰台一模,5,选择题,跨,完整题-选择题照收,首判(c007),中,文艺作品源于实践、弘扬主旋律、时代精神属文化；实践观涉哲学,BJ-2023-FT-YIMO-Q5,
漏收,BJ-2023-FT-YIMO,2023丰台一模,6,选择题,跨,完整题-选择题照收,升级复判(escc01),中,中华文化基因属CU；②认识源泉、④认识发展属PH,BJ-2023-FT-YIMO-Q6,
漏收,BJ-2023-FT-YIMO,2023丰台一模,7,选择题,主,完整题-选择题照收,首判(c007),中,联系客观性、实践延伸认识器官属哲学；④充分条件属推理,BJ-2023-FT-YIMO-Q7,
漏收,BJ-2023-FT-YIMO,2023丰台一模,8,选择题,跨,完整题-选择题照收,金标(gold_final),中,裁定：正确项D人才评价制度助科技攻关属B2为主；C突破条件、抓重点是哲学条件与重点论，归PH,BJ-2023-FT-YIMO-Q8,
漏收,BJ-2023-HD-ERMO,2023海淀二模,1,选择题,跨,完整题-选择题照收,首判(c007),中,党的奋斗历程、坚持中国特色社会主义属必修一；社会规律、经验涉哲学,BJ-2023-HD-ERMO-Q1,
漏收,BJ-2023-HD-ERMO,2023海淀二模,11,选择题,主,完整题-选择题照收,首判(c008),中,调查研究：群众观点/实践与认识属哲学；质询权、党的宗旨属必修三,BJ-2023-HD-ERMO-Q11,
漏收,BJ-2023-HD-ERMO,2023海淀二模,18,主观题,跨,完整题-有E1,升级复判(escs01),高,点名哲学与文化；细则为文化继承交融、联系综合创新、人民立场；无经济角度,BJ-2023-HD-ERMO-Q18,
漏收,BJ-2023-HD-ERMO,2023海淀二模,2,选择题,跨,完整题-选择题照收,首判(c007),中,正确项挖掘民族文化资源属文化；辩证否定、新事物、意识属哲学,BJ-2023-HD-ERMO-Q2,
漏收,BJ-2023-HD-ERMO,2023海淀二模,20(2),主观题,主,完整题-有E1,升级复判(escs01),高,第2问哲学角度；细则为规律、实践认识、发展矛盾、群众主体四维,BJ-2023-HD-ERMO-Q20#2,
漏收,BJ-2023-HD-ERMO,2023海淀二模,21(2),主观题,跨,完整题-有E1,首判(s009),中,综合运用所学；细则和平发展4分、实际出发与矛盾、文化交流交融、习思想,BJ-2023-HD-ERMO-Q21#2,
漏收,BJ-2023-HD-ERMO,2023海淀二模,3,选择题,主,完整题-选择题照收,首判(c007),中,从实际出发、矛盾主要方面、整体部分、系统观念,BJ-2023-HD-ERMO-Q3,
漏收,BJ-2023-HD-ERMO,2023海淀二模,6,选择题,跨,完整题-选择题照收,首判(c007),中,民营经济地位、政府支持民企属经济；主观能动性属哲学,BJ-2023-HD-ERMO-Q6,
漏收,BJ-2023-HD-ERMO,2023海淀二模,7,选择题,跨,完整题-选择题照收,升级复判(escc01),中,共建共治共享、执法主体属B3；同一性斗争性属PH；无经济点,BJ-2023-HD-ERMO-Q7,
漏收,BJ-2023-HD-YIMO,2023海淀一模,5,选择题,主,完整题-选择题照收,升级复判(escc01),低,必然性、前进曲折、意识与现实属PH；D工具性价值性归属拿不准,BJ-2023-HD-YIMO-Q5,
漏收,BJ-2023-HD-YIMO,2023海淀一模,6,选择题,主,完整题-选择题照收,首判(c009),中,认识完整性、无限性属认识论；②科学思维透过现象把握本质可用思维书,BJ-2023-HD-YIMO-Q6,
漏收,BJ-2023-XC-ERMO,2023西城二模,1,选择题,跨,完整题-选择题照收,首判(c009),中,转移支付属财政、再分配、区域协调；④点名辩证思维方法，兼矛盾观,BJ-2023-XC-ERMO-Q1,
漏收,BJ-2023-XC-ERMO,2023西城二模,13,选择题,跨,完整题-选择题照收,首判(c010),中,逆向思维、创新思维特征、灵感跨越性；①相反相成兼哲学矛盾；缺答案键,BJ-2023-XC-ERMO-Q13,
漏收,BJ-2023-XC-ERMO,2023西城二模,17,主观题,跨,完整题-有E1,升级复判(escs01),中,细则三角度：文化需求、人民主体地位、地方特色；无经济得分角度,BJ-2023-XC-ERMO-Q17,
漏收,BJ-2023-XC-ERMO,2023西城二模,21(1),主观题,跨,完整题-有E1,首判(s011),中,设问点名超前思维；细则③矛盾分析、立足实践、把握规律属哲学,BJ-2023-XC-ERMO-Q21#1,
漏收,BJ-2023-XC-ERMO,2023西城二模,21(2),主观题,主,完整题-有E1,首判(s012),高,设问点名哲学；细则联系、发展、矛盾、实事求是角度,BJ-2023-XC-ERMO-Q21#2,
漏收,BJ-2023-XC-ERMO,2023西城二模,4,选择题,主,完整题-选择题照收,首判(c009),中,实践社会历史性、两点论、社会基本矛盾属哲学；④民主立法属B3,BJ-2023-XC-ERMO-Q4,
漏收,BJ-2023-XC-ERMO,2023西城二模,5,选择题,主,完整题-选择题照收,升级复判(escc02),中,意识反映、联系观点、矛盾相对性均为哲学；经济仅作背景词,BJ-2023-XC-ERMO-Q5,
漏收,BJ-2023-XC-YIMO,2023西城一模,13,选择题,跨,完整题-选择题照收,首判(c011),中,发散/逆向/联想思维属思维；B价值评价选择属哲学,BJ-2023-XC-YIMO-Q13,
漏收,BJ-2023-XC-YIMO,2023西城一模,16,主观题,主,完整题-有E1,首判(s012),高,设问点名哲学；细则唯物论辩证法认识论价值观角度,BJ-2023-XC-YIMO-Q16,
漏收,BJ-2023-XC-YIMO,2023西城一模,2,选择题,主,完整题-选择题照收,首判(c010),高,意识本质、量变质变、辩证否定、意识能动性，纯哲学,BJ-2023-XC-YIMO-Q2,
漏收,BJ-2023-XC-YIMO,2023西城一模,21(3),主观题,主,完整题-有E1,首判(s013),高,综合运用所学；细则列哲学(社会意识/矛盾特殊性/内外因)、文化(民族精神/文化自信)、中特必由之路,BJ-2023-XC-YIMO-Q21#3,
漏收,BJ-2023-XC-YIMO,2023西城一模,3,选择题,主,完整题-选择题照收,首判(c010),高,社会意识相对独立、人的价值、劳动与幸福、价值实现，哲学,BJ-2023-XC-YIMO-Q3,
漏收,BJ-2024-BJ-GAOKAO,2024北京高考,18(2),主观题,跨,完整题-有E1,升级复判(escs01),中,点名经济与社会；细则为人才科技、政府作用、市场决定性作用，理由含理论指导实践,BJ-2024-BJ-GAOKAO-Q18#2,
漏收,BJ-2024-CY-ERMO,2024朝阳二模,19(3),主观题,跨,完整题-有E1,升级复判(escs02),低,传统文化赋予现代化底蕴属CU；或用发展观、现代化特征；推理无角度,BJ-2024-CY-ERMO-Q19#3,
漏收,BJ-2024-CY-YIMO,2024朝阳一模,2,选择题,跨,完整题-选择题照收,首判(c013),中,答案C新质生产力属经济；A消除界限、D发展顶峰为哲学类错肢,BJ-2024-CY-YIMO-Q2,
漏收,BJ-2024-CY-YIMO,2024朝阳一模,8,选择题,跨,完整题-选择题照收,首判(c014),中,①法治社会④政府以人民为中心属B3；③推广借鉴涉普遍性特殊性,BJ-2024-CY-YIMO-Q8,
漏收,BJ-2024-DC-ERMO,2024东城二模,11,选择题,跨,完整题-选择题照收,首判(c015),中,A属种关系为推理；定性分析、一分为二、辩证分析属思维，C兼涉哲学,BJ-2024-DC-ERMO-Q11,
漏收,BJ-2024-DC-ERMO,2024东城二模,18(1),主观题,跨,完整题-有E1,升级复判(escs02),低,设问点名《政治与法治》；整体加分或含系统观，劳动监督或涉X2,BJ-2024-DC-ERMO-Q18#1,
漏收,BJ-2024-DC-YIMO,2024东城一模,2,选择题,跨,完整题-选择题照收,首判(c015),中,文旅融合、公共文化服务，属文化；①地区特征可用矛盾特殊性,BJ-2024-DC-YIMO-Q2,
漏收,BJ-2024-FT-ERMO,2024丰台二模,21,主观题,主,完整题-有E1,首判(s019),中,细则写哲学及中特两模块：联系整体部分量变质变；中国梦归B1；民族精神价值观涉CU,BJ-2024-FT-ERMO-Q21,
漏收,BJ-2024-HD-ERMO,2024海淀二模,3,选择题,跨,完整题-选择题照收,金标(gold_final),中,文化交流与创新、民族性；①认识来源属哲学认识论,BJ-2024-HD-ERMO-Q3,
漏收,BJ-2024-SJS-YIMO,2024石景山一模,7,选择题,跨,完整题-选择题照收,首判(c021),中,概念外延关系属推理；各肢须用财产权/国体政体/主要矛盾/领土知识,BJ-2024-SJS-YIMO-Q7,
漏收,BJ-2024-SY-ERMO,2024顺义二模,1,选择题,跨,完整题-选择题照收,升级复判(escc02),低,科学社会主义属B1；③历史与现实联系、历史文化基础涉PH/CU,BJ-2024-SY-ERMO-Q1,
漏收,BJ-2024-SY-ERMO,2024顺义二模,17,主观题,跨,收-具名例外,首判(s024),中,答案物权平等保护属法律与生活；保护产权激发创新、市场经济基石属经济；生产关系调整,BJ-2024-SY-ERMO-Q17,
漏收,BJ-2024-SY-ERMO,2024顺义二模,19(2),主观题,跨,收-具名例外,首判(s024),中,点名政治与法治、国际政经；答案政府职责、以人民为中心、国际竞争实质、生产力决定作用,BJ-2024-SY-ERMO-Q19#2,
漏收,BJ-2024-XC-ERMO,2024西城二模,17,主观题,跨,完整题-有E1,首判(s024),中,细则角度：国际竞争、多极化、全球化；高质量发展创新发展；生产力与生产关系；马克思主义中国化,BJ-2024-XC-ERMO-Q17,
漏收,BJ-2024-XC-ERMO,2024西城二模,9,选择题,跨,完整题-选择题照收,首判(c022),中,答案B内容创新价值引领属文化；C技术支配人的说法需哲学辨析，PH角度弱,BJ-2024-XC-ERMO-Q9,
漏收,BJ-2024-XC-YIMO,2024西城一模,1,选择题,跨,完整题-选择题照收,首判(c023),中,中国方案、全球治理、中国梦与世界相通属国际；①马克思主义原理,BJ-2024-XC-YIMO-Q1,
漏收,BJ-2025-DC-YIMO,2025东城一模,1,选择题,跨,完整题-选择题照收,首判(c029),中,①党的全面领导②人民根本力量属必修三；③必由之路④改革开放属必修一,BJ-2025-DC-YIMO-Q1,
漏收,BJ-2025-FS-YIMO,2025房山一模,9,选择题,跨,完整题-选择题照收,首判(c030),中,党以人民为中心、自我革命巩固执政地位、政府依法行政辨析属必修三；④一手材料涉认识论,BJ-2025-FS-YIMO-Q9,
漏收,BJ-2025-FT-ERMO,2025丰台二模,21,主观题,主,完整题-有E1,首判(s034),中,答案：唯物论辩证法、党的领导、对外开放；材料全面从严治党、基层治理可用B3,BJ-2025-FT-ERMO-Q21,
漏收,BJ-2025-HD-ERMO,2025海淀二模,1,选择题,跨,完整题-选择题照收,首判(c033),中,规划指导经济与民生属B2；②党的领导属B3；④现代化目标步骤属B1,BJ-2025-HD-ERMO-Q1,
漏收,BJ-2025-HD-ERMO,2025海淀二模,12,选择题,跨,完整题-选择题照收,首判(c034),中,①②新事物与矛盾；④超前思维；耐心资本风险收益属经济,BJ-2025-HD-ERMO-Q12,
漏收,BJ-2025-HD-ERMO,2025海淀二模,20,主观题,跨,完整题-有E1,首判(s036),中,设问点名辩证思维，细则分析综合/质量互变/辩证否定；矛盾分析法最多2分,BJ-2025-HD-ERMO-Q20,
漏收,BJ-2025-HD-ERMO,2025海淀二模,3,选择题,跨,完整题-选择题照收,金标(gold_final),中,①党建引领基层治理②基层群众自治属政治；④统一方案违因地制宜；无答案键,BJ-2025-HD-ERMO-Q3,
漏收,BJ-2025-HD-QIMO,2025海淀期末,18,主观题,跨,完整题-有E1,升级复判(escs04),低,题面缺失；所配细则段为运用哲学观点看技术恐惧且注西城期末，存疑,BJ-2025-HD-QIMO-Q18,
漏收,BJ-2025-HD-YIMO,2025海淀一模,6,选择题,跨,完整题-选择题照收,首判(c035),高,联想、逆向思维、思维情感性想象性属思维；②辩证否定属哲学,BJ-2025-HD-YIMO-Q6,
漏收,BJ-2025-SJS-YIMO,2025石景山一模,7,选择题,跨,完整题-选择题照收,金标(gold_final),低,裁定：题肢缺；传统产业顺应消费趋向创新，经济、哲学、创新思维均可能，拿不准一并标跨,BJ-2025-SJS-YIMO-Q7,
漏收,BJ-2025-SY-YIMO,2025顺义一模,2,选择题,跨,完整题-选择题照收,首判(c036),中,社区治理与居民参与属必修三；①创新发展属经济；②因地制宜涉哲学,BJ-2025-SY-YIMO-Q2,
漏收,BJ-2025-XC-YIMO,2025西城一模,8,选择题,跨,完整题-选择题照收,首判(c039),中,政务服务效能、公民义务属B3；宏观调控市场监管属B2；图缺,BJ-2025-XC-YIMO-Q8,
漏收,BJ-2025-YQ-YIMO,2025延庆一模,13,选择题,跨,完整题-选择题照收,首判(c040),中,消费场景、供需、竞争属经济；④协同效应整体性兼有哲学整体部分角度；答案缺失,BJ-2025-YQ-YIMO-Q13,
漏收,BJ-2025-YQ-YIMO,2025延庆一模,6,选择题,跨,完整题-选择题照收,首判(c040),中,①类比推理；②③迁移想象/形象思维；④继承中创新，哲学辩证否定与文化创新均可,BJ-2025-YQ-YIMO-Q6,
漏收,BJ-2026-BJ-GAOKAO,2026北京高考,16,主观题,主,收-具名例外,首判(s041),中,设问点名哲学与文化；细则文化4分+实践认识4分，替换含创新思维综合思维,BJ-2026-BJ-GAOKAO-Q16,
漏收,BJ-2026-BJ-GAOKAO,2026北京高考,2,选择题,跨,完整题-选择题照收,首判(c040),中,党员干部正确政绩观属党的建设；③检验标准④当前与长远有哲学角度,BJ-2026-BJ-GAOKAO-Q2,
漏收,BJ-2026-BJ-GAOKAO,2026北京高考,21,主观题,主,收-具名例外,升级复判(escs05),低,细则实践与认识、创新思维、马克思主义中国化；党的先进性仅材料,BJ-2026-BJ-GAOKAO-Q21,
漏收,BJ-2026-BJ-GAOKAO,2026北京高考,3,选择题,主,完整题-选择题照收,首判(c040),中,主客体关系、意识选择性、共性个性属哲学；④答案肢文化活动主体性属文化,BJ-2026-BJ-GAOKAO-Q3,
漏收,BJ-2026-BJ-GAOKAO,2026北京高考,4,选择题,主,完整题-选择题照收,首判(c040),中,社会意识、矛盾、认识动力属哲学；④答案肢耕读育人价值属文化,BJ-2026-BJ-GAOKAO-Q4,
漏收,BJ-2026-BJ-GAOKAO,2026北京高考,5,选择题,主,完整题-选择题照收,首判(c040),高,普遍联系、整体部分、量变质变、合目的合规律，全为哲学,BJ-2026-BJ-GAOKAO-Q5,
漏收,BJ-2026-CP-ERMO,2026昌平二模,16,主观题,主,完整题-有E1,首判(s041),高,设问点名哲学与文化；细则联系矛盾辩证否定群众观点+守正创新、经济政治决定文化,BJ-2026-CP-ERMO-Q16,
漏收,BJ-2026-CP-ERMO,2026昌平二模,2,选择题,主,完整题-选择题照收,升级复判(escc04),中,①规律③人为联系④尊重规律为前提属哲学；②政府履行生态惠民职能,BJ-2026-CP-ERMO-Q2,
漏收,BJ-2026-CP-ERMO,2026昌平二模,22,主观题,跨,完整题-有E1,首判(s042),中,综合题；必答党的领导(B3)；创新开放以人民为中心(B2)；系统观念从实际出发(PH)；超前思维(MI),BJ-2026-CP-ERMO-Q22,
漏收,BJ-2026-CP-ERMO,2026昌平二模,3,选择题,主,完整题-选择题照收,首判(c041),高,认识与实践、矛盾普遍特殊、联系多样性、主要矛盾，均哲学,BJ-2026-CP-ERMO-Q3,
漏收,BJ-2026-CP-ERMO,2026昌平二模,4,选择题,主,完整题-选择题照收,首判(c041),中,②辩证否定属哲学；③中华文明生命力、④文化发展决定因素属文化,BJ-2026-CP-ERMO-Q4,
漏收,BJ-2026-CP-QIMO,2026昌平期末,16,主观题,跨,完整题-有E1,首判(s042),高,设问点名哲学与文化；细则必答传承优秀传统文化，哲学角度最多两点,BJ-2026-CP-QIMO-Q16,
漏收,BJ-2026-CP-QIMO,2026昌平期末,2,选择题,主,完整题-选择题照收,首判(c042),中,辩证统一、联系、矛盾属哲学；②综合思维方法属思维,BJ-2026-CP-QIMO-Q2,
漏收,BJ-2026-CP-QIMO,2026昌平期末,21,主观题,跨,完整题-有E1,金标(gold_final),低,细则只要求两本教材三角度；答案战略步骤道路自信属必修一，制度优势属政治,BJ-2026-CP-QIMO-Q21,
漏收,BJ-2026-CP-QIMO,2026昌平期末,3,选择题,主,完整题-选择题照收,升级复判(escc04),中,①最高价值标准②主要矛盾③联系客观性属哲学；④政府治理文化,BJ-2026-CP-QIMO-Q3,
漏收,BJ-2026-CP-QIMO,2026昌平期末,4,选择题,主,完整题-选择题照收,首判(c042),中,①价值与需要、②新旧事物属哲学；③④传统文化、文化与经济交融,BJ-2026-CP-QIMO-Q4,
漏收,BJ-2026-CP-QIMO,2026昌平期末,8,选择题,跨,完整题-选择题照收,首判(c042),中,严格规范公正文明执法、法律与行政规章、政治权利属必修三,BJ-2026-CP-QIMO-Q8,
漏收,BJ-2026-CY-QIZHONG,2026朝阳期中,20,主观题,跨,完整题-有E1,首判(s045),中,设问点名辩证思维方法；细则可替换辩证否定观/量变质变/发展观点，全哲学最多4分,BJ-2026-CY-QIZHONG-Q20,
漏收,BJ-2026-DC-YIMO,2026东城一模,3,选择题,跨,完整题-选择题照收,升级复判(escc04),低,①讲好中国故事④突破条件限制；教育对外开放是否算选必一存疑,BJ-2026-DC-YIMO-Q3,
漏收,BJ-2026-FS-ERMO,2026房山二模,2,选择题,跨,完整题-选择题照收,首判(c048),高,文艺性质、文化与经济政治关系属文化；C新事物与群众属哲学,BJ-2026-FS-ERMO-Q2,
漏收,BJ-2026-FS-ERMO,2026房山二模,3,选择题,跨,完整题-选择题照收,首判(c048),高,正确项②④中华文明创新性与多元一体属文化；①检核表法属思维；③意识属哲学,BJ-2026-FS-ERMO-Q3,
漏收,BJ-2026-FT-ERMO,2026丰台二模,22,主观题,主,完整题-有E1,首判(s051),中,细则党的领导、唯物辩证法、中国式现代化；拓展含新质生产力、超前思维、国际竞争,BJ-2026-FT-ERMO-Q22,
漏收,BJ-2026-FT-QIMO,2026丰台期末,3,选择题,跨,完整题-选择题照收,首判(c050),中,①外延关系④划分标准属RE；②新事物③共性个性属PH；所附细则为主观题讲评错配,BJ-2026-FT-QIMO-Q3,
漏收,BJ-2026-FT-YIMO,2026丰台一模,1,选择题,跨,完整题-选择题照收,首判(c050),中,②③属B1；①党的全面领导可留B3；④个人与社会价值属PH,BJ-2026-FT-YIMO-Q1,
漏收,BJ-2026-HD-QIMO,2026海淀期末,20(2),主观题,跨,完整题-有E1,升级复判(escs06),中,设问点名超前思维；E1有调查研究、矛盾分析、推理想象，矛盾分析法可跨哲学,BJ-2026-HD-QIMO-Q20#2,
漏收,BJ-2026-HD-YIMO,2026海淀一模,3,选择题,跨,完整题-选择题照收,首判(c053),中,①②思维间接性、感性认识属思维；③④和平发展、国家利益落脚点属X1,BJ-2026-HD-YIMO-Q3,
漏收,BJ-2026-SJS-QIMO,2026石景山期末,18(1),主观题,主,收-具名例外,升级复判(escs06),中,设问点名《哲学与文化》；E3角度为联系、发展、矛盾和传统文化传承,BJ-2026-SJS-QIMO-Q18#1,
漏收,BJ-2026-SY-YIMO,2026顺义一模,4,选择题,跨,完整题-选择题照收,金标(gold_final),中,ACD类比、定义、完全归纳属推理；B思想理论作用夸大归属哲学或文化存疑,BJ-2026-SY-YIMO-Q4,
漏收,BJ-2026-TZ-YIMO,2026通州一模,1,选择题,跨,完整题-选择题照收,升级复判(escc05),中,四个自信、民族觉醒属必修一；初心使命涉必修三；①④人生价值等属哲学；无文化,BJ-2026-TZ-YIMO-Q1,
漏收,BJ-2026-XC-ERMO,2026西城二模,6,选择题,跨,完整题-选择题照收,首判(c058),中,联想、创新思维特征、想象属思维；④类比属推理；扬弃涉辩证否定,BJ-2026-XC-ERMO-Q6,
漏收,BJ-2026-XC-QIMO,2026西城期末,13,选择题,跨,完整题-选择题照收,首判(c059),中,专利产业化、财政作用、创新转化；②条件制约有哲学角度,BJ-2026-XC-QIMO-Q13,
漏收,BJ-2026-XC-QIMO,2026西城期末,16(1),主观题,跨,完整题-有E1,首判(s058),中,设问增强文化自信；细则四角度属文化，变通含人民群众是精神财富创造者(PH),BJ-2026-XC-QIMO-Q16#1,
漏收,BJ-2023-HD-QIZHONG,2024海淀期中,16,主观题,跨,完整题-有E1（题库回溯确认，2026-09-24 归属表返修）,升级复判(escs01),中,点名中国特色社会主义与国际政治经济；细则含社会基本矛盾、人类命运共同体,BJ-2023-HD-QIZHONG-Q16,待核证据转正：bank.py get 已定位正式评分材料/rubric_status已匹配
漏收,BJ-2023-HD-YIMO,2023海淀一模,17,主观题,跨,完整题-有E1（题库回溯确认，2026-09-24 归属表返修）,首判(s010),中,综合运用所学；答案党的领导依法治国、有效市场有为政府、社会存在意识；细则正文缺失,BJ-2023-HD-YIMO-Q17,待核证据转正：bank.py get 已定位正式评分材料/rubric_status已匹配
漏收,BJ-2023-HD-YIMO,2023海淀一模,20(1),主观题,跨,完整题-有E1（题库回溯确认，2026-09-24 归属表返修）,首判(s011),中,设问点名辩证思维；答案分析与综合，另有矛盾分析法角度；细则正文未转写,BJ-2023-HD-YIMO-Q20#1,待核证据转正：bank.py get 已定位正式评分材料/rubric_status已匹配
漏收,BJ-2024-FT-ERMO,2024丰台二模,18(2),主观题,跨,完整题-有E1（题库回溯确认，2026-09-24 归属表返修）,升级复判(escs02),中,科学思维评析；细则必要条件假言判断属RE；从实际出发等可作PH,BJ-2024-FT-ERMO-Q18#2,待核证据转正：bank.py get 已定位正式评分材料/rubric_status已匹配
漏收,BJ-2024-FT-ERMO,2024丰台二模,20,主观题,主,完整题-有E1（题库回溯确认，2026-09-24 归属表返修）,首判(s019),中,设问运用哲学知识；细则认识论、辩证法角度；党史材料仅作背景,BJ-2024-FT-ERMO-Q20,待核证据转正：bank.py get 已定位正式评分材料/rubric_status已匹配
