卷,题号,题肢,题型,模块,判定来源,conf,why,unit_id
BJ-2024-HD-QIZHONG,1,②,选择题(题肢),B2,首判(c018),高,同2024海淀期中Q1重复别名；国有与民营经济作用属B2（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-HD-QIZHONG-Q1
BJ-2024-HD-QIZHONG,1,③,选择题(题肢),B2,首判(c018),高,同2024海淀期中Q1重复别名；国有与民营经济作用属B2（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-HD-QIZHONG-Q1
BJ-2024-HD-QIZHONG,1,④,选择题(题肢),B2,首判(c018),高,同2024海淀期中Q1重复别名；国有与民营经济作用属B2（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-HD-QIZHONG-Q1
BJ-2024-HD-QIZHONG,12,④,选择题(题肢),B2,升级复判(escc03),低,总体国家安全观；①国家利益涉X1，④新发展格局涉B2，国家安全归属存疑（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-HD-QIZHONG-Q12
BJ-2024-HD-QIZHONG,13,①,选择题(题肢),B2,首判(c019),中,入境游拉动经济、双循环与外贸属经济；公共外交属当代国际政治（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-HD-QIZHONG-Q13
BJ-2024-HD-QIZHONG,13,③,选择题(题肢),B2,首判(c019),中,入境游拉动经济、双循环与外贸属经济；公共外交属当代国际政治（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-HD-QIZHONG-Q13
BJ-2024-HD-QIZHONG,13,④,选择题(题肢),B2,首判(c019),中,入境游拉动经济、双循环与外贸属经济；公共外交属当代国际政治（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-HD-QIZHONG-Q13
BJ-2024-HD-QIZHONG,13,①,选择题(题肢),B2,首判(c019),中,入境游拉动经济、双循环与外贸属经济；公共外交属当代国际政治（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-HD-QIZHONG-Q13
BJ-2024-HD-QIZHONG,13,③,选择题(题肢),B2,首判(c019),中,入境游拉动经济、双循环与外贸属经济；公共外交属当代国际政治（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-HD-QIZHONG-Q13
BJ-2024-HD-QIZHONG,13,④,选择题(题肢),B2,首判(c019),中,入境游拉动经济、双循环与外贸属经济；公共外交属当代国际政治（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-HD-QIZHONG-Q13
BJ-2024-HD-QIZHONG,3,①,选择题(题肢),B2,首判(c019),中,消费拓展、创新作用、市场秩序与价格管理均属经济与社会（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-HD-QIZHONG-Q3
BJ-2024-HD-QIZHONG,3,②,选择题(题肢),B2,首判(c019),中,消费拓展、创新作用、市场秩序与价格管理均属经济与社会（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-HD-QIZHONG-Q3
BJ-2024-HD-QIZHONG,3,③,选择题(题肢),B2,首判(c019),中,消费拓展、创新作用、市场秩序与价格管理均属经济与社会（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-HD-QIZHONG-Q3
BJ-2024-HD-QIZHONG,3,④,选择题(题肢),B2,首判(c019),中,消费拓展、创新作用、市场秩序与价格管理均属经济与社会（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-HD-QIZHONG-Q3
BJ-2024-HD-QIZHONG,3,①,选择题(题肢),B2,升级复判(escc03),中,二次元经济、创新作用、消费潜力、新增长点属经济与社会；④肢缺（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-HD-QIZHONG-Q3
BJ-2024-HD-QIZHONG,3,②,选择题(题肢),B2,升级复判(escc03),中,二次元经济、创新作用、消费潜力、新增长点属经济与社会；④肢缺（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-HD-QIZHONG-Q3
BJ-2024-HD-QIZHONG,3,③,选择题(题肢),B2,升级复判(escc03),中,二次元经济、创新作用、消费潜力、新增长点属经济与社会；④肢缺（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-HD-QIZHONG-Q3
BJ-2024-HD-YIMO,1,①,选择题(题肢),B2,首判(c020),中,长征精神/精神谱系属CU；①以人民为中心有B2/B3角度；③④新时代表述归B1（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-HD-YIMO-Q1
BJ-2024-SJS-YIMO,15,B,选择题(题肢),B2,首判(c021),中,一带一路论证和平发展与人类命运共同体；文化仅见于干扰肢D（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-SJS-YIMO-Q15
BJ-2024-SJS-YIMO,2,③,选择题(题肢),B2,首判(c020),中,实践历史性、生产力与生产关系属PH；③农业现代化有B2角度（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2024-SJS-YIMO-Q2
BJ-2025-CP-ERMO,1,C,选择题(题肢),B2,首判(c024),中,正确项人心向背、B自我革命属党的领导；C公平共享涉经济；D主要考古语理解（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-CP-ERMO-Q1
BJ-2025-CY-QIMO,2,A,选择题(题肢),B2,首判(c026),中,D整体把握联系属哲学；B、C传统文化继承属文化；A基本公共服务属B2（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-CY-QIMO-Q2
BJ-2025-HD-YIMO,11,①,选择题(题肢),B2,首判(c035),中,合伙企业、有限公司、营利法人属选必二创业；①企业所得税涉必修二税收（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-HD-YIMO-Q11
BJ-2025-SY-YIMO,6,③,选择题(题肢),B2,首判(c037),中,主项、联言判断、划分、关系判断；③识别越级需知财政/货币政策层级（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-SY-YIMO-Q6
BJ-2025-SY-YIMO,9,①,选择题(题肢),B2,首判(c037),中,政府便民服务、全民守法、执法司法属必修三；①公共服务可用必修二角度（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-SY-YIMO-Q9
BJ-2025-XC-YIMO,8,C,选择题(题肢),B2,首判(c039),中,政务服务效能、公民义务属B3；宏观调控市场监管属B2；图缺（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2025-XC-YIMO-Q8
BJ-2026-CP-ERMO,12,①,选择题(题肢),B2,首判(c041),高,研发投入、实体经济、产业结构优化，均经济；图表仅为图片（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q12
BJ-2026-CP-ERMO,12,②,选择题(题肢),B2,首判(c041),高,研发投入、实体经济、产业结构优化，均经济；图表仅为图片（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q12
BJ-2026-CP-ERMO,12,③,选择题(题肢),B2,首判(c041),高,研发投入、实体经济、产业结构优化，均经济；图表仅为图片（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q12
BJ-2026-CP-ERMO,12,④,选择题(题肢),B2,首判(c041),高,研发投入、实体经济、产业结构优化，均经济；图表仅为图片（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q12
BJ-2026-CP-ERMO,13,①,选择题(题肢),B2,升级复判(escc04),中,①公共服务均等化非平均化；②政府职能不因试点拓宽；④治理现代化（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q13
BJ-2026-CP-ERMO,13,②,选择题(题肢),B2,升级复判(escc04),中,①公共服务均等化非平均化；②政府职能不因试点拓宽；④治理现代化（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q13
BJ-2026-CP-ERMO,13,③,选择题(题肢),B2,升级复判(escc04),中,①公共服务均等化非平均化；②政府职能不因试点拓宽；④治理现代化（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q13
BJ-2026-CP-ERMO,14,①,选择题(题肢),B2,首判(c042),中,①科技创新产业链升级属经济；②中华文化走出去属文化；国际竞争涉国际经济（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q14
BJ-2026-CP-ERMO,14,②,选择题(题肢),B2,首判(c042),中,①科技创新产业链升级属经济；②中华文化走出去属文化；国际竞争涉国际经济（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q14
BJ-2026-CP-ERMO,14,③,选择题(题肢),B2,首判(c042),中,①科技创新产业链升级属经济；②中华文化走出去属文化；国际竞争涉国际经济（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q14
BJ-2026-CP-ERMO,14,④,选择题(题肢),B2,首判(c042),中,①科技创新产业链升级属经济；②中华文化走出去属文化；国际竞争涉国际经济（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q14
BJ-2026-CP-ERMO,15,①,选择题(题肢),B2,首判(c042),中,一带一路、全球生态治理、传统安全属选必一；走出去兼必修二（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q15
BJ-2026-CP-ERMO,2,②,选择题(题肢),B2,升级复判(escc04),中,①规律③人为联系④尊重规律为前提属哲学；②政府履行生态惠民职能（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-ERMO-Q2
BJ-2026-CP-QIMO,1,③,选择题(题肢),B2,首判(c042),中,正确肢②④革命文化、理想信念属文化；①社会主义制度确立属必修一（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q1
BJ-2026-CP-QIMO,12,①,选择题(题肢),B2,首判(c042),中,市场配置资源、生态补偿、区域协调属经济；①所有权涉物权（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q12
BJ-2026-CP-QIMO,12,②,选择题(题肢),B2,首判(c042),中,市场配置资源、生态补偿、区域协调属经济；①所有权涉物权（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q12
BJ-2026-CP-QIMO,12,③,选择题(题肢),B2,首判(c042),中,市场配置资源、生态补偿、区域协调属经济；①所有权涉物权（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q12
BJ-2026-CP-QIMO,12,④,选择题(题肢),B2,首判(c042),中,市场配置资源、生态补偿、区域协调属经济；①所有权涉物权（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q12
BJ-2026-CP-QIMO,13,①,选择题(题肢),B2,首判(c042),高,零基预算、财政支出结构与资金效益属必修二财政（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q13
BJ-2026-CP-QIMO,13,②,选择题(题肢),B2,首判(c042),高,零基预算、财政支出结构与资金效益属必修二财政（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q13
BJ-2026-CP-QIMO,13,③,选择题(题肢),B2,首判(c042),高,零基预算、财政支出结构与资金效益属必修二财政（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q13
BJ-2026-CP-QIMO,13,④,选择题(题肢),B2,首判(c042),高,零基预算、财政支出结构与资金效益属必修二财政（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q13
BJ-2026-CP-QIMO,14,①,选择题(题肢),B2,首判(c042),中,新质生产力、数据要素、乡村振兴属经济；中非合作命运共同体属选必一（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q14
BJ-2026-CP-QIMO,14,②,选择题(题肢),B2,首判(c042),中,新质生产力、数据要素、乡村振兴属经济；中非合作命运共同体属选必一（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q14
BJ-2026-CP-QIMO,4,④,选择题(题肢),B2,首判(c042),中,①价值与需要、②新旧事物属哲学；③④传统文化、文化与经济交融（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CP-QIMO-Q4
BJ-2026-CY-ERMO,9,④,选择题(题肢),B2,首判(c042),中,①文化自觉属文化；③法治化、④法治政府属必修三；决定性作用涉经济（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CY-ERMO-Q9
BJ-2026-CY-YIMO,1,②,选择题(题肢),B2,首判(c044),中,从实际出发、出发点、务实作为；②新发展格局时代错置需B2（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-CY-YIMO-Q1
BJ-2026-DC-ERMO,1,②,选择题(题肢),B2,升级复判(escc04),中,①党的领导最大优势（必修三保留项）；③道路、④根本原因属必修一（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-DC-ERMO-Q1
BJ-2026-DC-ERMO,4,A,选择题(题肢),B2,首判(c045),中,认识与实践、对立统一属哲学；聚合思维属思维；数据要素涉经济，拿不准标跨（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-DC-ERMO-Q4
BJ-2026-DC-ERMO,9,B,选择题(题肢),B2,首判(c046),中,公民政治权利、柔性执法、公共政策属必修三；B肢以人民为中心可涉必修二（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-DC-ERMO-Q9
BJ-2026-DC-QIMO,14,B,选择题(题肢),B2,首判(c047),中,国际竞争实质、全球治理均属选必一；B肢企业出海涉经济；无答案键（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-DC-QIMO-Q14
BJ-2026-DC-YIMO,11,A,选择题(题肢),B2,首判(c048),高,肖像声音权益、法人类型、举证责任属选必二；A所得税涉必修二税收（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-DC-YIMO-Q11
BJ-2026-FS-ERMO,1,③,选择题(题肢),B2,升级复判(escc04),中,历史时期与成就属必修一；④把握社会主义建设规律属科学执政（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-FS-ERMO-Q1
BJ-2026-FT-YIMO,3,④,选择题(题肢),B2,首判(c050),中,地方人大协同立法属B3；④京津冀协同发展战略涉区域协调发展（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-FT-YIMO-Q3
BJ-2026-HD-QIMO,15,③,选择题(题肢),B2,首判(c052),中,检核表法、创造性、综合思维属思维；③公共服务供给对接人民需求涉政府职能（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-HD-QIMO-Q15
BJ-2026-HD-QIMO,4,②,选择题(题肢),B2,首判(c052),中,①辩证否定、②人民主体属哲学；③文化与经济交融、④传统民本思想转化属文化（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-HD-QIMO-Q4
BJ-2026-HD-QIZHONG,10,③,选择题(题肢),B2,首判(c052),中,民族区域自治、民族关系、自治权属B3；③区域发展差距涉B2（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-HD-QIZHONG-Q10
BJ-2026-MTG-YIMO,11,③,选择题(题肢),B2,首判(c054),中,反不正当竞争、专利/商业秘密；③维护市场秩序有经济角度（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-MTG-YIMO-Q11
BJ-2026-MTG-YIMO,3,A,选择题(题肢),B2,首判(c053),中,思想道德素养、公共文化服务属文化；A社会保障B2；C政府职能涉B3（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-MTG-YIMO-Q3
BJ-2026-SJS-QIMO,6,①,选择题(题肢),B2,首判(c055),中,答①④：①高质量发展B2，④辩证/系统观念PH；②历史方位主要矛盾B1（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-SJS-QIMO-Q6
BJ-2026-XC-ERMO,11,②,选择题(题肢),B2,首判(c058),中,婚前财产、夫妻共同财产属选必二；抵押融资与公司有限责任涉必修二（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-XC-ERMO-Q11
BJ-2026-XC-ERMO,11,④,选择题(题肢),B2,首判(c058),中,婚前财产、夫妻共同财产属选必二；抵押融资与公司有限责任涉必修二（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-XC-ERMO-Q11
BJ-2026-XC-ERMO,9,①,选择题(题肢),B2,首判(c058),中,财产权人身权救济属选必二；政府履职、居委会调解涉必修三；市场调节价涉必修二（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-XC-ERMO-Q9
BJ-2026-XC-ERMO,9,②,选择题(题肢),B2,首判(c058),中,财产权人身权救济属选必二；政府履职、居委会调解涉必修三；市场调节价涉必修二（无法机械核对该题肢是否已被其它入口单独收录，如实列出供人工核对）,BJ-2026-XC-ERMO-Q9
