question_id,exam_id,num,type,type_source,score_text,score_value,subq_hint,source_id,role,variant,rel_path,line_range,chars,option_marks,needs_review,extraction_status
BJ-2024-CY-QIZHONG-Q7,BJ-2024-CY-QIZHONG,7,选择题,source_visual_independent_verified,（3分）,3,,S0a50f76fd1e1,原卷,visual_checked_shared,2024模拟题/2024朝阳期中/试卷/试卷.pdf,PDF题面区p002,,4,Y,all_available_source_conversion_accepted
BJ-2024-CY-QIZHONG-Q8,BJ-2024-CY-QIZHONG,8,选择题,source_visual_independent_verified,（3分）,3,,S0a50f76fd1e1,原卷,visual_checked_shared,2024模拟题/2024朝阳期中/试卷/试卷.pdf,PDF题面区p003,,4,Y,all_available_source_conversion_accepted
BJ-2024-CY-QIZHONG-Q9,BJ-2024-CY-QIZHONG,9,选择题,source_visual_independent_verified,（3分）,3,,S0a50f76fd1e1,原卷,visual_checked_shared,2024模拟题/2024朝阳期中/试卷/试卷.pdf,PDF题面区p003,,4,Y,all_available_source_conversion_accepted
BJ-2024-CY-QIZHONG-Q10,BJ-2024-CY-QIZHONG,10,选择题,source_visual_independent_verified,（3分）,3,,S0a50f76fd1e1,原卷,visual_checked_shared,2024模拟题/2024朝阳期中/试卷/试卷.pdf,PDF题面区p003,,4,Y,all_available_source_conversion_accepted
BJ-2024-CY-QIZHONG-Q11,BJ-2024-CY-QIZHONG,11,选择题,source_visual_independent_verified,（3分）,3,,S0a50f76fd1e1,原卷,visual_checked_shared,2024模拟题/2024朝阳期中/试卷/试卷.pdf,PDF题面区p003,,4,Y,all_available_source_conversion_accepted
BJ-2024-CY-QIZHONG-Q12,BJ-2024-CY-QIZHONG,12,选择题,source_visual_independent_verified,（3分）,3,,S0a50f76fd1e1,原卷,visual_checked_shared,2024模拟题/2024朝阳期中/试卷/试卷.pdf,PDF题面区p004,,4,Y,all_available_source_conversion_accepted
BJ-2024-CY-QIZHONG-Q13,BJ-2024-CY-QIZHONG,13,选择题,source_visual_independent_verified,（3分）,3,,S0a50f76fd1e1,原卷,visual_checked_shared,2024模拟题/2024朝阳期中/试卷/试卷.pdf,PDF题面区p004,,4,Y,all_available_source_conversion_accepted
BJ-2024-CY-QIZHONG-Q14,BJ-2024-CY-QIZHONG,14,选择题,source_visual_independent_verified,（3分）,3,,S0a50f76fd1e1,原卷,visual_checked_shared,2024模拟题/2024朝阳期中/试卷/试卷.pdf,PDF题面区p004,,4,Y,all_available_source_conversion_accepted
BJ-2024-CY-QIZHONG-Q15,BJ-2024-CY-QIZHONG,15,选择题,source_visual_independent_verified,（3分）,3,,S0a50f76fd1e1,原卷,visual_checked_shared,2024模拟题/2024朝阳期中/试卷/试卷.pdf,PDF题面区p004,,4,Y,all_available_source_conversion_accepted
BJ-2024-CY-QIZHONG-Q16,BJ-2024-CY-QIZHONG,16,非选择题,source_visual_independent_verified,（8分）,8,,S0a50f76fd1e1,原卷,visual_checked_shared,2024模拟题/2024朝阳期中/试卷/试卷.pdf,PDF题面区p005,,0,Y,all_available_source_conversion_accepted
BJ-2024-CY-QIZHONG-Q17,BJ-2024-CY-QIZHONG,17,非选择题,source_visual_independent_verified,（8分）,8,,S0a50f76fd1e1,原卷,visual_checked_shared,2024模拟题/2024朝阳期中/试卷/试卷.pdf,PDF题面区p005,,0,Y,all_available_source_conversion_accepted
BJ-2024-CY-QIZHONG-Q18,BJ-2024-CY-QIZHONG,18,非选择题,source_visual_independent_verified,（8分）,8,,S0a50f76fd1e1,原卷,visual_checked_shared,2024模拟题/2024朝阳期中/试卷/试卷.pdf,PDF题面区p006,,0,Y,all_available_source_conversion_accepted
BJ-2024-CY-QIZHONG-Q19,BJ-2024-CY-QIZHONG,19,非选择题,source_visual_independent_verified,（8分）,8,,S0a50f76fd1e1,原卷,visual_checked_shared,2024模拟题/2024朝阳期中/试卷/试卷.pdf,PDF题面区p006,,0,Y,all_available_source_conversion_accepted
BJ-2024-CY-QIZHONG-Q20,BJ-2024-CY-QIZHONG,20,非选择题,source_visual_independent_verified,（23分）,23,1/2/3,S0a50f76fd1e1,原卷,visual_checked_shared,2024模拟题/2024朝阳期中/试卷/试卷.pdf,"PDF题面区p007,p008",,0,Y,all_available_source_conversion_accepted
BJ-2024-CY-QIZHONG-Q16,BJ-2024-CY-QIZHONG,16,非选择题,,（8分）,8,,S0f8ea3bbe262,评分材料,native,2024模拟题/2024朝阳期中/细则/细则.docx,1-32,758,0,N,extracted
BJ-2024-CY-QIZHONG-Q17,BJ-2024-CY-QIZHONG,17,非选择题,,（8分）,8,,S0f8ea3bbe262,评分材料,native,2024模拟题/2024朝阳期中/细则/细则.docx,32-62,668,0,N,extracted
BJ-2024-CY-QIZHONG-Q18,BJ-2024-CY-QIZHONG,18,非选择题,,(8 分),8,,S0f8ea3bbe262,评分材料,native,2024模拟题/2024朝阳期中/细则/细则.docx,62-93,535,0,N,extracted
BJ-2024-CY-QIZHONG-Q19,BJ-2024-CY-QIZHONG,19,非选择题,,,,,S0f8ea3bbe262,评分材料,native,2024模拟题/2024朝阳期中/细则/细则.docx,93-150,1401,0,Y,extracted
BJ-2024-CY-QIZHONG-Q2,BJ-2024-CY-QIZHONG,2,选择题,,,,,S0f8ea3bbe262,评分材料,native,2024模拟题/2024朝阳期中/细则/细则.docx,151-160,248,0,Y,extracted
BJ-2024-CY-QIZHONG-Q20,BJ-2024-CY-QIZHONG,20,非选择题,,（23分）,23,,S0f8ea3bbe262,评分材料,native,2024模拟题/2024朝阳期中/细则/细则.docx,160-256,2508,0,N,extracted
BJ-2024-CY-QIZHONG-Q16,BJ-2024-CY-QIZHONG,16,非选择题,,（8分）,8,,S25b6e8c2207d,评分材料,native,2024模拟题/2024朝阳期中/细则/补充材料/细则.rtf,0-17,603,0,N,extracted
BJ-2024-CY-QIZHONG-Q17,BJ-2024-CY-QIZHONG,17,非选择题,,（8分）,8,,S25b6e8c2207d,评分材料,native,2024模拟题/2024朝阳期中/细则/补充材料/细则.rtf,17-42,538,0,N,extracted
BJ-2024-CY-QIZHONG-Q18,BJ-2024-CY-QIZHONG,18,非选择题,,(8 分),8,,S25b6e8c2207d,评分材料,native,2024模拟题/2024朝阳期中/细则/补充材料/细则.rtf,42-66,510,0,N,extracted
BJ-2024-CY-QIZHONG-Q2,BJ-2024-CY-QIZHONG,2,选择题,,,,,S25b6e8c2207d,评分材料,native,2024模拟题/2024朝阳期中/细则/补充材料/细则.rtf,69-78,248,0,Y,extracted
BJ-2024-CY-QIZHONG-Q20,BJ-2024-CY-QIZHONG,20,非选择题,,（23分）,23,,S25b6e8c2207d,评分材料,native,2024模拟题/2024朝阳期中/细则/补充材料/细则.rtf,78-156,1703,0,N,extracted
BJ-2024-CY-QIZHONG-Q1,BJ-2024-CY-QIZHONG,1,选择题,,,,,S0a50f76fd1e1,原卷,native,2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,10-12,371,4,N,extracted
BJ-2024-CY-QIZHONG-Q2,BJ-2024-CY-QIZHONG,2,选择题,,,,,S0a50f76fd1e1,原卷,native,2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,12-17,306,4,N,extracted
BJ-2024-CY-QIZHONG-Q3,BJ-2024-CY-QIZHONG,3,选择题,,,,,S0a50f76fd1e1,原卷,native,2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,17-29,301,4,N,extracted
BJ-2024-CY-QIZHONG-Q4,BJ-2024-CY-QIZHONG,4,选择题,,,,,S0a50f76fd1e1,原卷,native,2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,29-31,347,4,N,extracted
BJ-2024-CY-QIZHONG-Q5,BJ-2024-CY-QIZHONG,5,选择题,,,,,S0a50f76fd1e1,原卷,native,2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,31-33,401,4,N,extracted
BJ-2024-CY-QIZHONG-Q6,BJ-2024-CY-QIZHONG,6,选择题,,,,,S0a50f76fd1e1,原卷,native,2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,33-35,292,4,N,extracted
BJ-2024-CY-QIZHONG-Q7,BJ-2024-CY-QIZHONG,7,选择题,,,,,S0a50f76fd1e1,原卷,native,2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,35-44,347,4,N,extracted
BJ-2024-CY-QIZHONG-Q8,BJ-2024-CY-QIZHONG,8,选择题,,,,,S0a50f76fd1e1,原卷,native,2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,44-46,222,4,N,extracted
BJ-2024-CY-QIZHONG-Q9,BJ-2024-CY-QIZHONG,9,选择题,,,,,S0a50f76fd1e1,原卷,native,2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,46-52,230,4,N,extracted
BJ-2024-CY-QIZHONG-Q10,BJ-2024-CY-QIZHONG,10,选择题,,,,,S0a50f76fd1e1,原卷,native,2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,52-57,236,4,N,extracted
BJ-2024-CY-QIZHONG-Q11,BJ-2024-CY-QIZHONG,11,选择题,,,,,S0a50f76fd1e1,原卷,native,2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,57-75,347,4,N,extracted
BJ-2024-CY-QIZHONG-Q12,BJ-2024-CY-QIZHONG,12,选择题,,,,,S0a50f76fd1e1,原卷,native,2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,75-77,256,4,N,extracted
BJ-2024-CY-QIZHONG-Q13,BJ-2024-CY-QIZHONG,13,选择题,,,,,S0a50f76fd1e1,原卷,native,2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,77-80,354,4,N,extracted
BJ-2024-CY-QIZHONG-Q14,BJ-2024-CY-QIZHONG,14,选择题,,,,,S0a50f76fd1e1,原卷,native,2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,80-82,285,4,N,extracted
BJ-2024-CY-QIZHONG-Q15,BJ-2024-CY-QIZHONG,15,选择题,,,,,S0a50f76fd1e1,原卷,native,2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,82-94,422,4,N,extracted
BJ-2024-CY-QIZHONG-Q16,BJ-2024-CY-QIZHONG,16,非选择题,,(8 分),8,,S0a50f76fd1e1,原卷,native,2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,94-99,428,0,N,extracted
BJ-2024-CY-QIZHONG-Q17,BJ-2024-CY-QIZHONG,17,非选择题,,(8 分),8,,S0a50f76fd1e1,原卷,native,2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,99-110,525,0,N,extracted
BJ-2024-CY-QIZHONG-Q18,BJ-2024-CY-QIZHONG,18,非选择题,,(8 分),8,,S0a50f76fd1e1,原卷,native,2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,110-114,327,0,N,extracted
BJ-2024-CY-QIZHONG-Q19,BJ-2024-CY-QIZHONG,19,非选择题,,(8 分),8,,S0a50f76fd1e1,原卷,native,2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,114-136,717,0,N,extracted
BJ-2024-CY-QIZHONG-Q20,BJ-2024-CY-QIZHONG,20,非选择题,,(23 分),23,1/2/3,S0a50f76fd1e1,原卷,native,2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,136-177,1797,0,N,extracted
BJ-2024-CY-QIZHONG-Q1,BJ-2024-CY-QIZHONG,1,选择题,,,,,S0a50f76fd1e1,原卷,ocr_candidate,2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,12-26,343,4,Y,candidate_ocr
BJ-2024-CY-QIZHONG-Q2,BJ-2024-CY-QIZHONG,2,选择题,,,,,S0a50f76fd1e1,原卷,ocr_candidate,2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,26-35,297,4,Y,candidate_ocr
BJ-2024-CY-QIZHONG-Q3,BJ-2024-CY-QIZHONG,3,选择题,,,,,S0a50f76fd1e1,原卷,ocr_candidate,2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,35-48,308,4,Y,candidate_ocr
BJ-2024-CY-QIZHONG-Q8,BJ-2024-CY-QIZHONG,8,选择题,,,,,S0a50f76fd1e1,原卷,ocr_candidate,2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,48-59,202,4,Y,candidate_ocr
BJ-2024-CY-QIZHONG-Q9,BJ-2024-CY-QIZHONG,9,选择题,,,,,S0a50f76fd1e1,原卷,ocr_candidate,2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,59-67,227,4,Y,candidate_ocr
BJ-2024-CY-QIZHONG-Q10,BJ-2024-CY-QIZHONG,10,选择题,,,,,S0a50f76fd1e1,原卷,ocr_candidate,2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,67-74,220,4,Y,candidate_ocr
BJ-2024-CY-QIZHONG-Q11,BJ-2024-CY-QIZHONG,11,选择题,,,,,S0a50f76fd1e1,原卷,ocr_candidate,2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,74-93,275,3,Y,candidate_ocr
BJ-2024-CY-QIZHONG-Q18,BJ-2024-CY-QIZHONG,18,非选择题,,（8分）,8,,S0a50f76fd1e1,原卷,ocr_candidate,2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,93-102,303,0,Y,candidate_ocr
BJ-2024-CY-QIZHONG-Q19,BJ-2024-CY-QIZHONG,19,非选择题,,（8分）,8,,S0a50f76fd1e1,原卷,ocr_candidate,2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,102-135,705,0,Y,candidate_ocr
BJ-2024-CY-QIZHONG-Q20,BJ-2024-CY-QIZHONG,20,非选择题,,（23分）,23,,S0a50f76fd1e1,原卷,ocr_candidate,2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,135-179,660,0,Y,candidate_ocr
BJ-2025-CY-ERMO-Q1,BJ-2025-CY-ERMO,1,选择题,source_visual_independent_verified,（3分）,3,,S6009b3f19a33,原卷,visual_checked_shared,questions/BJ-2025-CY-ERMO/sources/试卷.pdf,"p001,p008",,4,N,all_available_source_conversion_accepted
BJ-2025-CY-ERMO-Q2,BJ-2025-CY-ERMO,2,选择题,source_visual_independent_verified,（3分）,3,,S6009b3f19a33,原卷,visual_checked_shared,questions/BJ-2025-CY-ERMO/sources/试卷.pdf,"p001,p008",,4,N,all_available_source_conversion_accepted
BJ-2025-CY-ERMO-Q3,BJ-2025-CY-ERMO,3,选择题,source_visual_independent_verified,（3分）,3,,S6009b3f19a33,原卷,visual_checked_shared,questions/BJ-2025-CY-ERMO/sources/试卷.pdf,"p001,p002,p008",,4,N,all_available_source_conversion_accepted
BJ-2025-CY-ERMO-Q4,BJ-2025-CY-ERMO,4,选择题,source_visual_independent_verified,（3分）,3,,S6009b3f19a33,原卷,visual_checked_shared,questions/BJ-2025-CY-ERMO/sources/试卷.pdf,"p002,p008",,4,N,all_available_source_conversion_accepted
BJ-2025-CY-ERMO-Q5,BJ-2025-CY-ERMO,5,选择题,source_visual_independent_verified,（3分）,3,,S6009b3f19a33,原卷,visual_checked_shared,questions/BJ-2025-CY-ERMO/sources/试卷.pdf,"p002,p008",,4,N,all_available_source_conversion_accepted
BJ-2025-CY-ERMO-Q6,BJ-2025-CY-ERMO,6,选择题,source_visual_independent_verified,（3分）,3,,S6009b3f19a33,原卷,visual_checked_shared,questions/BJ-2025-CY-ERMO/sources/试卷.pdf,"p002,p008",,4,N,all_available_source_conversion_accepted
BJ-2025-CY-ERMO-Q7,BJ-2025-CY-ERMO,7,选择题,source_visual_independent_verified,（3分）,3,,S6009b3f19a33,原卷,visual_checked_shared,questions/BJ-2025-CY-ERMO/sources/试卷.pdf,"p002,p008",,4,N,all_available_source_conversion_accepted
BJ-2025-CY-ERMO-Q8,BJ-2025-CY-ERMO,8,选择题,source_visual_independent_verified,（3分）,3,,S6009b3f19a33,原卷,visual_checked_shared,questions/BJ-2025-CY-ERMO/sources/试卷.pdf,"p002,p003,p008",,4,N,all_available_source_conversion_accepted
BJ-2025-CY-ERMO-Q9,BJ-2025-CY-ERMO,9,选择题,source_visual_independent_verified,（3分）,3,,S6009b3f19a33,原卷,visual_checked_shared,questions/BJ-2025-CY-ERMO/sources/试卷.pdf,"p003,p008",,4,N,all_available_source_conversion_accepted
BJ-2025-CY-ERMO-Q10,BJ-2025-CY-ERMO,10,选择题,source_visual_independent_verified,（3分）,3,,S6009b3f19a33,原卷,visual_checked_shared,questions/BJ-2025-CY-ERMO/sources/试卷.pdf,"p003,p008",,4,N,all_available_source_conversion_accepted
BJ-2025-CY-ERMO-Q11,BJ-2025-CY-ERMO,11,选择题,source_visual_independent_verified,（3分）,3,,S6009b3f19a33,原卷,visual_checked_shared,questions/BJ-2025-CY-ERMO/sources/试卷.pdf,"p003,p004,p008",,4,N,all_available_source_conversion_accepted
BJ-2025-CY-ERMO-Q12,BJ-2025-CY-ERMO,12,选择题,source_visual_independent_verified,（3分）,3,,S6009b3f19a33,原卷,visual_checked_shared,questions/BJ-2025-CY-ERMO/sources/试卷.pdf,"p004,p008",,4,N,all_available_source_conversion_accepted
BJ-2025-CY-ERMO-Q13,BJ-2025-CY-ERMO,13,选择题,source_visual_independent_verified,（3分）,3,,S6009b3f19a33,原卷,visual_checked_shared,questions/BJ-2025-CY-ERMO/sources/试卷.pdf,"p004,p008",,4,N,all_available_source_conversion_accepted
BJ-2025-CY-ERMO-Q14,BJ-2025-CY-ERMO,14,选择题,source_visual_independent_verified,（3分）,3,,S6009b3f19a33,原卷,visual_checked_shared,questions/BJ-2025-CY-ERMO/sources/试卷.pdf,"p004,p008",,4,N,all_available_source_conversion_accepted
BJ-2025-CY-ERMO-Q15,BJ-2025-CY-ERMO,15,选择题,source_visual_independent_verified,（3分）,3,,S6009b3f19a33,原卷,visual_checked_shared,questions/BJ-2025-CY-ERMO/sources/试卷.pdf,"p004,p008",,4,N,all_available_source_conversion_accepted
BJ-2025-CY-ERMO-Q16,BJ-2025-CY-ERMO,16,非选择题,source_visual_independent_verified,（7分）,7,,S6009b3f19a33,原卷,visual_checked_shared,questions/BJ-2025-CY-ERMO/sources/试卷.pdf,"p004,p005,p008",,0,N,all_available_source_conversion_accepted
BJ-2025-CY-ERMO-Q17,BJ-2025-CY-ERMO,17,非选择题,source_visual_independent_verified,（5分）,5,,S6009b3f19a33,原卷,visual_checked_shared,questions/BJ-2025-CY-ERMO/sources/试卷.pdf,"p005,p008",,0,N,all_available_source_conversion_accepted
BJ-2025-CY-ERMO-Q18,BJ-2025-CY-ERMO,18,非选择题,source_visual_independent_verified,（6分）,6,,S6009b3f19a33,原卷,visual_checked_shared,questions/BJ-2025-CY-ERMO/sources/试卷.pdf,"p005,p008",,0,N,all_available_source_conversion_accepted
