source_id,rel_path,original_path,format,size,sha256,top_dir,in_scope,exclude_reason,alias_count,alias_paths,pages,pages_source,read_status,process_status,output_path
S848e2ed7e079,2023模拟题/2023各区模拟题(1)/各区一模/西城/西城-高三政治一模试卷.pdf,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2023模拟题/2023各区模拟题(1)/各区一模/西城/西城-高三政治一模试卷.pdf,pdf,1152829,848e2ed7e0796f77f2a7a0665b17adb8e993971096b537fc112736f8c748dbb1,2023模拟题,Y,,1,/Users/wanglifei/Desktop/2023模拟题/2023各区模拟题(1)/各区一模/西城/西城-高三政治一模试卷.pdf,9,pdfinfo,pending,pending,
S9140266498fe,2023模拟题/2023各区模拟题(1)/各区一模/西城/西城细则-高三政治一模3-30(1).docx,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2023模拟题/2023各区模拟题(1)/各区一模/西城/西城细则-高三政治一模3-30(1).docx,docx,1645698,9140266498fe2dda101113edab8bf791de20d35206abaa6b85469a55ff7aeb92,2023模拟题,Y,,1,/Users/wanglifei/Desktop/2023模拟题/2023各区模拟题(1)/各区一模/西城/西城细则-高三政治一模3-30(1).docx,unknown,docx 无固定页数；实测 段落119 表格0,pending,pending,
S184eb642c0ab,2023模拟题/2023各区模拟题(1)/各区二模/√东城/东城区2023年度三综合练习（二）思想政治答案.pdf,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2023模拟题/2023各区模拟题(1)/各区二模/√东城/东城区2023年度三综合练习（二）思想政治答案.pdf,pdf,2353309,184eb642c0ab57d5a8183c4f1c81a44c89e070180dea4d73efa90e1e6a6b116e,2023模拟题,Y,,1,/Users/wanglifei/Desktop/2023模拟题/2023各区模拟题(1)/各区二模/√东城/东城区2023年度三综合练习（二）思想政治答案.pdf,1,pdfinfo,pending,pending,
Sc8fc293be186,2023模拟题/2023各区模拟题(1)/各区二模/√东城/东城区2023年度高三综合练习（二）思想政治试卷.pdf,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2023模拟题/2023各区模拟题(1)/各区二模/√东城/东城区2023年度高三综合练习（二）思想政治试卷.pdf,pdf,20393543,c8fc293be18639423ddeb5ac4eb6131e63635c33462792915633d5ffc7abcd52,2023模拟题,Y,,1,/Users/wanglifei/Desktop/2023模拟题/2023各区模拟题(1)/各区二模/√东城/东城区2023年度高三综合练习（二）思想政治试卷.pdf,12,pdfinfo,pending,pending,
Sd92728609289,2023模拟题/2023各区模拟题(1)/各区二模/√丰台/丰台高三政治练习二试卷.pdf,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2023模拟题/2023各区模拟题(1)/各区二模/√丰台/丰台高三政治练习二试卷.pdf,pdf,1793973,d9272860928903ecbea4e56d5c3779e3fdfbaff8764b37f66dcf3732dc4bdf26,2023模拟题,Y,,1,/Users/wanglifei/Desktop/2023模拟题/2023各区模拟题(1)/各区二模/√丰台/丰台高三政治练习二试卷.pdf,10,pdfinfo,pending,pending,
Saccdd9d42a77,2023模拟题/2023各区模拟题(1)/各区二模/√丰台/丰台高三政治练习二（答案）.pdf,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2023模拟题/2023各区模拟题(1)/各区二模/√丰台/丰台高三政治练习二（答案）.pdf,pdf,183678,accdd9d42a770f7051e40186931a172089f04e8ba38198f321aeeade9fb3c032,2023模拟题,Y,,1,/Users/wanglifei/Desktop/2023模拟题/2023各区模拟题(1)/各区二模/√丰台/丰台高三政治练习二（答案）.pdf,2,pdfinfo,pending,pending,
S96315fb88e87,2023模拟题/2023各区模拟题(1)/各区二模/√朝阳/202305朝阳高三2模政治答案.pdf,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2023模拟题/2023各区模拟题(1)/各区二模/√朝阳/202305朝阳高三2模政治答案.pdf,pdf,212309,96315fb88e871f809076eafbc49b31e7990c9f9f3f5aaecb369b71fb103ac78a,2023模拟题,Y,,1,/Users/wanglifei/Desktop/2023模拟题/2023各区模拟题(1)/各区二模/√朝阳/202305朝阳高三2模政治答案.pdf,2,pdfinfo,pending,pending,
S38162016129f,2023模拟题/2023各区模拟题(1)/各区二模/√朝阳/202305朝阳高三2模政治试题.pdf,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2023模拟题/2023各区模拟题(1)/各区二模/√朝阳/202305朝阳高三2模政治试题.pdf,pdf,743076,38162016129f3b1b99cf297f7aa2f7801a5a039a273925b15770ac484c5e46b3,2023模拟题,Y,,1,/Users/wanglifei/Desktop/2023模拟题/2023各区模拟题(1)/各区二模/√朝阳/202305朝阳高三2模政治试题.pdf,7,pdfinfo,pending,pending,
Scd8eee06ecf3,2023模拟题/2023各区模拟题(1)/各区二模/√海淀/海淀二模 细则(1).pptx,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2023模拟题/2023各区模拟题(1)/各区二模/√海淀/海淀二模 细则(1).pptx,pptx,11575858,cd8eee06ecf32b27b7cf61b9fd6f3f4cd482d2f27747a4ed6bdf2f8dfe91dee7,2023模拟题,Y,,1,/Users/wanglifei/Desktop/2023模拟题/2023各区模拟题(1)/各区二模/√海淀/海淀二模 细则(1).pptx,43,python-pptx len(slides),pending,pending,
Sdf79f0c4f74e,2023模拟题/2023各区模拟题(1)/各区二模/√海淀/海淀区2022-2023学年第二学期期末练习高三思想政治(1).pdf,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2023模拟题/2023各区模拟题(1)/各区二模/√海淀/海淀区2022-2023学年第二学期期末练习高三思想政治(1).pdf,pdf,785501,df79f0c4f74e6d72154821d4af8693dfae67894f1976b121137727211ae132c3,2023模拟题,Y,,1,/Users/wanglifei/Desktop/2023模拟题/2023各区模拟题(1)/各区二模/√海淀/海淀区2022-2023学年第二学期期末练习高三思想政治(1).pdf,8,pdfinfo,pending,pending,
S0a294f8799f7,2023模拟题/2023各区模拟题(1)/各区二模/√海淀/海淀区2022-2023学年第二学期期末练习高三思想政治参考答案 (2)(1).doc,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2023模拟题/2023各区模拟题(1)/各区二模/√海淀/海淀区2022-2023学年第二学期期末练习高三思想政治参考答案 (2)(1).doc,doc,52224,0a294f8799f75285c76c54d15ae0a3bf4bbf21716c74f7ae2885f8a37c6384ce,2023模拟题,Y,,1,/Users/wanglifei/Desktop/2023模拟题/2023各区模拟题(1)/各区二模/√海淀/海淀区2022-2023学年第二学期期末练习高三思想政治参考答案 (2)(1).doc,unknown,.doc 旧格式未转换，页数待 soffice 转换后取得,pending,pending,
Sb42be5c9eb5e,2023模拟题/2023各区模拟题(1)/各区二模/√西城/细则-高三政治二模5-10(2).docx,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2023模拟题/2023各区模拟题(1)/各区二模/√西城/细则-高三政治二模5-10(2).docx,docx,50543,b42be5c9eb5ebde7da3dfd26fec44d4114b99cf380bb7b822ebb795ad1a355c2,2023模拟题,Y,,1,/Users/wanglifei/Desktop/2023模拟题/2023各区模拟题(1)/各区二模/√西城/细则-高三政治二模5-10(2).docx,unknown,docx 无固定页数；实测 段落76 表格1,pending,pending,
S9b1eec88807b,2023模拟题/2023各区模拟题(1)/各区二模/√西城/西城-高三政治二模答案-定(2).docx,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2023模拟题/2023各区模拟题(1)/各区二模/√西城/西城-高三政治二模答案-定(2).docx,docx,44876,9b1eec88807be1cfa9e56f1963288e0812e18bfd6546292971cdd83bf9d52035,2023模拟题,Y,,1,/Users/wanglifei/Desktop/2023模拟题/2023各区模拟题(1)/各区二模/√西城/西城-高三政治二模答案-定(2).docx,unknown,docx 无固定页数；实测 段落24 表格1,pending,pending,
Sed25ab572782,2023模拟题/2023各区模拟题(1)/各区二模/√西城/西城-高三政治二模试卷-定(2).docx,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2023模拟题/2023各区模拟题(1)/各区二模/√西城/西城-高三政治二模试卷-定(2).docx,docx,2921001,ed25ab5727829139938c2457dd1cc5e8491d0a85fb646d2e10000a9c6ff4c519,2023模拟题,Y,,1,/Users/wanglifei/Desktop/2023模拟题/2023各区模拟题(1)/各区二模/√西城/西城-高三政治二模试卷-定(2).docx,unknown,docx 无固定页数；实测 段落149 表格1,pending,pending,
S007642ce939e,2023模拟题/2023各区模拟题(1)/期末和期中/2023北京海淀高三（上）期中政治（教师版）.docx,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2023模拟题/2023各区模拟题(1)/期末和期中/2023北京海淀高三（上）期中政治（教师版）.docx,docx,911224,007642ce939e815204c9511d4bfcf909b65eb3cbb7d7a5f112fd2333509eb6e0,2023模拟题,Y,,1,/Users/wanglifei/Desktop/2023模拟题/2023各区模拟题(1)/期末和期中/2023北京海淀高三（上）期中政治（教师版）.docx,unknown,docx 无固定页数；实测 段落158 表格10,pending,pending,
Sfe51d8a7d585,2023模拟题/2023各区模拟题(1)/期末和期中/23海淀政治期中评标(1).pdf,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2023模拟题/2023各区模拟题(1)/期末和期中/23海淀政治期中评标(1).pdf,pdf,1387026,fe51d8a7d5854e5ef55ff82712e9b9089c0e4a83fd3e885ac97d3614e683cb04,2023模拟题,Y,,1,/Users/wanglifei/Desktop/2023模拟题/2023各区模拟题(1)/期末和期中/23海淀政治期中评标(1).pdf,4,pdfinfo,pending,pending,
S14501f7fbb96,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修1.docx,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修1.docx,docx,568828,14501f7fbb96e038af1fe21b95440a26ed02eb944856cc9815ca1e5b867d6a90,2024模拟题,Y,,1,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修1.docx,unknown,docx 无固定页数；实测 段落75 表格6,pending,pending,
S3965bc306d35,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修2 .docx,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修2 .docx,docx,1633889,3965bc306d35c89f6ed5fb4cecb7b71379c7f669fd63ab423ed0cfe9f9174b3b,2024模拟题,Y,,1,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修2 .docx,unknown,docx 无固定页数；实测 段落232 表格4,pending,pending,
Sb2adb9acbea5,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修3.docx,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修3.docx,docx,366309,b2adb9acbea551522631e403a779ff7ac1afdd1e47127b987f5e13f4a6e2ae9d,2024模拟题,Y,,1,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修3.docx,unknown,docx 无固定页数；实测 段落233 表格4,pending,pending,
S3423b62eb032,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修4.docx,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修4.docx,docx,1517404,3423b62eb032b5df1dd18b865bb05d7b34056cae623407b593e36d437bf4b510,2024模拟题,Y,,1,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修4.docx,unknown,docx 无固定页数；实测 段落209 表格8,pending,pending,
S0f4414a153ba,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必1.docx,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必1.docx,docx,1940457,0f4414a153ba94c0b74d4eb708a13665083b340508ddbc103ff4d9f775620f1d,2024模拟题,Y,,1,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必1.docx,unknown,docx 无固定页数；实测 段落242 表格4,pending,pending,
Sc22ac0d594c5,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必2.docx,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必2.docx,docx,779706,c22ac0d594c5a7bb0cbb23196f15e2e7fbcfdbbf89dcc221ce9cc83c235269e1,2024模拟题,Y,,1,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必2.docx,unknown,docx 无固定页数；实测 段落257 表格1,pending,pending,
S4b25cddd4dc2,2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必3.doc,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必3.doc,doc,674304,4b25cddd4dc2992de1001f813db329ed483a2c3c3c8d5197bb13f59e61b5218f,2024模拟题,Y,,1,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必3.doc,unknown,.doc 旧格式未转换，页数待 soffice 转换后取得,pending,pending,
S4b2073bcc9e2,2024模拟题/2024东城一模/细则/细则.pptx,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2024模拟题/2024东城一模/细则/细则.pptx,pptx,18611296,4b2073bcc9e26f626b49b66dd6e0c64ec93650292d50719806830d7aea9fa3ce,2024模拟题,Y,,1,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/细则.pptx,74,python-pptx len(slides),pending,pending,
S7b4eece29632,2024模拟题/2024东城一模/细则/补充材料/北京市东城区2023-2024学年度第二学期高三综合练习（一）思想政治答案(1).pdf,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2024模拟题/2024东城一模/细则/补充材料/北京市东城区2023-2024学年度第二学期高三综合练习（一）思想政治答案(1).pdf,pdf,2611809,7b4eece2963205d8ac02ef13063307a3dad70cf6542b6169f3ed34276f16e115,2024模拟题,Y,,1,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/补充材料/北京市东城区2023-2024学年度第二学期高三综合练习（一）思想政治答案(1).pdf,1,pdfinfo,pending,pending,
S74cdfac92537,2024模拟题/2024东城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2024模拟题/2024东城一模/试卷/试卷.pdf,pdf,12078779,74cdfac9253763bf12c9443d036ebbeab12693ba7015a2f335d19ccfcab6d96b,2024模拟题,Y,,1,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/试卷/试卷.pdf,12,pdfinfo,pending,pending,
Sd64506799887,2024模拟题/2024朝阳一模/其他材料/202404朝阳高三政治一模试卷讲评.pptx,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2024模拟题/2024朝阳一模/其他材料/202404朝阳高三政治一模试卷讲评.pptx,pptx,7699972,d64506799887753ee409ebc7e63cf977de6843f62f7ebb327b6cca74477a8272,2024模拟题,Y,,3,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2024模拟题/2024朝阳一模/细则/细则.pptx | /Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/细则/细则.pptx | /Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/其他材料/202404朝阳高三政治一模试卷讲评.pptx,50,python-pptx len(slides),pending,pending,
Sd64506799887,2024模拟题/2024朝阳一模/细则/细则.pptx,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2024模拟题/2024朝阳一模/细则/细则.pptx,pptx,7699972,d64506799887753ee409ebc7e63cf977de6843f62f7ebb327b6cca74477a8272,2024模拟题,Y,,3,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2024模拟题/2024朝阳一模/其他材料/202404朝阳高三政治一模试卷讲评.pptx | /Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/细则/细则.pptx | /Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/其他材料/202404朝阳高三政治一模试卷讲评.pptx,50,python-pptx len(slides),pending,pending,
Sf6013d54b52c,2024模拟题/2024朝阳一模/细则/补充材料/细则.docx,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2024模拟题/2024朝阳一模/细则/补充材料/细则.docx,docx,29215,f6013d54b52c02dcf40a2ff1f845c124598281324f98545a577914b901e7688c,2024模拟题,Y,,1,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/细则/补充材料/细则.docx,unknown,docx 无固定页数；实测 段落40 表格4,pending,pending,
S25b655e73b74,2024模拟题/2024朝阳一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2024模拟题/2024朝阳一模/试卷/试卷.pdf,pdf,1324697,25b655e73b7424e7aa7bb467e71553461c8133b8e7e161e6d9de575176b949cc,2024模拟题,Y,,1,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/试卷/试卷.pdf,8,pdfinfo,pending,pending,
S84218459671a,2024模拟题/2024朝阳二模/细则/细则.pdf,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2024模拟题/2024朝阳二模/细则/细则.pdf,pdf,558870,84218459671af8ac66324584cd608c778703ef44e2eda745694745b53e3de302,2024模拟题,Y,,1,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/细则/细则.pdf,5,pdfinfo,pending,pending,
Sf7c4cc4ac52e,2024模拟题/2024朝阳二模/细则/补充材料/细则.docx,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2024模拟题/2024朝阳二模/细则/补充材料/细则.docx,docx,28300,f7c4cc4ac52ecefd124cb890fb4f0e117c7a9312d2f51a97d6e2d102e3ef4cf1,2024模拟题,Y,,1,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/细则/补充材料/细则.docx,unknown,docx 无固定页数；实测 段落32 表格4,pending,pending,
S9223488a4b5e,2024模拟题/2024朝阳二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2024模拟题/2024朝阳二模/试卷/试卷.pdf,pdf,686177,9223488a4b5e6f80ad8c2b56a1eb09e4c2f5bfed13ce12ac2f0a2cccc7d46dce,2024模拟题,Y,,1,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/试卷/试卷.pdf,8,pdfinfo,pending,pending,
S0f8ea3bbe262,2024模拟题/2024朝阳期中/细则/细则.docx,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2024模拟题/2024朝阳期中/细则/细则.docx,docx,29099,0f8ea3bbe2629d2f6b750e3d95a3505f2d664078ff4b03f2ca7845c70fb057d3,2024模拟题,Y,,1,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/细则.docx,unknown,docx 无固定页数；实测 段落205 表格1,pending,pending,
S92a268ce852f,2024模拟题/2024朝阳期中/细则/补充材料/2024.11期中政治朝阳评标2.docx,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2024模拟题/2024朝阳期中/细则/补充材料/2024.11期中政治朝阳评标2.docx,docx,121373,92a268ce852f69446644c8427066cccff0fd143bdc9ff70a4d813f1c3b82d261,2024模拟题,Y,,1,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/补充材料/2024.11期中政治朝阳评标2.docx,unknown,docx 无固定页数；实测 段落29 表格18,pending,pending,
S25b6e8c2207d,2024模拟题/2024朝阳期中/细则/补充材料/细则.rtf,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2024模拟题/2024朝阳期中/细则/补充材料/细则.rtf,rtf,186917,25b6e8c2207d9d9e689462af90fff5aee07606916f238c2981ab54a83291a557,2024模拟题,Y,,1,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/补充材料/细则.rtf,unknown,格式 .rtf 未实现页数探针,pending,pending,
S0a50f76fd1e1,2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,pdf,532797,0a50f76fd1e1c50fc92b340a7d9f874bab34cd33def4aae1c4bb4ad9681a405e,2024模拟题,Y,,3,/Users/wanglifei/Desktop/gpt和claude共同的小窝/00_共同资料/原材料/2024模拟题/2024朝阳期中/试卷/试卷.pdf | /Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/试卷/试卷.pdf | /Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,8,pdfinfo,pending,pending,
