unit_id,qid,canonical_qid,exam_id_canonical,num,type,subq,grain,归属_RE,admission,evidence,evidence_detail,downgrade_notes,script_tier,rule_version
BJ-2020-BJ-GAOKAO-Q21,BJ-2020-BJ-GAOKAO-Q21,BJ-2020-BJ-GAOKAO-Q21,BJ-2020-BJ-GAOKAO,21,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v3
BJ-2023-CY-YIMO-Q2,BJ-2023-CY-YIMO-Q2,BJ-2023-CY-YIMO-Q2,BJ-2023-CY-YIMO,2,选择题,,整题,MAYBE,完整题-选择题照收,E3,逐题已匹配参考答案,,不明,2026-09-24-attribution-v3
BJ-2023-CY-YIMO-Q3,BJ-2023-CY-YIMO-Q3,BJ-2023-CY-YIMO-Q3,BJ-2023-CY-YIMO,3,选择题,,整题,MAYBE,完整题-选择题照收,E3,逐题已匹配参考答案,,不明,2026-09-24-attribution-v3
BJ-2023-CY-YIMO-Q4,BJ-2023-CY-YIMO-Q4,BJ-2023-CY-YIMO-Q4,BJ-2023-CY-YIMO,4,选择题,,整题,MAYBE,完整题-选择题照收,E3,逐题已匹配参考答案,,不明,2026-09-24-attribution-v3
BJ-2023-CY-YIMO-Q5,BJ-2023-CY-YIMO-Q5,BJ-2023-CY-YIMO-Q5,BJ-2023-CY-YIMO,5,选择题,,整题,MAYBE,完整题-选择题照收,E3,逐题已匹配参考答案,,不明,2026-09-24-attribution-v3
BJ-2023-CY-YIMO-Q6,BJ-2023-CY-YIMO-Q6,BJ-2023-CY-YIMO-Q6,BJ-2023-CY-YIMO,6,选择题,,整题,MAYBE,完整题-选择题照收,E3,逐题已匹配参考答案,,不明,2026-09-24-attribution-v3
BJ-2023-CY-YIMO-Q7,BJ-2023-CY-YIMO-Q7,BJ-2023-CY-YIMO-Q7,BJ-2023-CY-YIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,E3,逐题已匹配参考答案,,不明,2026-09-24-attribution-v3
BJ-2023-CY-YIMO-Q9,BJ-2023-CY-YIMO-Q9,BJ-2023-CY-YIMO-Q9,BJ-2023-CY-YIMO,9,选择题,,整题,IN,完整题-选择题照收,E3,逐题已匹配参考答案,,不明,2026-09-24-attribution-v3
BJ-2023-CY-YIMO-Q12,BJ-2023-CY-YIMO-Q12,BJ-2023-CY-YIMO-Q12,BJ-2023-CY-YIMO,12,选择题,,整题,MAYBE,完整题-选择题照收,E3,逐题已匹配参考答案,,不明,2026-09-24-attribution-v3
BJ-2023-CY-YIMO-Q13,BJ-2023-CY-YIMO-Q13,BJ-2023-CY-YIMO-Q13,BJ-2023-CY-YIMO,13,选择题,,整题,MAYBE,完整题-选择题照收,E3,逐题已匹配参考答案,,不明,2026-09-24-attribution-v3
BJ-2023-CY-YIMO-Q14,BJ-2023-CY-YIMO-Q14,BJ-2023-CY-YIMO-Q14,BJ-2023-CY-YIMO,14,选择题,,整题,IN,完整题-选择题照收,E3,逐题已匹配参考答案,,不明,2026-09-24-attribution-v3
BJ-2023-CY-YIMO-Q17,BJ-2023-CY-YIMO-Q17,BJ-2023-CY-YIMO-Q17,BJ-2023-CY-YIMO,17,主观题,,整题,MAYBE,不收-无E1,E3,逐题已匹配参考答案,,不明,2026-09-24-attribution-v3
BJ-2023-CY-YIMO-Q18,BJ-2023-CY-YIMO-Q18,BJ-2023-CY-YIMO-Q18,BJ-2023-CY-YIMO,18,主观题,,整题,MAYBE,不收-无E1,E3,逐题已匹配参考答案,,不明,2026-09-24-attribution-v3
BJ-2023-CY-YIMO-Q19#1,BJ-2023-CY-YIMO-Q19,BJ-2023-CY-YIMO-Q19,BJ-2023-CY-YIMO,19,主观题,1,小问,MAYBE,不收-无E1,E3,逐题已匹配参考答案,,不明,2026-09-24-attribution-v3
BJ-2023-CY-YIMO-Q19#2,BJ-2023-CY-YIMO-Q19,BJ-2023-CY-YIMO-Q19,BJ-2023-CY-YIMO,19,主观题,2,小问,MAYBE,不收-无E1,E3,逐题已匹配参考答案,,倾向,2026-09-24-attribution-v3
BJ-2023-CY-YIMO-Q21,BJ-2023-CY-YIMO-Q21,BJ-2023-CY-YIMO-Q21,BJ-2023-CY-YIMO,21,主观题,,整题,MAYBE,不收-无E1,E3,逐题已匹配参考答案,,不明,2026-09-24-attribution-v3
BJ-2024-CY-YIMO-Q2,BJ-2024-CY-YIMO-Q2,BJ-2024-CY-YIMO-Q2,BJ-2024-CY-YIMO,2,选择题,,整题,MAYBE,完整题-选择题照收,E3,逐题已匹配参考答案,,不明,2026-09-24-attribution-v3
BJ-2024-CY-YIMO-Q3,BJ-2024-CY-YIMO-Q3,BJ-2024-CY-YIMO-Q3,BJ-2024-CY-YIMO,3,选择题,,整题,MAYBE,完整题-选择题照收,E3,逐题已匹配参考答案,,不明,2026-09-24-attribution-v3
BJ-2024-CY-YIMO-Q5,BJ-2024-CY-YIMO-Q5,BJ-2024-CY-YIMO-Q5,BJ-2024-CY-YIMO,5,选择题,,整题,MAYBE,完整题-选择题照收,E3,逐题已匹配参考答案,,不明,2026-09-24-attribution-v3
BJ-2024-CY-YIMO-Q7,BJ-2024-CY-YIMO-Q7,BJ-2024-CY-YIMO-Q7,BJ-2024-CY-YIMO,7,选择题,,整题,MAYBE,完整题-选择题照收,E3,逐题已匹配参考答案,,不明,2026-09-24-attribution-v3
BJ-2024-CY-YIMO-Q12,BJ-2024-CY-YIMO-Q12,BJ-2024-CY-YIMO-Q12,BJ-2024-CY-YIMO,12,选择题,,整题,MAYBE,完整题-选择题照收,E3,逐题已匹配参考答案,,不明,2026-09-24-attribution-v3
BJ-2024-CY-YIMO-Q13,BJ-2024-CY-YIMO-Q13,BJ-2024-CY-YIMO-Q13,BJ-2024-CY-YIMO,13,选择题,,整题,MAYBE,完整题-选择题照收,E3,逐题已匹配参考答案,,倾向,2026-09-24-attribution-v3
BJ-2024-CY-YIMO-Q14,BJ-2024-CY-YIMO-Q14,BJ-2024-CY-YIMO-Q14,BJ-2024-CY-YIMO,14,选择题,,整题,MAYBE,完整题-选择题照收,E3,逐题已匹配参考答案,,不明,2026-09-24-attribution-v3
BJ-2024-CY-YIMO-Q16,BJ-2024-CY-YIMO-Q16,BJ-2024-CY-YIMO-Q16,BJ-2024-CY-YIMO,16,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v3
BJ-2023-DC-ERMO-Q2,BJ-2023-DC-ERMO-Q2,BJ-2023-DC-ERMO-Q2,BJ-2023-DC-ERMO,2,选择题,,整题,MAYBE,完整题-选择题照收,E3,逐题已匹配参考答案,,不明,2026-09-24-attribution-v3
BJ-2023-DC-ERMO-Q3,BJ-2023-DC-ERMO-Q3,BJ-2023-DC-ERMO-Q3,BJ-2023-DC-ERMO,3,选择题,,整题,MAYBE,完整题-选择题照收,E3,逐题已匹配参考答案,,不明,2026-09-24-attribution-v3
BJ-2023-DC-ERMO-Q4,BJ-2023-DC-ERMO-Q4,BJ-2023-DC-ERMO-Q4,BJ-2023-DC-ERMO,4,选择题,,整题,MAYBE,完整题-选择题照收,E3,逐题已匹配参考答案,,不明,2026-09-24-attribution-v3
BJ-2023-DC-ERMO-Q5,BJ-2023-DC-ERMO-Q5,BJ-2023-DC-ERMO-Q5,BJ-2023-DC-ERMO,5,选择题,,整题,MAYBE,完整题-选择题照收,E3,逐题已匹配参考答案,,不明,2026-09-24-attribution-v3
BJ-2023-DC-ERMO-Q6,BJ-2023-DC-ERMO-Q6,BJ-2023-DC-ERMO-Q6,BJ-2023-DC-ERMO,6,选择题,,整题,MAYBE,完整题-选择题照收,E3,逐题已匹配参考答案,,不明,2026-09-24-attribution-v3
BJ-2023-DC-ERMO-Q7,BJ-2023-DC-ERMO-Q7,BJ-2023-DC-ERMO-Q7,BJ-2023-DC-ERMO,7,选择题,,整题,MAYBE,完整题-选择题照收,E3,逐题已匹配参考答案,,不明,2026-09-24-attribution-v3
BJ-2023-DC-ERMO-Q12,BJ-2023-DC-ERMO-Q12,BJ-2023-DC-ERMO-Q12,BJ-2023-DC-ERMO,12,选择题,,整题,MAYBE,完整题-选择题照收,E3,逐题已匹配参考答案,,倾向,2026-09-24-attribution-v3
BJ-2023-DC-ERMO-Q13,BJ-2023-DC-ERMO-Q13,BJ-2023-DC-ERMO-Q13,BJ-2023-DC-ERMO,13,选择题,,整题,MAYBE,完整题-选择题照收,E3,逐题已匹配参考答案,,不明,2026-09-24-attribution-v3
BJ-2023-DC-ERMO-Q14,BJ-2023-DC-ERMO-Q14,BJ-2023-DC-ERMO-Q14,BJ-2023-DC-ERMO,14,选择题,,整题,MAYBE,完整题-选择题照收,E3,逐题已匹配参考答案,,不明,2026-09-24-attribution-v3
BJ-2023-DC-ERMO-Q15,BJ-2023-DC-ERMO-Q15,BJ-2023-DC-ERMO-Q15,BJ-2023-DC-ERMO,15,选择题,,整题,IN,完整题-选择题照收,E3,逐题已匹配参考答案,,不明,2026-09-24-attribution-v3
BJ-2023-DC-ERMO-Q16,BJ-2023-DC-ERMO-Q16,BJ-2023-DC-ERMO-Q16,BJ-2023-DC-ERMO,16,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,倾向,2026-09-24-attribution-v3
BJ-2023-DC-ERMO-Q17,BJ-2023-DC-ERMO-Q17,BJ-2023-DC-ERMO-Q17,BJ-2023-DC-ERMO,17,主观题,,整题,MAYBE,不收-无E1,E3,逐题已匹配参考答案,,不明,2026-09-24-attribution-v3
BJ-2023-DC-ERMO-Q18#2,BJ-2023-DC-ERMO-Q18,BJ-2023-DC-ERMO-Q18,BJ-2023-DC-ERMO,18,主观题,2,小问,MAYBE,不收-无E1,E3,逐题已匹配参考答案,,不明,2026-09-24-attribution-v3
BJ-2023-DC-ERMO-Q21,BJ-2023-DC-ERMO-Q21,BJ-2023-DC-ERMO-Q21,BJ-2023-DC-ERMO,21,主观题,,整题,MAYBE,完整题-有E1,E1,逐题已匹配正式评分材料,,不明,2026-09-24-attribution-v3
